hangle,first_translate,second_translate
"이 녀석, 남자 주인공인 시그렌 아냐?!","wait a minute... isn’t this kid the male lead, siegren?!","wait a minute... isn't this kid the male lead, siegren?!"
원작 시작까지는 아직 6년이나 남았는데,"there are still six years left until the main story begins,",There are still six years until the main story begins.
왜 남주가 벌써 내 코앞에서 굴러다니고 있는 거지?,so why is the male lead right in front of me?,So why is the male lead already right in front of me?
얘가 이 시기에 아벨을 만나는 거던가?,does he meet abel around this time?,Does he meet Abel at this point in time?
"아니, 지금 이런 생각 할 때가 아니지!","no, this isn’t the time to be thinking about that!","No, this isn't the time for this kind of thinking!"
이 녀석이 이 세계를 구원할 남주가 맞다면,"if this kid is the male lead who will save this world,","If this kid really is the male lead who will save this world,"
이대로 날 구하고 사망하면 세계멸망이잖아!,"then he’ll die after saving me, and the world will be destroyed!","If he saves me and then dies, the world will be doomed!"
뭘 해도 내가 최종보스야?!,am I the final boss no matter what I do?!,Am I the final boss no matter what?!
"여, 여기 빨리 의원 좀 불러 주세요!",s-someone call a doctor!,"S-someone, call a doctor over here, quickly!"
이틀 뒤,two days later,Two days later.
흐음…,hmm...,hmm...
심각한 부상이지만….,"his injuries are severe,","His injuries are severe, but..."
다행히 큰 고비는 넘겼습니다.,but the worst is over.,"Fortunately, the worst is over."
정말요!,really?!,Really?!
무슨 일 있으면 불러 주세요.,please call me if anything happens.,Let me know if anything happens.
네!,okay!,Yes!
다행이다~,what a relief!,What a relief~
세계 멸망의 위기는 넘겼어~!,I’ve avoided the world’s destruction!,The crisis of the world's destruction has been averted~!
그나저나 이렇게 보면,"anyway, looking at him now,","Anyway, seeing him like this,"
세계를 구할 영웅이라며 칭송받을 거라곤 안 믿기네.,it’s hard to believe that he’ll be praised as the hero who will save the world.,It’s hard to believe that he’ll be praised as the hero who will save the world.
이 시기면 시그렌 나이가 열네 살쯤인가…?,siegren should be around 14 years old right now...,Siegren should be around 14 years old at this point...
"나도 간단하게 몇 줄 설정만 했을 뿐,","I only wrote a few lines about his backstory,",I only wrote a few simple lines about his backstory.
본편에서 세세하게 다룬 적은 없는 시그렌의 과거.,and it wasn’t covered in detail in the main story.,Siegren's past was never explored in detail in the main story.
시그렌은 남자 주인공답게 출생의 비밀을 가지고 있다.,"siegren, like any other male lead, has a secret about his birth.","Siegren, true to his role as a male lead, has a secret surrounding his birth."
그는 내가 현재 있는 제국의 황자다.,he is the prince of the empire I’m currently in.,He is the prince of the empire where I currently am.
"정확히는, 공표되지 않은 사생아.","to be exact, he’s an illegitimate child who hasn’t been announced to the public.","To be exact, he’s an unacknowledged illegitimate child."
시그렌은 힘없는 평민 출신의 어머니에게서 태어났다.,siegren was born to a powerless commoner.,Siegren was born to a commoner with no power.
그를 눈엣가시처럼 여겨 죽이고 싶어 하는 자들은 많았다.,many people considered him a thorn in their side and wanted to kill him.,Many saw him as a thorn in their side and wanted him dead.
시그렌은 어릴 적부터 늘 목숨을 위협받으며 살아왔다.,he lived with constant threats to his life from a young age.,He lived with constant threats to his life from a young age.
시그렌은 북부의 헤일론으로 도망친다.,"siegren ran away to the north, to the hallon territory.","Siegren ran away to the north, to Heilun."
제국의 맨 끝이라 목숨을 노리는 자들의 영향력이 미치지 않았기 때문이다.,"it was at the edge of the empire, so the people who wanted to kill him couldn’t reach him there.","It was at the edge of the empire, beyond the reach of those who wanted to take his life."
"그 후 아벨이 시그렌이 가진 검의 재능을 알아보고,","after that, abel noticed siegren’s talent with the sword...","After that, Abel recognized Siegren's talent with the sword..."
그를 제자로 두며 가르치게 된다.,...and took him in as his student.,...and took him in as his disciple and taught him.
여기까지가 시그렌의 유년시절 이야기.,that’s all there is to siegren’s childhood.,That’s the extent of Siegren’s childhood story.
