hangle,first_translate,second_translate
"『금일 오후,","“my lady,","""My lady,"
온실에서 있을 티 파티에 영애를 초대하고 싶습니다.』,I would like to invite you to a tea party in the greenhouse this afternoon.”,I would like to invite you to a tea party in the greenhouse this afternoon.
"『시간이 나신다면 꼭 참석해 주세요,","“please come if you have time,","""Please attend if you have time."""
헤더 아덴 자작 영애.』,lady heather adens.”,Lady Heather Aden.
"이 사람,",isn’t this...,"Isn't this the lady from yesterday, the one who had an issue with Siegren?"
어제 시그렌이랑 일이 있었던 그 영애 아냐?,...the lady who caused trouble with siegren yesterday?,...the lady who had an incident with Siegren yesterday?
그런 사람이 여는 티파티에 내가 가도 되는 건가?,should I really go to her tea party?,Should I really attend a tea party hosted by someone like her?
내가 괜히 신경 쓸 만한 이유는 없지.,"well, I don’t see why not.",There’s no reason for me to be concerned.
잘못한 건 그쪽이고.,she’s the one who did something wrong.,She's the one at fault.
어쩌면 티파티에서 유니스를 만날 수 있을지도 모르니까.,and I might be able to see eunice there.,Maybe I'll get to see Eunice at the tea party.
기쁜 마음으로 응하겠다고 전해줘.,tell her I’ll gladly attend.,Tell her that I’ll gladly accept the invitation.
유니스 영애.,lady eunice.,Lady Eunice.
피오나 영애…!,lady fiona!,Lady Fiona…!
유니스 영애도 초대받은 건가요?,were you invited to the tea party as well?,"Were you invited to the tea party as well, Lady Eunice?"
네.,yes.,Yes.
피오나 영애와는 같은 일행임에도 계속 얼굴을 볼 수가 없었네요.,I haven’t been able to see you even though we’re traveling together.,"I haven't had the chance to see you much, even though we're traveling together."
전 말을 타고 있었거든요.,I’ve been riding a horse.,I was riding a horse.
…그래도 마차에도 와 주세요.,you should come ride in the carriage with me.,"…Still, please come to the carriage too."
혼자서는 심심해서….,it’s boring by myself...,I get bored when I'm alone...
주변에 온통 기사랑 병사라서 쓸쓸했나 봐.,she must have felt lonely with only knights and soldiers around her.,She must have felt lonely being surrounded only by knights and soldiers.
어서 오십시오.,welcome.,Welcome.
이쪽이 온실입니다.,this is the greenhouse.,This way to the greenhouse.
아가씨께서는 안쪽에서 기다리고 계십니다.,my lady is waiting inside.,My lady is waiting for you inside.
"어머나,",oh my.,Oh my.
"피오나 영애,","lady fiona,","Lady Fiona,"
유니스 영애…,lady eunice...,Lady Eunice...
초대에 응해주셔서 감사해요.,thank you for coming.,Thank you for accepting my invitation.
기다리고 있었답니다.,I’ve been waiting for you.,I've been expecting you.
"와, 역시 화려한 미인이야.","wow, she really is a beauty.","Wow, she really is stunning."
이런 사람이 시그렌에게 달려들었단 말이지.,she’s the one who tried to seduce siegren.,"So, this is the kind of woman who tried to seduce Siegren."
"자, 어서 앉으세요.","please, have a seat.","Go ahead, have a seat."
"네, 고마워요.",thank you.,"Yes, thank you."
이쪽은 근처 영지의 영애들이에요.,these are ladies from nearby territories.,These are young ladies from nearby territories.
명성이 자자한 두 분을 만나서 영광이에요.,it’s an honor to meet you both.,It’s an honor to meet two people of such great renown.
네…,yes...,Yes...
잘 부탁해요.,it’s nice to meet you.,I hope we get along well.
뭐지?,what’s this?,What's going on?
묘하게 시선이 불온한 것 같은 느낌이….,why do I feel like they’re giving me weird looks?,Why do I feel like their gazes are somewhat unsettling?
헤일론 영애는 북부에 있었다면서요.,"I heard you were in the north, lady fiona.",I heard that Lady Heilon was in the north.
맞아요.,"yes, I was.","Yes, that's right."
힘들지는 않았나요?,wasn’t it hard?,Was it difficult?
거기에는 굉장히 야만적이고 잔혹한 마법사가 산다고 들었는데….,I heard a very barbaric and cruel sorcerer lives there...,I've heard that a very barbaric and cruel sorcerer lives there…
사람 사는 곳이라 다들 비슷하답니다.,it’s just like any other place where people live.,People are the same everywhere.
"아니, 이 소문 여기까지 돌았냐!",what? that rumor spread all the way here?,What? That rumor made it all the way here?
"소문 이야기가 나와서 말인데요,","speaking of rumors,","Speaking of rumors,"
듣자 하니…,I heard...,I've heard...
영애의 핏줄은 조금 특별하다면서요?,...your bloodline is a bit special.,I heard your bloodline is somewhat special.
본래는 헤일론 쪽이 아니라고 들었어요.,I heard you’re not originally from house hylon.,I heard you weren’t originally from House Hailon.
"제가 알기로는,","from what I know,","From what I know,"
사생아라던데.,you’re an illegitimate child.,"You're an illegitimate child, aren't you?"
"네, 맞는 말이에요.","yes, you’re right.","Yes, that's correct."
전 사생아입니다.,I am an illegitimate child.,I am an illegitimate child.
정확히 알고 계시네요.,you know very well.,You know exactly right.
