hangle,first_translate,second_translate
"어둠에 빨려 들어가기 직전,","right before I was sucked into the darkness,","Right before I was swallowed by the darkness,"
"잠깐이지만,","even if it was just for a moment,","Even if it was just for a moment,"
어둠이 다가오는걸 막을 수 있었어.,I was able to stop the darkness from coming closer.,I was able to stop the darkness from approaching.
"나는 혹시,",does that mean...,Am I perhaps...
어둠을 조종할 수 있는 걸까?,...I can control the darkness?,Could I be able to control the darkness?
그러면 또 한가지 의문이 생긴다.,then that brings up another question.,Then another question arises.
원작의 피오나는 어둠을 통제할 수 없었다.,the original fiona couldn’t control the darkness.,The original Fiona couldn't control the darkness.
그런데 왜 나는 성공했을까?,so why was I able to do it?,But why was I able to succeed?
"같은 육체, 같은 재능인데.",we have the same body and the same talent.,"Same body, same talent."
이것도 고민해봤자 답이 안 나오네~,I guess I won’t be able to find the answer to this either.,There's no point in worrying about this either~
"머리 아프다, 머리 아파.",this is giving me a headache.,"My head hurts, my head."
아~ 배부르다~,"ah, I’m so full!",Ah~ I'm full!
"렐턴 후작님, 어지간히도 고마웠나 봐.",marquess relton must have been really grateful.,Marquess Relton must have been extremely grateful.
이렇게 맛있는 요리를 많이 내주다니.,I can’t believe he served us so many delicious dishes.,I can't believe he served so many delicious dishes.
…그러게.,yeah...,...Yeah.
으음~,hm...,Hm~
어디 안 좋은가?,is something wrong?,Are you feeling unwell?
아까도 많이 안 먹던데.,he didn’t eat much earlier either.,You didn't eat much before either.
…이번에 파견단에 와 보기를 잘했어.,I’m glad I came with the envoy this time.,I'm glad I joined the envoy this time.
…왜?,why?,...Why?
소득이 있었잖아.,we gained a lot from this trip.,We gained something.
아카데미 사람들도 생각보다 괜찮았고.,the people at the academy were better than I thought.,The people at the academy were actually better than I expected.
"그 사람들, 목숨 빚을 졌다고 생각하고 있으니까…","they feel indebted for their lives,",They feel indebted for their lives...
나중에 분명 호의적인 태도를 보일 거야.,so I’m sure they’ll be friendly toward us later.,I'm sure they'll show a favorable attitude later.
"게다가,","on top of that,","Besides,"
나 생각보다 대단한 사람이었다고.,I realized I’m a greater person than I thought.,I realized that I was more amazing than I thought.
"어둠,",I was able to control the darkness...,Darkness.
힘들었지만 내가 분명 통제했었거든.,...even though it was hard.,"Even though it was difficult, I definitely controlled it."
분명 어둠 토벌에 엄청난 도움이 될 거야.,I’m sure it’ll be a huge help in defeating the darkness.,I'm sure it will be a tremendous help in subjugating the darkness.
…또 어둠에 관여할 생각이야?,are you planning to get involved with the darkness again?,Are you thinking of getting involved with the darkness again?
물론!,of course!,Of course!
피오나.,fiona.,Fiona.
피오나!,fiona!,fiona!
얼음같이 차가운 그 몸에,...and his body was as cold as ice.,...and that body was as cold as ice.
세상이 무너지는 듯 했다.,it felt like the world was collapsing.,It felt like the world was collapsing.
도움 줄 필요 없어.,you don’t need to help.,There's no need to help.
"기뻐하지는 않더라도,","I didn’t expect him to be happy,","Even if he wasn’t happy,"
축하 정도는 해줄 줄 알았는데.,but I thought he’d at least congratulate me.,I thought there would at least be some congratulations.
…왜?,why...?,...Why?
"저번 같은 행동,",don’t ever...,Don't ever do something like that again.
두 번 다시 하지 마.,...do what you did last time again.,Don't ever do it again.
말도 안 되고 무모한 짓이야.,it’s reckless and absurd.,It's absurd and reckless.
그래도 내가 한 행동은 옳았어.,"still, what I did was right.","Still, what I did was the right thing to do."
알고 있어.,I know.,I know.
반성의 여지는 충분해.,there’s plenty of room for reflection.,There’s plenty of room for remorse.
나는 그 자리의 책임자였잖아.,I was the person in charge there.,I was the one responsible there.
그게 최선이었다고.,it was the best I could do.,That was the best option.
"맞아, 실은 네가 옳아.","you’re right, actually.","Yeah, actually, you were right."
너는 큰 전력이야.,you’re a great asset.,You're a major force.
가끔은 생존을 우선시해야 할 때가 있어.,there are times when you need to prioritize your own survival.,"Sometimes, survival has to come first."
그리고 어둠에 대한 정보는 너한테도 도움이 되잖아.,and the information about the darkness will be helpful to you too.,And the information about the darkness will be useful to you as well.
난 그런 마음으로 싸웠어.,that’s why I fought.,That’s the mindset I fought with.
하지만,but...,But...
"그러니까,",I’m telling you...,"So,"
그런 도움은 필요 없다니까…!,...I don’t need that kind of help...!,I said I don’t need that kind of help…!
억지를 써서라도 너를 잃고 싶지 않아…,"I don’t want to lose you, even if I have to be stubborn about it...","I don’t want to lose you, even if I have to force it..."
…시그렌.,siegren...,...Siegren.
"귀찮으면 빈정거리지 말고,","if you’re annoyed, don’t be sarcastic.","If you're annoyed, just get angry instead of being sarcastic!"
차라리 화를 내!,just get mad!,Just get angry instead!
이… 바보!,you... idiot!,Y-You... idiot!
"잠깐, 피오나!","wait, fiona!","Wait, Fiona!"
