hangle,first_translate,second_translate
남자친구의 생각 하나에 이렇게 흔들리기엔…,I don’t want you to be so shaken up...,Being shaken up just because of a single thought from my boyfriend...
네가 너무 아깝다.,...by what your boyfriend thinks.,You're too good for this.
권터…,gunter...,Gunter...
"응, 고마워.","yeah, thanks.","Yeah, thanks."
…이건 개인적인 궁금증인데.,"this is just a personal question,",…This is just something I'm personally curious about.
시그렌이랑은 그냥 사귀는 건가?,but are you and siegren just dating?,Are you and Siegren just dating?
약혼이나 결혼 생각은 아직 없는 거고?,have you thought about getting engaged or married?,Have you thought about getting engaged or married yet?
맞아. 아직은…,"yeah, not yet...","Yeah, not yet..."
그런데 갑자기 그건 왜?,but why are you asking that all of a sudden?,But why are you asking that so suddenly?
…그냥 시그렌과 사이가 애매해 보여서.,it’s just that your relationship with siegren seems ambiguous.,It’s just that your relationship with Siegren seems unclear.
틀어지면 곤란한 사이라 적당히 사귀고 있는 건가?,I thought maybe you were dating him casually because it would be complicated if you broke up.,Are you dating him casually because it would be troublesome if things went wrong?
하는 생각을 했다.,that’s what I thought.,That’s what I was thinking.
그렇지는 않아.,it’s not like that.,It’s not like that.
"그러면,","then,","Then,"
부담스러운 건가?,do you feel pressured?,Is it overwhelming?
음…,um...,Hmm...
시그렌이 부담스럽기보단,it’s not that I feel pressured by siegren.,It's not that Siegren makes me feel pressured.
차라리 화를 내!,Just get angry instead!,Just get angry instead!
오히려 시그렌에 대한 내 마음이 좀 그래.,it’s more like I’m worried about my own feelings for him.,It’s more like I have mixed feelings about my own feelings for him.
날이 갈수록 더더욱,"as time goes by,","As time goes on,"
시그렌을 갖고 싶다고 생각하는 내 마음이.,I find myself wanting to have him more and more.,My feelings of wanting to have Siegren keep growing stronger.
그러니,"so,","So,"
"부담되냐고 묻는다면,","if you ask me if I feel pressured,","If you're asking whether I feel pressured,"
그런… 편이네.,I guess I do...,"I guess I do, in a way."
왜 그래?,what’s wrong?,What's wrong?
"아니,","no,","No,"
아무것도 아니야…,it’s nothing...,It's nothing...
"며칠 뒤, 수도.","a few days later, in the capital","A few days later, in the capital."
이번에 큰 공을 세우셨다고 들었어요.,I heard you made a great contribution this time.,I heard you made a significant achievement this time.
그게…,well...,Well...
그…,um...,Uh...
존경스러워요!,you’re so admirable!,You're so admirable!
한마디 해주세요.,please say something.,Could you say a few words?
네?,what?,Huh?
아하하…,ahaha...,Ahaha...
"나, 왜 갑자기 이렇게 인기가 폭발하는 거야!!",why am I suddenly so popular?!,Why am I suddenly so popular?!
어때요.,how is it?,How is it?
효과가 좋죠?,"it’s effective, right?","It’s working well, isn’t it?"
혹시… 영애가 제가 한 일에 대해서 이야기하셨나요?,did you... tell them about what I did?,"Did you... tell them about what I did, my lady?"
피신 왔다.,he came to hide.,I came to hide.
네.,yes.,Yes.
도와드리겠다고 했잖아요?,"I told you I’d help you, didn’t I?","I told you I would help, didn't I?"
갑자기 이런 시선을 받는 것도 부담스러운데요.,it’s a bit overwhelming to suddenly receive this kind of attention.,It's a bit overwhelming to suddenly be in the spotlight like this.
"익숙해지셔야 해요, 영애.","you’ll have to get used to it, my lady.","You'll need to get used to it, my lady."
앞으론 우리가 이렇게 사교계를 제패할 테니까.,we’ll be conquering high society like this from now on.,We'll be dominating high society like this from now on.
"잠깐만, 스케일이 갑자기 커졌는데요?","wait, this is getting too big.","Wait, this is escalating quickly."
기왕 태어난 거 꿈은 크게 가져야죠.,"since we’re born anyway, we should dream big.","Since we're born anyway, we should dream big."
피오나 영애.,lady fiona.,Lady Fiona.
같이 춤출 수 있을까.,may I have this dance?,May I have this dance with you?
"틀어지면 곤란한 사이라,",I thought maybe you were dating him casually...,"Because it would be troublesome if things went wrong,"
적당히 사귀고 있는 건가?,...because it would be complicated if you broke up.,Are you just dating casually because breaking up would be complicated?
"아니면,","or,","Or maybe,"
부담스러운 건가?,do you feel pressured?,Is it burdensome?
…피오나.,fiona...,...Fiona.
몸은 어때?,how are you feeling?,How's your body?
"…괜찮아, 다 나았어.",I’m fine. I’ve fully recovered.,I'm fine... I'm all better now.
다행이네.,that’s good.,That's a relief.
춤이 끝나면 이야기 좀 해.,I want to talk to you after this dance.,Let's talk after this dance.
…싫어.,no...,...No.
"그럼,","then,","Then,"
지금 당장 할까?,should we talk right now?,Should we talk right now?
꺅!!,aah!!,Aah!!
"하, 할게!",o-okay!,O-okay!
사람들 보니까 내려줘…!,people are watching. put me down!,"People are watching, so put me down…!"
어디로 가는 거야?,where are we going?,Where are you taking me?
조용히 이야기할 수 있는 곳.,somewhere we can talk quietly.,Somewhere we can talk in private.
어쩐지 불길한 기분이…,I have a bad feeling about this...,I have a bad feeling about this...
만지작,fidget,fidgeting
추워?,are you cold?,Are you cold?
"앗, 괜찮아.","oh, it’s fine.","Oh, it's fine."
너도 춥잖아.,you’re cold too.,You're cold too.
안으로 들어갈 걸 그랬나.,maybe we should have gone inside.,Maybe we should have gone inside.
네 방에는 안 갈래.,I don’t want to go to your room.,I’m not going to your room.
데려가지도 않을 거야.,I’m not going to take you there.,I'm not taking you there.
아벨이 알면 귀찮아질걸.,it’ll be annoying if abel finds out.,It'll be a hassle if Abel finds out.
앉아.,sit down.,Sit.
오래 서 있으면 발 아프니까.,your feet will hurt if you stand for too long.,Your feet will hurt if you stand too long.
…길게 이야기할 거야?,is this going to be a long conversation?,…Is this going to take long?
나도 모르겠어.,I don’t know.,I’m not sure either.
피오나.,fiona.,Fiona.
"딱, 한 번만 물을 거야. 대답해줘.",I’m only going to ask you this once. please answer me.,I'm only going to ask once. Answer me.
"…아까부터 왜 그래, 정말.",what’s wrong with you today?,…What’s with you today?
분위기 잔뜩 잡고…,creating such a serious mood...,Creating such a serious mood...
우리…,should we...,Us...
그만할까.,...stop seeing each other?,Should we stop?
