hangle,first_translate,second_translate
아벨….,abel...,abel...
이미 시그렌의 뒷조사를 마친 건가?,has he already finished looking into siegren?,Has he already finished investigating Siegren?
시그렌이 황자란 것도 이제 알았겠지.,then he must know that siegren is the prince.,then he must know by now that siegren is a prince.
"어쩔 수 없다, 이럴 땐….",I have no choice. in this situation...,I have no choice in times like this...
무슨 말씀을 하시는지 잘 모르겠어요.,I don’t know what you’re talking about.,I’m not sure what you mean.
"평범한 귀족 사생아가 황실의 비밀을 알고 있다니, 수상하니까.",it’s suspicious that a bastard child of a noble family knows the imperial family’s secret.,It's suspicious that an illegitimate child of a noble family knows the imperial family's secret.
"제가 들은 건 시그렌이 고아고,",all I know is that siegren is an orphan...,All I know is that Siegren is an orphan.
줄곧 용병단에서 허드렛일을 했다는 것 뿐인걸요.,...and that he’s been working for the mercenaries.,...and that he’s been doing menial tasks for the mercenaries the whole time.
"윽, 내 속을 들여다보는 듯한 저 눈빛….","ugh, it’s like he’s looking right through me...","Ugh, that gaze... it's like he's seeing right through me."
이만 넘어가 줘~!~!,please let it go!,Just let this slide~!~!
"하긴, 네 존재에 비하면","then again, compared to your existence,","Then again, compared to your very existence,"
그 녀석에 대한 건 그리 중요한 일도 아니지.,that boy isn’t that important.,That boy isn't that big of a deal.
…네?,pardon?,…What?
네 속은 참 알 수가 없구나.,I can’t figure you out.,I really can't figure you out.
"어쩔 땐 천진한 그 나이대 아이 같다가도,","sometimes you’re as innocent as a child your age should be,","Sometimes, you seem as innocent as a child your age,"
어느 순간에는 누구보다도 이성적이고 냉혹해지지.,"but other times, you’re more rational and cold than anyone else.","But at other times, you become more rational and cold-hearted than anyone else."
무엇이 네 진짜 성격인지 모르겠다.,I don’t know what your true personality is.,I can't tell what your true personality is.
"펴, 평범하다고 생각하는데요….",I-I think I’m pretty normal...,I-I think I'm just normal...
그건 너 혼자만의 생각이겠지.,that’s what you think.,That’s just your own opinion.
어느 누가 봐도 네가 천재라는 데엔 이견이 없을 거다.,anyone can see that you’re a genius.,Anyone can see that you're a genius—there's no room for disagreement.
"사실 그동안 네 존재를 경계할지, 기꺼이 여길지 고민했다.","honestly, I’ve been debating whether I should be wary of you or welcome you.","Honestly, I’ve been debating whether to be wary of you or to accept you."
강하고 유능한 것도 좋긴 하지만,"being strong and competent is good,","Being strong and capable is good,"
타인에 비해 월등한 능력은 양날의 검이니까.,but having exceptional abilities is a double-edged sword.,But having abilities far superior to others is a double-edged sword.
"잠깐, 설마….","wait, is he going to...","Wait, no way..."
…절 쫓아내실 건가요?,are you going to kick me out?,…Are you going to expel me?
"아니, 그 반대다.","no, it’s the opposite.","No, it's the opposite."
난 너를 데리고 있기로 결정했거든.,I’ve decided to keep you here.,I've decided to keep you with me.
그러니 슬슬 다른 일을 맡기는 것도 나쁘지 않겠지.,so I don’t think it would be bad to give you other tasks.,So I think it's about time to start assigning you other tasks.
네 ! !,yes!!,Yes!!
쫓겨날 걱정은 안 해도 되겠어!,I don’t have to worry about getting kicked out!,I don’t have to worry about being kicked out!
그러고 보면 아벨은 안 그래도 황실을 적대했던 기억인데…,"come to think of it, abel was against the imperial family...","Come to think of it, Abel was already hostile toward the imperial family..."
그런 황실에서 지원으로 보낸 기묘한 여자애가,so it’s no wonder he’d be suspicious of a strange girl sent by the imperial family...,So it’s no wonder he’d be suspicious of a peculiar girl sent as support from the imperial family...
나이에 맞지 않게 행동하면 의심을 할 수밖에 없었겠지.,...when she acts in a way that’s not appropriate for her age.,"...when she acts in a way that doesn’t match her age, it’s only natural to be suspicious."
요즘 제4 성벽의 영지민에게서 탄원서가 올라온다.,"recently, there have been petitions from the people of the fourth wall.","Recently, petitions have been coming in from the residents of the Fourth Fortress Wall."
"용병들이 폭력을 행사하고, 아녀자를 희롱한다는군.",they say the mercenaries have been violent and harassing women.,They say the mercenaries have been using violence and harassing women.
감히 내가 수호하는 땅에서 내 영주민들을 건드리다니…,how dare they touch the people of the land I protect...,How dare they lay a hand on the people of the land I protect...
그 멍청한 용기만은 가상해.,"they’re brave, I’ll give them that.",I’ll give them credit for their foolish courage.
살벌해….,he’s scary...,It's intense...
"자, 읽어봐라.","here, read this.","Here, read it."
네.,"yes, sir.",Yes.
이건….,this is...,This is...
시그렌이 소속되었던 카를 용병단!,...the karl mercenary troop that siegren belonged to!,The Karl mercenary group that Siegren belonged to!
아벨이 내게 이 문제를 넘겨준 이유를 알 것 같다.,I think I know why abel gave me this task.,I think I understand why Abel entrusted me with this matter.
어떡하냐…. 시그렌은 다 나아가는데,"oh no... siegren is getting better,",What should I do... Siegren is recovering.
말 안 해도 내 최근 고민을 눈치챈 모양이다.,he must have noticed my recent worries.,Looks like he noticed my recent worries without me having to say anything.
피오나.,fiona.,Fiona.
네게 제4 성벽의 병사를 처리할 권한을 임시로 수여하마.,I will temporarily give you the authority to deal with the soldiers of the fourth wall.,I will temporarily grant you the authority to handle the soldiers of the Fourth Fortress Wall.
그 건방진 놈들에게 대가를 치르게 해 주어라.,make those arrogant bastards pay.,Make those arrogant bastards pay the price.
"나의 자랑스러운 헤일론은 은혜는 열 배로, 원수 역시 열 배로 갚지.",my proud house of hylon repays kindness tenfold and vengeance tenfold.,My proud House of Hylon repays kindness tenfold and vengeance tenfold.
참 지방색 뚜렷한 곳이야.,what a unique region.,What a region with a strong local character.
어차피 네가 신경 쓰던 그 꼬맹이.,"anyway, that boy you were worried about.","Anyway, that kid you were paying attention to."
시그렌이에요….,siegren...,Siegren...
"그래, 그 녀석.","yes, him.","Yeah, that guy."
어차피 그 애송이를 4 성벽까지 배웅할 거지?,"you’re going to escort him to the fourth wall, right?","You're going to escort that kid to the Fourth Rampart, right?"
겸사겸사 이 일도 처리하고 와라.,you can take care of this while you’re there.,Take care of this while you're at it.
네에.,"yes, sir.",yes.
확실히 처리하고 오겠습니다.,I’ll take care of it.,I'll make sure to take care of it.
우와….,wow...,Wow...
눈 엄청 쌓였다.,there’s so much snow.,There's so much snow piled up.
어! 누가 눈사람을 만들어 놨어!,oh! someone made a snowman!,Oh! Someone built a snowman!
우리도 이따 만들까?,should we make one later too?,Should we make one later as well?
참나.,geez.,Geez.
그런걸 뭐 하러 만들어.,why would we do that?,Why would we make something like that?
넌 왜 이렇게 무뚝뚝해?,why are you so cold?,Why are you so blunt?
눈을 보며 즐거워하는 아이 같은 면모를 좀 보여 봐.,you should show some excitement like a child when you see snow.,Show a bit of childlike excitement when you see the snow.
너처럼 속도 없이 헤헤거리는 것보단 낫지.,it’s better than laughing thoughtlessly like you.,It's better than laughing mindlessly like you.
"맙소사,","my goodness,","My goodness,"
아직도 내가 전장에 나간다는 걸 미리 안 말해줘서 삐져 있구나?,are you still sulking because I didn’t tell you I was going to the battlefield?,Are you still sulking because I didn’t tell you in advance that I was going to the battlefield?
삐져 있어? 대체 누가?,sulking? who’s sulking?,Sulking? Who's sulking?
시그렌… 자꾸 틱틱거리기만 하고….,siegren... he’s so prickly...,Siegren... he just keeps snapping at me...
