hangle,first_translate,second_translate
파트너는 시그렌이냐?,is siegren your partner?,Is Siegren your partner?
아직 물어보지는 않았어요.,I haven’t asked him yet.,I haven't asked yet.
그럼 나군.,then it’s me.,"Then it's me, then."
공작님에게 해 달라고 한 적 없는데요?,I never asked you to be my partner.,"I never asked you, Duke."
시그렌이 아니면 나밖에 없지 않느냐.,"if it’s not siegren, then it’s me.","If it's not Siegren, then there's no one else but me, right?"
하지만 성인이 되어 보호자와 가는 건 촌스러운 일이잖아요.,but it’s embarrassing to go with your guardian once you’re an adult.,But going with a guardian as an adult is outdated.
촌스러운 일 좀 하면 어떠냐.,what’s wrong with being a little embarrassing?,What's wrong with doing something a little old-fashioned?
내가 네 아비인데.,I’m your father.,"I'm your father, after all."
아벨…,abel...,abel...
감동했지?,are you touched?,Are you moved?
그러면 아버지라 불러 보거라.,then try calling me father.,"Then try calling me ""Father."""
…됐어요.,"no, thanks.","...No, thanks."
내 감동 돌려내.,give me back my feelings.,You ruined my moment.
피오나 영애다.,lady fiona is here.,Lady Fiona is here.
아벨 공작과 함께 왔어.,she came with duke abel.,I came with Duke Abel.
우선 주최자께 인사를 드려야 하죠?,"we should greet the host first, right?","We should greet the host first, right?"
그래.,yes.,Yes.
내키진 않는다만.,even though I don’t want to.,"I don't really want to, but..."
아… 아벨은 황실과 사이가 나쁘지.,"oh, right... abel doesn’t get along with the imperial family.",oh... abel doesn’t have a good relationship with the imperial family.
어머.,oh my.,Oh my.
설마 공작이 여기에 올 줄은 몰랐군요.,"I didn’t expect you to come, duke abel.",I never expected the duke to come here.
"모처럼 초대해 주셨으니,","since you invited me,","Since you took the trouble to invite me,"
응하는 게 도리 아니겠습니까.,I thought it would be polite to attend.,Wouldn't it be the proper thing to accept?
곁에 있는 아가씨는 누구죠?,who is the lady next to you?,Who is the young lady beside you?
황후 폐하를 뵙습니다.,"greetings, your majesty.","Greetings, Your Majesty."
피오나 헤일론이라고 합니다.,I am fiona heylon.,I am Fiona Heylon.
"아아,","ah,","Ah,"
그 소문이 자자한.,so you’re the one everyone is talking about.,So you're the one everyone's been talking about.
헤일론 공작의 양녀라던데.,I heard you were duke heylon’s adopted daughter.,I heard you're the adopted daughter of Duke Heylon.
"양아버지와 파트너를 하다니, 드문 일이구나.",it’s rare to see an adopted father and daughter attend as partners.,It's rare for an adopted father and daughter to attend together as partners.
아직 제 눈에 차는 상대가 없기에.,I haven’t found anyone who meets my standards yet.,I haven't found anyone who meets my expectations yet.
"와, 코앞에서 이런 말을 들으니 부끄러워.","wow, it’s embarrassing to hear that right in front of me.","Wow, hearing that up close is embarrassing."
양녀를 무척이나 아끼는군요.,you must care for your adopted daughter a lot.,You must be very fond of your adopted daughter.
보아하니 제가 피오나 영애에 대해 들은 소문은 전부 오해였나 봅니다?,it seems the rumors I heard about lady fiona were all misunderstandings.,It seems that all the rumors I heard about Lady Fiona were misunderstandings.
예.,yes.,Yes.
제가 모르는 걸 보니 신경 쓸 가치가 없는 이야기인 게 분명하군요.,"since I don’t know about them, they must not be worth paying attention to.","Since I'm unaware of them, they must not be worth paying attention to."
고아하신 황후 폐하마저 그런 소문에 휘둘리고 계신 건 아니길 바랍니다.,I hope even the graceful empress hasn’t been swayed by such rumors.,I hope that even the esteemed Empress has not been influenced by such rumors.
공작의 그 당당한 태도는 몇 년 동안 똑같군요.,your confident attitude hasn’t changed over the years.,The duke's confident attitude has remained the same for years.
"정말로, 늘 변함이 없는 분이에요.","really, you’re always the same.","Really, you never change."
어떻게 나이를 먹어도 여전히 건방지니? 라는 말 아냐?,"are you saying, “how can you be so arrogant even as you age?”","Are you saying, ""How can you still be so arrogant even as you get older?"""
황후 폐하는 뵐 때마다 괄목하게 되는군요.,"I am always impressed whenever I see you, your majesty.","I am always impressed whenever I see the Empress, Your Majesty."
고귀한 분답게 세월의 흐름을 순순히 받아들이시는 모습이 보기 좋습니다.,"it’s nice to see you gracefully accepting the passage of time, as a noble person should.",It's nice to see you embracing the passage of time with the grace befitting someone of your stature.
너 많이 늙었다? 라는 말이잖아.,"he’s saying, “you’ve aged a lot.”","He's basically saying, ""You've aged a lot."""
괜히 아벨이 중앙에서 지원을 못 받는 게 아니었어.,no wonder abel doesn’t get support from the central government.,No wonder Abel doesn't get any support from the central authorities.
가시방석이야~,I’m walking on thin ice.,I’m walking on thin ice.
―잠시 실례하겠습니다.,excuse me for a moment.,Excuse me for a moment.
시그렌 황자.,prince siegren.,Prince Siegren.
"시그렌 황자,","prince siegren,","Prince Siegren,"
이야기 중 끼어들다니 무례하군요!,it’s rude to interrupt our conversation!,It’s rude to interrupt a conversation!
