hangle,first_translate,second_translate
수색 인원은 정말 이 정도로 괜찮겠습니까?,are you sure this is enough people for the search party?,Are you sure this many people are enough for the search party?
"네, 일단은 최소한으로요.","yes, this will be enough for now.","Yes, for now, we'll keep it to a minimum."
"수색도 수색이지만, 용이 두 마리나 있어요.",we need to be careful since there are two dragons.,"Searching is important, but there are as many as two dragons."
병력을 많이 끌고 간다면 주의를 끌게 될지 몰라요.,we might attract their attention if we bring too many people.,We might attract attention if we bring too many troops.
제가 도착하기 앞서 아벨을 찾던 헤일론의 병력들도 많이 지쳐있으니,"the soldiers of the house of haylon who were searching for abel before I arrived are exhausted,","The soldiers from Haylon who were searching for Abel before I arrived are already exhausted,"
더 사상자를 낼 수는 없으니까요.,so we can’t risk losing any more people.,So we can’t afford to lose any more people.
"…예, 아가씨.","yes, my lady.","…Yes, my lady."
두 분 모두 부디 무사히 돌아오셔야 합니다.,"please come back safely, both of you.","Please, both of you, return safely."
걱정 마세요. 필요하다면 즉시 마법으로 신호할게요.,don’t worry. I’ll send a signal with my magic if necessary.,"Don’t worry. If necessary, I’ll signal with magic."
"…이런 생각은 정말 하기 싫지만,","I really don’t want to think like this,","I really don’t want to think this way, but…"
냉정하게 말해 지금은 운이 좋더라도,"but to be honest, even if we’re lucky,","To be honest, even if we're lucky,"
아벨의 시신을 찾게 될 가능성이 더 높다.,there’s a higher chance of finding abel’s dead body.,There's a higher chance that we'll find Abel's corpse.
그렇기 때문에 제론이 내게,that’s why jeron asked me...,That’s why Jeron asked me...
아벨을 찾아달라는 부탁이 아니라 무사히 돌아오라는 것이겠지.,...to come back safely instead of finding abel.,...to come back safely rather than asking me to find Abel.
…나라도 살아서 말이지.,...I need to stay alive.,"At the very least, I need to stay alive."
"살아 있을 거라고 믿고 싶지만,","I want to believe that he’s alive,","I want to believe he's alive, but..."
병사들에게는 북부 산맥의 하늘을 눈여겨보라고 전해 주세요.,tell the soldiers to keep an eye on the sky above the northern mountains.,Tell the soldiers to keep a close watch on the sky above the northern mountains.
이성은 이미 냉정한 답을 내리고 있다.,but my rational mind has already reached a cold conclusion.,My rational mind has already reached a cold conclusion.
너무 오랜만이라 체력이…,it’s been so long that I’m out of shape...,It’s been so long that my stamina…
내가 헤일론에 도착하기 전에도 여러 수색대를 보낸 덕에,"thanks to the search parties that were sent before I arrived at haylon,","Thanks to the search parties that were sent before I arrived in Haylon,"
수색 범위는 좁혀진 상태다.,the search area has been narrowed down.,The search area has been narrowed down.
남은 게 제일 위험한 곳이란 게 문제지만.,the problem is that the remaining area is the most dangerous.,The problem is that the only area left is the most dangerous.
"결국 이곳에서 아벨을 찾게 되어도,","even if we find abel here,","Even if we end up finding Abel here,"
보통의 사람들이라면 함께 돌아올 수 없는 곳 말이다.,it’s a place where ordinary people can’t return from.,It’s a place where ordinary people wouldn’t be able to return from.
이것이 제론이 포기를 생각하면서도,that’s why jeron had to call me here...,"That’s why Jeron felt compelled to call me here, even while considering giving up."
나를 이곳으로 불러야만 했던 이유겠지.,...even though he was thinking of giving up.,"...the reason Jeron had to call me here, even though he was thinking of giving up."
이건…,this is...,This is...
…용의 울음소리야.,...the cry of a dragon.,...It's the cry of a dragon.
"그래, 고통에 가득 차있는 것 같은데.","yeah, it sounds like it’s in pain.","Yeah, it sounds full of pain."
"시그렌,","siegren,","Siegren,"
나와 함께 가 줄 수 있어?,can you come with me...,Can you come with me?
