hangle,first_translate,second_translate
와아…,wow...,Wow...
사람 많다.,there are so many people.,There are so many people.
꽃보다 사람 구경하는 기분인걸?,it feels like I'm here to watch people rather than flowers.,It feels like I'm here to watch people rather than flowers.
예쁘죠?,"they're pretty, right?","They're pretty, right?"
수도의 대표적인 축제 중 하나인 꽃 축제랍니다.,this is one of the capital's most famous festivals.,"This is one of the capital's most famous festivals, the Flower Festival."
아하하…,ahaha...,Ahaha...
네…,yes...,Yes...
하루종일 장부를 살펴도 모자랄 판에,I barely have enough time to go through the ledgers all day.,I barely have enough time to go through the ledgers all day.
갑자기 꽃놀이를 오게 된 데는 이유가 있다.,there's a reason why I suddenly came to the flower festival.,There's a reason why I ended up coming to the flower festival so suddenly.
"피오나 아가씨,","miss fiona,","Miss Fiona,"
지금 이 시기가 꽃놀이 하기에 제일 좋답니다.,this is the best time to go see the flowers.,This is the best time to go flower viewing.
네? 저는 저택의 일을 해야 하는데요.,what? but I have to work.,What? But I have to take care of the estate's affairs.
가끔은 머리를 식혀줘야 한답니다.,you need to clear your mind.,"Sometimes, you need to clear your mind."
전 항상 이맘때쯤 아가씨 또래의 손녀와 꽃놀이를 가곤 했어요.,"I used to come here with my granddaughter, who was around your age.","I used to go flower viewing around this time of year with my granddaughter, who was about your age."
"이제는 같이 갈 수 없는데도, 자꾸 그때 생각이 나네요.","we can't come here together anymore, but I keep thinking about it.","We can't come here together anymore, but I keep reminiscing about those times."
"피오나 아가씨는 바쁘셔서 대신 가주실 수도 없는데, 자꾸만…","you're so busy that you can't come with me, but I keep...","You're so busy that you can't go in my place, but I keep..."
"가, 갈게요!",I-I'll go!,I-I'll go!
"저랑 가요, 꽃놀이!!!",let's go see the flowers together!!!,Let's go flower viewing together!!!
차마 안 가겠다고 할 수가 없어!,I can't say no to that!,I just couldn't bring myself to say no!
"-그렇게 해서, 잠깐 숨을 돌리러 나오게 된 것이다.",that's how I ended up coming out to take a breather.,That's how I ended up stepping out for a breather.
셀린이 여기는 귀족만 쓰는 공원이라던데.,celine said this park is only for nobles.,Celine said that only nobles use this park.
정말 아까보다 한가롭네.,it's much quieter here.,It's much more peaceful than before.
정말이라니까?,I'm serious!,"I'm telling you, it's true!"
"뭐야, 말도 안 돼~",no way!,What? No way!
너도 써봐.,you should try it too.,You should try it too.
다음에 가져와 볼게.,I'll bring it next time.,I'll bring it next time.
