hangle,first_translate,second_translate
와아…,wow...,Wow...
막사마다 가문의 문양이 수놓아져 있네요.,each tent has the family crest embroidered on it.,Each tent is embroidered with the family crest.
저 빨간 문양은 어느 가문일까요?,which family is that red crest from?,Which family does that red crest belong to?
공작님?,your grace?,Your Grace?
날씨가…,the weather...,The weather...
더럽게 덥군.,it's unbearably hot.,It's unbearably hot.
수도가 헤일론 사람한테는 좀 덥긴 하지.,"well, the capital is hotter than heylon.","Well, the capital is quite hot for people from Heylon."
공작님은 참가 안 하시는 거죠?,"you're not going to participate, right?","You're not going to participate, are you, Duke?"
안 한다.,I'm not.,I'm not participating.
너희가 재롱떠는 건 구경할 테지만.,but I will watch you two play around.,But I'll watch you all put on a show.
재롱…,play...?,Show off...?
너도 더우니 체력 떨어지기 전에 상급 마물 하나 잡고 끝내라.,"it's hot, so just catch one high-level monster and finish the hunt.","It's hot for you too, so catch one high-level monster before you run out of stamina and call it a day."
사냥 대회에 상급 마물이 있을 리 없잖아요.,there aren't any high-level monsters in the hunting grounds.,There shouldn't be any high-level monsters in the hunting competition.
황족이랑 귀족들이 반쯤 즐기자고 만든 대회에 그런 위험한 게 있으면…,this is a competition for the royal family and nobles to enjoy. if there are dangerous monsters--,This competition is meant for the royal family and nobles to enjoy. If there were such dangerous monsters...
"실례합니다,","excuse me,","Excuse me,"
헤일론 공작님.,duke heylon.,duke heylon.
잠시 피오나 영애와 이야기를 나누어도 될까요?,may I speak with lady fiona for a moment?,May I have a moment to speak with Lady Fiona?
리비아 영애?,lady livia?,Lady Livia?
네?,what?,What?
사냥 대회에서 제가 잡은 마물을요?!,you want the monsters I catch in the competition?!,The monster I caught in the competition?!
그래요.,yes.,That's right.
영애가 잡은 마물을 제게 바쳐 주시겠어요?,will you give me the monsters you catch?,Will you present the monster you catch to me?
…어째서요?,why...?,Why is that?
"그야,",because...,Because...
영애가 사냥 대회에서 우승할 테니까요.,...you will win the competition.,You'll be the winner of the hunting competition.
믿어 주시는 건 감사하지만 대회는 아직 시작도…,"thank you for your trust, but the competition hasn't even started--","I appreciate your confidence in me, but the competition hasn't even started yet--"
겸손하실 필요는 없답니다.,you don't have to be humble.,There's no need to be modest.
