hangle,first_translate,second_translate
우리 만나자.,let’s go out together.,Let's meet up.
너랑 단둘이서만 외출하고 싶어.,just the two of us.,I want to go out with just the two of us.
…응.,okay...,...Okay.
좋아.,sure.,Okay.
그리고 이틀 뒤.,two days later,"And then, two days later."
단둘이서만 외출을 하다니.,going out just the two of us...,"Going out, just the two of us..."
꼭 데이트…,it’s like...,It's almost like a date...
같은데.,...we’re on a date.,It feels like a date.
나도 참.,"ugh, me and my thoughts.","Seriously, me?"
오버해서 생각하지 말자.,don’t overthink it.,Let’s not overthink this.
피오나.,fiona.,Fiona.
기다리고 있었어.,I was waiting for you.,I was waiting for you.
"어, 시그렌.","oh, siegren.","Oh, Siegren."
혹시 어떻게 나왔어?!,how did you get out here?!,How did you manage to get out?!
무슨 뜻이야?,what do you mean?,What do you mean?
보통 황족들은 몰래 만들어 놓은 비밀통로로 빠져나오잖아?,don’t royals usually sneak out through secret passageways?,Don't royals usually sneak out through secret passageways they've secretly built?
소설이나 영화 속에서는 그랬는데.,"at least, that’s what they do in novels and movies.","At least, that's how it is in novels and movies."
멀쩡한 입구를 두고 왜 그래야 하는데.,why would I do that when there’s a perfectly fine entrance?,Why would I do that when there's a perfectly good entrance?
혹시 비밀 호위 같은 것도 데리고 왔어?,did you bring any secret guards with you?,Did you bring any secret bodyguards with you?
걸리적거리게 뭐 하러.,why would I bring something that would get in the way?,Why would I bring something that would just get in the way?
"…이상한 말 말고, 이만 가자.",stop asking weird questions. let’s go.,stop saying weird things. let’s go.
어어?,huh?,Huh?
같이 가.,wait for me.,Let's go together.
저 녀석은 엉뚱한 생각만 하고 있군…,he’s the one with weird thoughts...,He's the one having ridiculous thoughts...
누군 데이트라고 생각해서 잠도 설쳤는데.,I even lost sleep over it because I thought it was a date.,"I even lost sleep over it, thinking it was a date."
같이 가자니까~,wait for me!,"I said, let's go together~"
와아…,wow...,Wow...
생각보다 규모가 큰데?,it’s bigger than I thought.,It's bigger than I expected.
그러게.,yeah.,Yeah.
사람도 많고…,there are a lot of people...,There are a lot of people...
이런 곳에서 서로 잃어버리면 곤란하겠어.,it’ll be bad if we get lost here.,"If we lose each other here, it’ll be troublesome."
헤헤.,hehe.,Hehe.
데이트도 아닌데 손 정도는 잡아도 되겠지?,"it’s not a date, so it should be okay to hold hands, right?","It's not a date, so holding hands should be fine, right?"
마주 잡지를 않네.,he’s not holding my hand back.,He's not holding my hand in return.
"시그렌, 어릴 때나 했던 일이라 별로야?","siegren, is it weird because we haven’t done this since we were kids?","Siegren, do you not like it because we only did this when we were kids?"
잡지 말까?,should I let go?,Should I not hold it?
아니…,no...,No...
