hangle,first_translate,second_translate
황태자가 불법 투기장에서 잡혔다는 소식은 순식간에 퍼져나갔다.,the news of the crown prince being caught in an illegal gambling arena spread quickly.,The news of the crown prince being caught at an illegal gambling arena spread quickly.
"사교계 어디에서나 황태자의 추문을 소곤거렸고,","high society was abuzz with gossip about the crown prince’s scandal,",High society was abuzz with gossip about the crown prince's scandal.
이 소식을 들은 황제는 길길이 날뛰었다.,and the emperor flew into a rage when he heard the news.,And the emperor flew into a rage upon hearing the news.
에녹!,enoch!,enoch!
이게 대체 무슨 망신이냐!,how dare you disgrace us like this!,What a disgrace this is!
네가 감히 황실의 명예를 실추시켜?!,how dare you tarnish the imperial family’s honor?!,How dare you disgrace the imperial family's honor?!
"아, 아버지!",f-father!,"Ah, Father!"
전 시그렌 그놈의 함정에 빠진 것입니다!,I was framed by that bastard siegren!,I fell into that bastard Siegren's trap!
듣기 싫다!,I don’t want to hear it!,I don't want to hear it!
이 멍청한 녀석!,you fool!,You fool!
황자는 황족으로서 불법 투기장을 단속했을 뿐이다.,the prince was merely cracking down on the illegal gambling arena as a member of the imperial family.,The prince was merely cracking down on the illegal gambling arena as a member of the imperial family.
거기다 클로비스 후작과 힘을 합쳐 국고를 채우는 데 도움까지 주었지!,he even joined forces with marquess clovis to help fill the national treasury!,"On top of that, he joined forces with Marquess Clovis to help replenish the national treasury!"
모두 황자를 얼마나 칭찬하는지 모른다!,everyone is praising the prince for his actions!,Everyone is singing the prince's praises!
"그, 그런…",b-but...,B-But...
꼴도 보기 싫다.,I can’t stand the sight of you.,I can't stand the sight of you.
"당분간 사교계 출입을 엄금하고, 네 성에서 근신하거라!",you are forbidden from attending any social events and will be confined to your manor!,You are forbidden from attending any high society gatherings and will be confined to your estate!
이게 전부… 그 자식 때문이야…,this is all because of that bastard...,This is all because of that bastard...
반드시 죽여버리겠어…,I will kill him...,I'll make sure to kill him...
반드시…,I swear...,Definitely...
"고마워요, 피오나 영애.","thank you, lady fiona.","Thank you, Lady Fiona."
덕분에 청혼서를 거절할 수 있었어요.,I was able to reject the proposal thanks to you.,"Thanks to you, I was able to turn down the proposal."
리비아 영애가 잘해 준 덕분이죠.,"it’s all thanks to you, lady livia.",It's thanks to Lady Livia's help.
어쩜 이리 겸손하실까.,you’re so humble.,You're so humble.
지난번의 투기장 사건 이후…,"after the incident at the gambling arena,",after the previous incident at the gambling arena…
황태자는 불법 투기장에서 부린 추태가 알려져 근신 처분을 받게 되었다.,the crown prince was confined to his manor after his disgraceful behavior was exposed.,The crown prince was placed under house arrest after his disgraceful behavior at the illegal gambling arena was exposed.
내가 어째서…,why...?,Why me...?
어째서…!!,why...?!,Why...!!
