hangle,first_translate,second_translate
남의 남자 탐내지 마세요.,stop trying to seduce someone else's man.,Don't covet someone else's man.
이건 지금 내 거거든.,he's mine now.,he's mine now.
돌아가겠어요!,I want to go back!,I'll go back!
"자, 잠깐!",w-wait!,W-Wait!
헤더 영애!,lady heather!,Lady Heather!
기다려요!,wait!,Wait!
도망갔다.,she ran away.,She ran away.
이 정도에 꼬리를 말 거면 왜 시비를 거는지 몰라.,why did she pick a fight if she was going to back down so easily?,Why pick a fight if she was going to back down this easily?
"그렇지, 시그…","right, sieg--","Right, Sieg--"
…엇.,oh...,...Oh.
얼굴이 왜 그래?,what's wrong with your face?,What's wrong with your face?
정신 차려. 어제는 이보다 더 했잖아.,get a hold of yourself. yesterday was even worse.,Pull yourself together. Yesterday was even worse.
네가 하는 거랑 내가 하는 건 느낌이 다르다고….,it's different when you do it and when I do it...,It feels different when you do it and when I do it...
그래도 그냥 입술에 가볍게 했을 뿐이잖아?,but it was just a light kiss on the lips.,But it was just a light peck on the lips.
어제는…,yesterday...,Yesterday...
"맞다,","oh, right.","Oh, right."
유니스가 있었지!,eunice was here!,"Oh right, Eunice was there!"
죄송해요.,I'm sorry.,I'm sorry.
자리 비켜 드릴게요…!,I'll leave you two alone...!,I'll step aside...!
"아, 아니요.",n-no.,"Ah, no."
저희가 나갈게요.,we'll leave.,We'll leave.
"가시죠, 전하.","let's go, your highness.","Let's go, Your Highness."
내일 출정 준비를 하셔야죠!,you have to prepare for tomorrow's expedition!,You need to prepare for tomorrow's expedition!
다음날,the next day,the next day
이곳에서 잠시 휴식하겠습니다!,we'll take a break here!,We'll take a short break here!
"망했어, 망했어.",I'm doomed.,I'm screwed.
도착할 때까지 유니스 영애와 같은 마차는 절대 못 탈 거야,I won't be able to ride in the same carriage as lady eunice until we arrive.,I absolutely won't be able to ride in the same carriage as Lady Eunice until we arrive.
그게 그렇게 큰일인가.,what's so bad about that?,Is that such a big deal?
나한테는 그래.,it's bad for me.,"For me, it is."
좀 친해져서 유니스의 힘을 확인하려 했단 말이다.,I wanted to get close to her so I could check her powers.,I wanted to get closer to Eunice to gauge her powers.
