hangle,first_translate,second_translate
"피오나 영애,","lady fiona,","Lady Fiona,"
당신과 제가 함께한다면,"I believe that if we join forces,","If you and I come together,"
분명 더 나은 미래를 꿈꿀 수 있을 겁니다.,we will be able to dream of a better future.,We will surely be able to dream of a better future.
"뭐, 연서를 받는 건 나름 신선한 경험이기는 했지.","well, it was interesting to receive a love letter.","Well, receiving a love letter was a rather novel experience."
"하지만 난 이미 연인이 있고, 모르는 상대에게 설렐 이유도 없다.","but I already have a lover, and I have no reason to be excited about someone I don’t know.","But I already have a lover, and there's no reason for me to be thrilled by someone I don't even know."
"…백작님, 미리 말씀드리지만","my lord, let me tell you in advance...","My lord, let me tell you beforehand..."
답장을 드리지 않았던 것이 곧 거절의 뜻이었습니다.,the fact that I did not reply to your letter was my way of rejecting you.,"Not replying to your letter was, in itself, a rejection."
알고 있습니다.,I know that.,I know.
하지만 한 번 더 긴밀한 이야기를 나누고 싶어서요.,but I wanted to have a more intimate conversation with you.,But I wanted to have one more private conversation with you.
그 긴밀한 이야기가,I hope that intimate conversation...,I hope that intimate conversation...
내 인내심을 시험하지 않았음 하는데.,...does not test my patience.,I hope this doesn't test my patience.
"좋아요, 뭔가요?",all right. what is it?,Alright. What is it?
저는 영애에 대해 아주 잘 알고 있습니다.,"I know you very well, my lady.","I know a lot about you, my lady."
"그리고 그건,",and I can tell you...,And that
남들에게 이미 알려진 종류와는,...that it is different from the kind of information...,...that it is certainly different from the kind of information already known to others.
분명 다른 정보일 거라 말씀드리죠.,...that is already known to others.,"I assure you, it is certainly different information."
"우리가 함께라면 저도, 그리고 영애도.","if we join forces, I believe that both you and I...","If we join forces, both you and I..."
지금보다 훨씬 더 많은 것들을 할 수 있을 거라고 생각합니다.,...will be able to do much more than we can now.,I believe we will be able to accomplish far more than we can now.
편지로 미리 말씀드렸듯이요.,"as I mentioned in my letter,","As I mentioned in my letter earlier,"
저는 영애께서 지혜로운 선택을 하시리라 믿겠습니다.,"I trust that you will make a wise decision, my lady.","I trust that you will make a wise decision, Lady Fiona."
"정말이지,","really,","Really,"
별로 휩쓸리고 싶지 않은 유형의 인간이다.,he’s not the type of person I want to get caught up with.,He’s not the type of person I want to get involved with.
제가 아는 것이 무엇인지는 저와 함께 가시면 알려 드리죠.,I will tell you what I know if you come with me.,I'll tell you what I know if you come with me.
나에 대한 비밀…,a secret about me...,A secret about me...
걸리는 것들이 많긴 하지만 이런 말에 일일이 동요할 수는 없지.,"there are many things that bother me, but I cannot be swayed by every word.","There are many things that weigh on my mind, but I can't let every little remark shake me."
"필요도 없고, 궁금하지도 않네요.","I don’t need to know, and I’m not curious.","There's no need, and I'm not curious."
이만 가 봐도 될까요?,may I leave now?,May I take my leave now?
아쉽군요. 그럼 이거라도 받아 주시길.,what a shame. then please accept this.,"What a shame. Then, please accept this at least."
초대장입니다.,it is an invitation.,It's an invitation.
받아 두셔서 나쁠 건 없을 겁니다.,there is no harm in accepting it.,There’s no harm in keeping it.
잘 생각해 보세요.,think about it carefully.,Think it over carefully.
적어도 지금 곁에 붙어 계신 황자 전하보다,I am sure that I am much more valuable...,"At the very least, I am certainly much more valuable than the prince who is by your side now."
분명 제가 훨씬 가치 있을 테니까요.,...than the prince who is by your side right now.,I'm certainly far more valuable than the prince who is by your side right now.
…그 말을 들으니 생각이 바뀌었어요.,hearing that has changed my mind.,…Hearing that has made me reconsider.
"저와 함께 가시기로 하신 겁니…,",are you going to come with me--,Are you saying you've decided to come with me--
빌 커티스 백작.,count bill curtis.,Count Bill Curtis.
‘가치’요.,“valuable.”,"""Value."""
그게 그 입으로 뱉는 것이 가능한 말이라고 생각하시나요?,do you think you can say that with your own mouth?,Do you really think those words can come out of your own mouth?
"한 번만 더 황자 전하에 대해서 가치를 운운하신다면,","if you talk about the prince’s value one more time,","If you mention the prince's worth one more time,"
그냥 넘어가지 않겠어요.,I won’t let it slide.,I won't let it slide.
"감히,",how dare you...,How dare you...
말이죠.,...say that.,I mean it.
썩 기분 좋은 상대는 아니죠?,"he’s not a pleasant person, is he?","He's not exactly a pleasant person, is he?"
그 남자.,that man.,That man.
…그렇네요.,you’re right.,…That’s true.
영애가 왜 그리 적대적으로 나오셨는지 이제 알 것 같아요.,I think I understand why you were so hostile toward him.,I think I understand why you've been so hostile.
"뭐, 제가 그를 싫어하는 건… 단순히 행동의 문제가 아니라,","well, the reason I hate him is not just because of his behavior,","Well, the reason I dislike him isn't just because of his behavior."
