hangle,first_translate,second_translate
용감하고 예쁜 내 주인공!!,my brave and beautiful protagonist!!,My brave and beautiful protagonist!!
바로 독을 치료해 드릴게요…!,I’ll treat your poison right away...!,I'll treat the poison right away...!
모두들 도망가는 와중에 혼자서 저렇게 용기를 내다니.,she’s the only one who had the courage to stay behind while everyone else ran away.,She was the only one who had the courage to stand her ground while everyone else fled.
너무 기특하고 대단해!,she’s so amazing!,She’s so admirable and amazing!
당신은…?,who are you...?,Who are you...?
"저기, 여기 계시면 안 돼요!","um, you shouldn’t be here!","Excuse me, but you can't stay here!"
마물이 오고 있어요.,the demons are coming.,The monsters are coming.
앗.,ah.,Ah.
저는 괜찮…,I’m all right--,I'm all right...
"유니스,","eunice,","Eunice,"
피해요!!,watch out!!,Get down!!
에잇…,ugh...,Ugh...
저한테서 떨어지지 마세요!,don’t leave my side!,Don't stray from me!
꺄악!,aah!,Aah!
괜찮아요?,are you all right?,Are you all right?
"여, 영애는 대체 누구세요…?",who are you...?,"who are you, my lady...?"
전 피오나 헤일론이에요.,I’m fiona heylon.,I'm Fiona Heylon.
"구해주셔서 감사합니다, 피오나 영애…","thank you for saving me, lady fiona...","Thank you for saving me, Lady Fiona…"
"저, 전 유니스 아를린이에요.",I-I’m eunice arlin.,I-I'm Eunice Arlin.
알고 있어요.,I know.,I know.
들어 본 적 있는걸요.,I’ve heard of you before.,I've heard of you before.
사실 그건 내가 지어준 이름이란다.,"actually, I’m the one who gave you that name.","Actually, I was the one who gave you that name."
으윽…,ugh...,Ugh...
아파…,it hurts...,It hurts…
죄송합니다! 바로 치료한 뒤 자리를 옮겨 드릴게요!,I’m sorry! I’ll treat you right away and move you to a safer place!,I'm sorry! I'll treat you right away and then move you!
"제가 지켜 줄테니, 주변은 신경 쓰지 말고 환자들을 어서 치료하도록 해요.","I’ll protect you, so don’t worry about your surroundings and focus on treating the patients.","I’ll protect you, so don’t worry about anything else and focus on treating the patients."
저쪽에도 환자가 있던데,there are some patients over there too.,There are patients over there too.
사실 영애에 대해 묻고 싶은 건 많지만…,I have so many questions I want to ask you...,"I actually have many questions I want to ask, but..."
"네, 감사합니다.","yes, thank you.","Yes, thank you."
유니스를 호위하며 마물을 해치우길 몇 번.,"after escorting eunice and defeating a few demons,","After escorting Eunice and defeating several monsters,"
어떡하지?,what should I do?,What should I do?
아무리 쓰러트려도 수가 너무 많아!,"no matter how many I kill, there are too many of them!","No matter how many we take down, there are just too many!"
아까 기사가 말해준 걸 듣자하니 황실의 지원을 기대하기도 힘들 것 같은데…,"and from what the knight said earlier, it doesn’t seem like we can expect help from the palace...","From what the knight said earlier, it seems unlikely that we can expect support from the imperial family..."
"황실 쪽에 파발을 보내기는 했지만,","we’ve sent a message to the palace,","We've sent a messenger to the imperial court,"
거리나 준비 문제로 즉시 오기는 힘들다고 합니다!,but they said it would be difficult to come right away due to the distance and preparations needed!,They said it would be difficult to come right away due to the distance and the time needed for preparations!
거기다 먹구름까지 몰려오고 있어.,"on top of that, dark clouds are gathering.","On top of that, storm clouds are rolling in."
비가 오면 사람은 체온이 식어서 몸도 둔해지고 시야도 방해받아.,"if it rains, people’s body temperatures will drop, making them sluggish and affecting their vision.","If it rains, people's body temperatures will drop, making them sluggish and impairing their vision."
반면 마물은 거의 영향을 받지 않겠지.,but the demons won’t be affected at all.,But the demons will hardly be affected.
"에잇,","ugh,",Ugh.
일단 마물을 상대하면서 생각하자!,I’ll think about it while fighting the demons!,I'll think while fighting the demons!
빗나갔어!,I missed!,I missed!
…어?,huh...?,...huh?
불을 무서워하고… 있는 건가?,is it... afraid of the fire?,Is it... afraid of fire?
확실히 저 마물은 변형되기 전에는 불이 약점이던 개체였지.,"come to think of it, that demon was weak to fire before it transformed.","Come to think of it, that monster was weak to fire before it transformed."
"겉이 아무리 강해졌어도, 생존에 대한 본능적인 부분은 아직 남아 있을지도 몰라.","even if its exterior has become stronger, its instinct for survival might still be there.","Even if its exterior has become stronger, some instinctual aspects of its survival might still remain."
마물의 절대다수는 저 늑대형 마물…,the majority of the demons are wolf-like...,The majority of the monsters are those wolf-like ones...
이걸 이용할 수 있지 않을까…,maybe I can use this...,Maybe this can be used...
으음…,hmm...,Hmm...
좀 미친 짓이긴 한데…,"it’s a bit of a crazy idea, but...","It's a bit of a crazy plan, but..."
"오, 오지마!",s-stay back!,D-Don't come any closer!
환자 분들께 다가오지 마!,don’t come near the patients!,Stay away from the patients!
유니스!,eunice!,Eunice!
고개 숙여!,duck!,Duck!
꺄아아아아!!,aaah!!,Aaaah!!
"이, 이건 혹시!",i-is this what I think it is?!,I-Is this…?!
원작 주인공들끼리의 러브러브 씬?!,a love scene between the main characters?!,A romantic scene between the main characters of the original story?!
구해주셔서 감사합니다…,thank you for saving me...,Thank you for saving me…
그럼 이만.,I’ll be going now.,I'll take my leave now.
"환자 분들, 많이 놀라셨죠?","patients, I’m sure you were all very shocked.","Patients, you must have been very startled."
그게 끝이야?!,that’s it?!,That’s it?!
로맨스는 어딨어~!,where’s the romance?!,Where’s the romance?!
뭐가?,what?,What?
그치만 아쉬운 가운데 어쩐지 조금 기쁜 기분도 들어.,"but for some reason, I feel a little happy too.","But somehow, even though I feel a bit disappointed, I also feel a little happy."
왜일까…,I wonder why...,I wonder why that is...
너 또 이상한 생각하고 있지.,"you’re thinking of something strange again, aren’t you?","You're thinking something weird again, aren't you?"
"이상한 생각은 생각은 아니지만, 좋은 생각은 있어.","it’s not a strange thought, but I do have a good idea.","It's not a strange thought, but I do have a good idea."
뭔데?,what is it?,What is it?
생각해 보니까 마물을 굳이 다 죽일 필요는 없잖아?,"come to think of it, we don’t have to kill all the demons, right?","Come to think of it, we don’t necessarily have to kill all the monsters, do we?"
일단 여기 사람들의 안전이 최우선이니까.,the safety of the people here is the top priority.,The safety of the people here comes first.
아무리 너랑 공작님의 솜씨가 훌륭해도 사람들을 전부 보호할 순 없고.,"no matter how skilled you and the duke are, you can’t protect everyone.","No matter how skilled you and the Duke are, you can't protect everyone."
그러니 그냥 쫓아내기만 해도 괜찮을 거 아니야.,so it should be all right if we just chase them away.,"So just driving them away should be fine, right?"
그래서?,so?,So?
마물들은 육체적인 능력에 비해 지능이 그렇게 높진 않아.,demons aren’t very intelligent compared to their physical abilities.,Monsters aren’t very intelligent compared to their physical abilities.
본능적으로 행동하고 있어.,they act on instinct.,They act on instinct.
이제는 통하지 않을게 분명한 약한 불꽃도 꺼리지.,"they’re wary of weak flames, even though they know it won’t work on them.","They still shy away from weak flames, even though it’s clear they no longer work."
"경험이 풍부한 네가 그렇게 판단했다면, 그게 옳겠지.","if that’s what you’ve concluded with your experience, then it must be right.","If that's what you've determined based on your experience, then it must be right."
"그러니까 시그렌,","so siegren,","That’s why, Siegren,"
이곳을 아주 큰 횃불로 만들어 버리자!,let’s turn this place into a giant torch!,Let's turn this place into a massive torch!
"저기,","um,","Um,"
실례합니다!,excuse me!,Excuse me!
"이 마법을 피오나 영애가 시전하셨다고 들었는데,","I heard lady fiona cast this spell,",I heard that Lady Fiona cast this spell.
