hangle,first_translate,second_translate
"잘 들어라, 피오나.","listen carefully, fiona.","Listen carefully, Fiona."
어니스트 공작은 내가 무슨 말을 하든 반대할 테니,"duke ernest will oppose whatever I say,","duke ernest will oppose anything I say,"
그냥 무시하거라.,so just ignore him.,Just ignore him.
네에?,huh?,Huh?
현 황후를 배출한 가문을 그렇게 대해도 되는 거예요?,are you sure you can treat the family of the current empress like that?,Is it really okay to treat the family of the current empress like that?
된다.,yes.,Yes.
"어니스트 가는 황태자를 지지하는 세력이니,","the house of ernest supports the crown prince,","The House of Ernest supports the Crown Prince,"
"새로운 황자인 시그렌을 보호하고 있는 헤일론과는 대립할 수밖에 없긴 한데,","so they’re bound to be at odds with the house of heylon, who’s protecting the new prince, siegren.","so they’re bound to be at odds with house Heylon, which is protecting the new prince, Siegren."
그래도 무시라니…,but still...,But being told to ignore them...
어니스트뿐만이 아니야.,it’s not just the house of ernest.,It's not just Ernest.
에레즈 가문도 황태자 지지 세력이니 무시해라.,"the house of ereze also supports the crown prince, so ignore them too.","The Ereze family also supports the crown prince, so ignore them as well."
프리실라랑 클로비스 가문은요?,what about the houses of priscilla and clovis?,What about Marquis Priscilla and the House of Clovis?
"중립이긴 한데,","they’re neutral,","They may be neutral, but"
말이 중립이지 둘 다 그냥 간만 보고 있어.,but they’re just sitting on the fence.,"They may claim to be neutral, but they're just sitting on the fence."
그렇구나.,I see.,I see.
사실 어느 정도 예상하던 내용이지만.,I expected as much.,I had somewhat expected this.
"헤일론 공작님, 어서 오십시오.","welcome, duke heylon.","Welcome, Duke Heylon."
다른 분들께서는 안에서 대기 중이십니다.,the others are waiting inside.,The others are waiting inside.
"그러니까 피오나, 결론만 말하자면…","so fiona, to sum it up...","So, Fiona, to get straight to the point..."
결론만 말하자면?,to sum it up?,To sum it up?
내키는 대로 행동하라는 뜻이다.,just do whatever you want.,Act as you see fit.
참으로 아벨다운 조언이군.,that’s just like abel.,That’s such an Abel-like piece of advice.
왔군.,you’re here.,You've arrived.
