hangle,first_translate,second_translate
어때?,how is it?,How is it?
어색하진 않아?,does it look okay?,Doesn't it look awkward?
어색하지 않아.,it looks fine.,It's not awkward.
오! 그래!,oh! that’s right!,Oh! Yeah!
그렇게 얼굴을 잘 감춰 둬.,keep your face covered like that.,Keep your face hidden like that.
내 머리색 보다 네 외모가 더 눈에 띌 테니까.,your looks will attract more attention than my hair color.,Your looks will stand out more than my hair color.
…너 정말 분위기 깨는 데 뭐 있다…,you really have a knack for ruining the mood...,You really have a knack for ruining the mood...
호오.,huh.,Hoh.
생각보다 멀쩡해보이는 저택인데?,this place looks more decent than I thought.,This mansion looks more decent than I expected.
마물은 어떻게 관리하는 걸까.,I wonder how they manage the demons.,I wonder how they manage the monsters.
글쎄.,I’m not sure.,I'm not sure.
"좋아, 일어서!","all right, get up!","All right, get up!"
"어이, 더 세게 때려!","hey, hit it harder!","hey, hit harder!"
"움직여,","move,",Move.
움직이라고!,I said move!,Move!
이거 위험한데.,this is dangerous.,This is dangerous.
위험하지.,it is.,It's dangerous.
이 미친 자식!,you crazy bastard!,You crazy bastard!
"나, 나는 네 사육사야!!",I-I’m your trainer!!,I-I'm your caretaker!!
관리가 안 되는걸 보아하니 조만간 큰 사고가 터지겠는데.,they’re not managing the demons properly. a big incident is bound to happen soon.,"Seeing how poorly they’re managing things, a big incident is bound to happen soon."
피오나.,fiona.,Fiona.
생각보다 규모가 커.,this place is bigger than I thought.,It's larger in scale than I expected.
그리고 정체가 짐작 가는 귀족이 몇 명 보여.,I see a few nobles that I can guess the identities of.,And I see a few nobles whose identities I can guess.
헤일론과 네 휘하의 기사단만으로 뒤집기는 힘들까?,would it be hard to overturn the situation with just you and the knights of house hylon?,Would it be hard to overturn the situation with just Heilun and your knights?
사람만 붙잡는다면,"if we just capture the people,","If we manage to capture the people,"
혼란 속에서 운 나쁘게 마물이 풀린다면 위험하겠지.,it’ll be dangerous if the demons are released by accident during the chaos.,It would be dangerous if the demons happened to be released amidst the chaos.
일리 있는 소리야…,that’s true...,That makes sense...
"게다가 시그렌과 헤일론 가문, 둘이서만 협조했다가는 꼭 뒷말이 나오겠지.","on top of that, people will talk if only house hylon and I cooperate.","On top of that, if Siegren and House Hylon cooperate alone, there will definitely be rumors."
깔끔하게 처리하려면 중립 귀족을 끌어들이는게 좋을까?,would it be better to bring in some neutral nobles to handle this cleanly?,Would it be better to involve some neutral nobles to handle this cleanly?
"피오나, 저기.","fiona, over there.","Fiona, look over there."
황태자가 있어.,the crown prince is here.,The crown prince is here.
뭐? 어디?!,what? where?!,What? Where?!
안 보이는데.,I don’t see him.,I can't see him.
더 아래쪽이야.,he’s further down.,He's further down.
어딘가 안으로… 들어가고 있군.,he’s going inside somewhere...,He's going inside somewhere...
아! 저기다.,oh! there he is.,Ah! Over there!
왜 안쪽으로 들어가는 걸까?,why is he going inside?,Why is he going further inside?
글쎄…,I’m not sure...,I'm not sure.
좋은 이유는 아니겠지.,but I’m sure it’s not for a good reason.,I'm sure it's not for a good reason.
흐음…,hm...,Hm...
뭐야? 이 종류밖에 없나?,what? is this all you have?,What? Is this all there is?
저번에 말한 상급 마물은?,what about the high-level demons I mentioned last time?,What about the high-level monsters I mentioned last time?
"송구하오나, 그건 아직…","I’m sorry, but we don’t have them yet...","I’m sorry, but that’s not available yet..."
느려 터졌긴.,you’re so slow.,You're ridiculously slow.
"멍청한 녀석, 그걸 준비하는게 쉬운 줄 알아?",you fool. do you think it’s easy to prepare those?,"You fool, do you think preparing that is easy?"
하지만 황태자가 내 투기장을 마음에 들어 하는 건 정말 천운이지.,but it’s a stroke of luck that the crown prince likes my arena.,But it’s truly a stroke of luck that the crown prince likes my arena.
돈만 좀 주면 투기장이 불법이라는 것도 눈 감아 주니까.,he turns a blind eye to the fact that the arena is illegal as long as I give him some money.,He turns a blind eye to the fact that the arena is illegal as long as he gets some money.
비위 맞추는 것 정도는 해줄 수 있지!,I can at least keep him pleased!,I can at least keep him satisfied!
한시라도 빨리 더 재밌는 걸 준비하겠습니다.,I’ll prepare something more interesting as soon as possible.,I'll prepare something even more entertaining as soon as possible.
생각보다 사업의 규모가 너무 큰 것 같아.,I think the scale of this business is bigger than I thought.,I think this business is on a much larger scale than I expected.
동감이야.,I agree.,I agree.
황태자를 끌어들이면서 사업의 규모가 원작보다 더 커져 버렸어.,the scale of the business has grown bigger than the original story after the crown prince got involved.,The scale of the business has grown larger than in the original story after involving the crown prince.
여기까진 생각 못 했네. 실수다.,I didn’t think it would be this big. that was a mistake.,I didn’t think this far. That was an oversight.
이쯤 되면 정말로 다른 귀족가의 힘을 빌려야겠는데.,"at this point, I really need to borrow the power of another noble family.","At this point, I really need to enlist the help of another noble family."
그렇다고해서 리비아의 힘을 빌릴순 없고.,but I can’t ask for livia’s help.,But I can't rely on Livia's help.
그렇다면…,then...,Then...
역시 그 놈 뿐인가.,there’s only one person left.,It has to be him after all.
이런.,oh my.,Damn.
피오나 영애가 절 부른 건 실로 의외군요.,"I’m surprised that you called for me, lady fiona.",I'm quite surprised that Lady Fiona has summoned me.
예에…,yes...,Yeah...
진짜로 도움이 될 수 있는게 이놈 뿐이라니…,I can’t believe he’s the only one who can help me...,I can't believe he's the only one who can actually be of help...
후작님이 흥미를 가질 만한 사안이 있어서요.,"I have a matter that might interest you, my lord.","I have a matter that might pique your interest, my lord."
전 딱히 황자 전하의 편을 들 생각은 없습니다.,I’m not particularly interested in taking the crown prince’s side.,I have no intention of taking the crown prince’s side.
저도 그런 부탁을 할 생각으로 온 건 아닙니다.,I didn’t come here to ask for that.,I didn’t come here to make that kind of request either.
그러면 무엇때문에 오신 걸까요…,then what brings you here...?,Then what brings you here?
부디 흥미로운 시간이 되기를 바라야겠군요.,I hope this will be an interesting time.,I hope this turns out to be an interesting time.
그냥 시간 낭비하기 싫다고 말 하지 그러니.,why don’t you just say that you don’t want to waste time?,Why don’t you just say you don’t want to waste time?
"후작님, 요즘 재무부를 운영하시는 게 힘들지 않으신가요?","my lord, isn’t it hard to run the ministry of finance these days?","My lord, isn't managing the Ministry of Finance difficult these days?"
황제나 황후가 사치가 꽤 심한 편이지.,the emperor and empress are quite extravagant.,The emperor and empress are quite extravagant.
세상에 쉬운 일은 없는 법이죠.,nothing in the world comes easy.,Nothing in the world comes easy.
옳은 말씀이세요.,you’re right.,You're right.
하지만 요즘 후작님을 더 피곤하게 하는 자들이 있는 모양이더군요.,but it seems like there are people who are making things even harder for you these days.,But it seems there are people making things even more difficult for you these days.
피오나 영애…,lady fiona...,Lady Fiona...
피오나 영애만큼 사교계 화법이 안 어울리는 영애는 처음 봅니다.,I’ve never seen a lady who is as bad at using the language of high society as you.,I've never seen a lady as unsuited to the language of high society as you.
어색하니 그냥 본론을 말씀하시는 걸 추천합니다.,"it’s awkward, so I recommend that you just get to the point.","Since it feels awkward, I recommend just getting to the point."
어차피 빙빙 돌려 말하는 건 저도 시간 낭비라는 생각이 들고.,"after all, I think beating around the bush is a waste of time.","After all, I also think beating around the bush is a waste of time."
나중에 딴말하지 마세요.,don’t go back on your word later.,Don’t go back on your word.
자요.,here.,Take it.
뭡니까?,what is this?,What is it?
어때요.,what do you think?,What do you think?
같이 세금 안 내는 놈들 잡으러 갈래요?,do you want to go catch some tax evaders with me?,Do you want to go catch those tax evaders with me?
전 귀족 영애들에게 정말로 많은 제안을 받았습니다.,I’ve received many offers from noble ladies.,I've received numerous proposals from noble ladies.
"같이 연극을 보러 가자거나,",they asked me to go watch a play together...,They asked me to go see a play together...
같이 차를 마시자는 제안 등을요.,...or to have tea together.,...or to have tea together.
하지만.,"however,",But.
지금까지 받았던 제안 중에 제일 마음에 드는 건 이거군요.,this is the best offer I’ve received so far.,This is the most appealing offer I've received so far.
