hangle,first_translate,idiom_translate,label,idiom
어쩌면 어렴풋이 알고 있었는지도 모른다.,maybe I already knew...,maybe I already knew.,perhaps I had always known...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"피오나가 나를 받아준 건,",...that fiona accepted me...,fiona accepted me...,...that fiona accepted me...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
어렸을 때 봐왔던 정 때문이었단 걸.,...because of the affection we had for each other when we were young.,...because of the affection we had for each other when we were young.,...only because of the affection we've shared since childhood.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"나를 잃고 싶지 않아서,",I knew she didn’t want to lose me...,she didn’t want to lose me.,"she didn't want to lose me,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
반짝였던 우리의 어린 시절을 소중히 이어 나가고 싶었기 때문이었다는 것을.,...and wanted to continue the precious relationship we had when we were young.,she wanted to continue the precious relationship we had when we were young.,and she may have wanted to continue cherishing our bright childhood friendship.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
지금까지는,"until now,","until now,","up to now,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"네 옆에 있고 싶었기 때문에,","I wanted to stay by her side,","I wanted to stay by her side,",I tried to avoid thinking about this...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
애써 생각을 피해 왔지만,so I tried not to think about it.,so I tried not to think about it.,"...because I wanted to stay by your side,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"내가 네게 부담이라면,",but if I’m a burden to you...,but if I’m a burden to her...,"but if you find it too overwhelming to be with me,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"상처를 준다면,","...and if I hurt you,","...and if I hurt her,","and if it causes you pain,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"지금이라도,","even if it’s now,","even if it’s now,",it's not too late...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
이제라도—,even if it’s late...,even if it’s late...,...to end it now...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
헤어지자고… 하는거야?,are you... breaking up with me?,are you... breaking up with me?,are you... breaking up with me?,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
…왜?,why...?,why...?,but why?,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
이유는 네가 더 잘 알잖아.,you know the reason better than I do.,you know the reason better than I do.,you would know more about that than I do.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
그러면 시그렌과 만나는 관계가 부담스러운 건가?,then is it burdensome to be in a relationship with siegren?,then is it burdensome to be in a relationship with siegren?,then do you feel like being with him is a bit too much?,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
그런 편이네….,I guess so...,I guess so...,I guess... you could put it that way.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
시그렌이 권터와의 대화를 들었구나.,siegren heard my conversation with gunter.,siegren heard my conversation with gunter.,siegren must have overheard my conversation with gunter.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
그래서 나한테 헤어지자고 하는 거야.,that’s why he’s breaking up with me.,that’s why he’s breaking up with me.,and that's why he's breaking up with me.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"침착하게 생각하면,","if I think about it calmly,","if I think about it calmly,","if I think about this carefully,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
이건 내가 원하던 상황이다.,this is what I wanted.,this is what I wanted.,this is exactly the situation I wanted.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"원래의 나는 시그렌을 그저 내가 쓴 소설의 남자주인공으로만 생각했고,","originally, I only thought of siegren as the male protagonist of my novel.",I only thought of siegren as the male lead of my novel.,"at first, I thought of siegren as nothing more than the male protagonist of my novel,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"연인이 된 건 일시적인 것이며,",I told myself that being his lover was temporary...,I told myself that being his lover was temporary...,and our becoming a couple was only going to be a temporary development.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
언젠간 원작대로 돌아갈 것이라고 되뇌고 있었어.,...and that I would eventually return to the original story.,...and that we would go back to the original story someday.,"I've been telling myself that things will go back to how the original novel was,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
그러니까 이게 맞는 거잖아.,so this is the right thing to do.,so this is the right thing to do.,so this should happen.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
내심 정해왔던 끝이 마침내 왔을 뿐.,the ending I had in mind has finally come.,the ending I had secretly expected has finally come.,our relationship is finally going to end.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
…하지만,but...,but...,but...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
정말 지금도 시그렌은 내게 원작의 남자 주인공 뿐인 걸까?,is siegren still just the male protagonist of my story?,...is siegren really just the male lead of the original story to me?,...is siegren still nothing more than just the male protagonist of my novel?,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
피오나,fiona.,fiona.,fiona.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"내 존재가 네게 부담이라면,","if my existence is a burden to you,","if my presence is a burden to you,","if being with me is too overwhelming for you,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
그만할게. 전부.,I’ll stop everything.,I’ll stop everything.,I'll stop everything.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
…그렇구나.,I see...,I see...,I see...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
내가 시그렌에게 상처를 받은 것처럼,"just as I hurt siegren,","just as I was hurt by siegren,","just as siegren hurt me,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
시그렌도 나에게 상처를 받은 거야.,he hurt me too.,he was hurt by me too.,I had hurt siegren too.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
이미 정해져 있는 대답을 내가 괜히 물은 걸까.,maybe I shouldn’t have asked him when I already knew the answer.,was it wrong of me to ask when I already knew the answer?,why am I asking you when I already know the answer?,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
…그럼.,then...,then...,then...,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
"…안녕,","goodbye,","goodbye,","goodbye,","내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
피오나.,fiona.,fiona.,fiona.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
가지마.,don’t go.,don’t go.,don’t go.,"내심 정해왔던 끝이 마침내 왔을 뿐 : The ending I had secretly expected has finally come.
마음속에서 차오르는 기쁨에 질식할 것 같다 : I feel like I'm suffocating from the overwhelming joy rising inside me."
