hangle,first_translate,idiom_translate,label,idiom
그날 나의 활약으로,"with my help,","thanks to my performance that day,","thanks to my efforts that day,","발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
사냥대회에서의 일은 일단락되었다.,the incident at the hunting competition was resolved.,the incident at the hunting competition was resolved.,the hunting competition came to an end.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
그리고…,and...,and...,and also...,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
와아…,wow...,wow...,wow…,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
정말 전부 제 앞으로 온 선물인가요?,are all these gifts for me?,are all these gifts for me?,are all these gifts for me?,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
그래.,yes.,yes.,yep.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
사냥 대회에서 도와준 것에 대한 감사의 표시라 하더군.,they’re to thank you for your help at the hunting competition.,they said it was to thank you for your help at the hunting competition.,they’re gifts thanking you for all your help during the hunting competition.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
그렇군요…,I see...,I see...,I see…,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
수도는 마물 피해가 없다며 심드렁하던 놈들이 발등에 불이 붙었다.,those who were indifferent to the capital’s lack of damage from the demons have finally realized the seriousness of the situation.,those who were indifferent about the monsters because they weren't affecting the capital are now in a state of urgency.,the fact that the beasts haven’t damaged the capital yet has lit a fire under those who couldn’t have cared less before.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
드디어 죽은 땅에 학자들과 토벌대를 파견한다더군.,they’re sending scholars and a suppression force to the dead lands.,they said they will finally send scholars and a suppression unit to the dead land.,"they’re finally dispatching an expedition, including scholars, to the dead lands.","발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
하여간…,seriously...,anyway...,they do indeed...,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
일이 눈앞에 닥쳐야 좀 움직이기 시작하지.,they only take action when the problem is right in front of them.,they only start to move when the problem is right in front of them.,...only make a move when the problem hits them right in the face.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
헤일론으로선 씁쓸한 일이네요.,it’s unfortunate for the kingdom of hylon.,it's a bitter situation for the kingdom of heylon.,it’s different for someone from heylon.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
어쩔 수 없죠. 본래 사람 심리가 자신에게 닥치고서야 심각해진다잖아요.,it can’t be helped. people only realize the seriousness of a situation when it’s right in front of them.,there's nothing we can do. it's human nature to only realize the seriousness of a situation when it directly affects them.,that’s how things are. people don’t realize the seriousness of a problem until they’re forced to reckon with it.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
설정을 짠 건 나지만….,"I’m the one who created this setting, but...","I was the one who created this setting, but...",though I did set the stage to begin with…,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
"뭐, 그래도","well, still...","well, still...","well, now that it’s come to this,","발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
이제 변하겠죠?,"things will change now, right?","things will change now, right?","I guess things should change, right?","발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
글쎄다.,I’m not sure.,I don't know.,I’m not so sure.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
가만 보면 아벨도 은근 염세적이란 말이야.,abel can be quite pessimistic sometimes.,abel is also quite pessimistic.,abel can be pretty cynical at times.,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
하긴… 그나마 중앙에서 진지하게 마물에 대해 논했던 사람이,"then again, the only person who seriously discussed the demon issue in the capital...","then again, the only person who seriously discussed the monsters at the center...",then again… the only one that seriously brought up the issue of beasts in the central council…,"발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
아렌트 정도였으니 말은 다 했지.,...was arendt.,...was arendt.,"…was arendt, so that explains a lot.","발등에 불이 붙었다 : They were in a state of urgency.
눈앞에 닥쳐야 : Only when it directly affects them.
선수 쳤다 : Made the first move.
꼬투리 잡을 거리가 없다 : There is no excuse to use against them."
