hangle,first_translate,idiom_translate,label,idiom
파트너는 시그렌이냐?,is siegren your partner?,is siegren your partner?,will you be going with siegren as your partner?,가시방석이야~ : I'm walking on thin ice.
아직 물어보지는 않았어요.,I haven’t asked him yet.,I haven’t asked him yet.,I haven’t asked yet.,가시방석이야~ : I'm walking on thin ice.
그럼 나군.,then it must be me.,then it’s me.,then you’ll be going with me.,가시방석이야~ : I'm walking on thin ice.
공작님에게 해 달라고 한 적 없는데요?,I don’t remember asking you to be my partner.,I never asked you to be my partner.,but I haven’t asked you to be my partner.,가시방석이야~ : I'm walking on thin ice.
시그렌이 아니면 나밖에 없지 않느냐.,"if it’s not siegren, then I’m the only one left, right?","if it’s not siegren, then it has to be me.","if you’re not going with siegren, I’m the only other person you have.",가시방석이야~ : I'm walking on thin ice.
하지만 성인이 되어 보호자와 가는 건 촌스러운 일이잖아요.,but it’s not common for an adult to go with their guardian.,but it’s strange for an adult to go with their guardian.,but isn’t going with one’s parent embarrassing?,가시방석이야~ : I'm walking on thin ice.
촌스러운 일 좀 하면 어떠냐.,who cares if it’s not common?,what’s wrong with being a little strange?,so what if it’s a bit embarrassing?,가시방석이야~ : I'm walking on thin ice.
내가 네 아비인데.,I’m your father.,I’m your father.,"I’m your father, aren’t I?",가시방석이야~ : I'm walking on thin ice.
아벨…,abel...,abel...,abel…,가시방석이야~ : I'm walking on thin ice.
감동했지?,are you touched?,are you touched?,wasn’t that touching?,가시방석이야~ : I'm walking on thin ice.
그러면 아버지라 불러 보거라.,then try calling me father.,then try calling me father.,now call me father.,가시방석이야~ : I'm walking on thin ice.
…됐어요.,never mind.,"no, thanks.",forget it…,가시방석이야~ : I'm walking on thin ice.
내 감동 돌려내.,give me back my feelings.,give me back my feelings.,take back your touching moment.,가시방석이야~ : I'm walking on thin ice.
피오나 영애다.,it’s lady fiona.,lady fiona is here.,it’s lady fiona.,가시방석이야~ : I'm walking on thin ice.
아벨 공작과 함께 왔어.,she came with duke abel.,she came with duke abel.,she came with duke abel.,가시방석이야~ : I'm walking on thin ice.
우선 주최자께 인사를 드려야 하죠?,"we should greet the host first, right?","we should greet the host first, right?",we should go and say hello to our host.,가시방석이야~ : I'm walking on thin ice.
그래.,yes.,yes.,yes.,가시방석이야~ : I'm walking on thin ice.
내키진 않는다만.,though I’m not too keen on it.,though I’m not too happy about it.,I’m not looking forward to it though.,가시방석이야~ : I'm walking on thin ice.
아… 아벨은 황실과 사이가 나쁘지.,"oh, right... abel isn’t on good terms with the imperial family.","oh, right... abel doesn’t get along with the imperial family.",right… abel isn’t on good terms with the imperial family.,가시방석이야~ : I'm walking on thin ice.
어머.,oh my.,oh my.,oh my.,가시방석이야~ : I'm walking on thin ice.
설마 공작이 여기에 올 줄은 몰랐군요.,"I didn’t think you’d actually come, duke abel.","I didn’t think you would come, duke abel.","I didn’t expect to see you here, duke abel.",가시방석이야~ : I'm walking on thin ice.
"모처럼 초대해 주셨으니,","you were kind enough to invite me,","you were kind enough to invite me,","your majesty went through the trouble of sending an invitation,",가시방석이야~ : I'm walking on thin ice.
응하는 게 도리 아니겠습니까.,so I thought it would be rude to decline.,so I thought it would be rude to refuse.,so it was only right that I oblige.,가시방석이야~ : I'm walking on thin ice.
곁에 있는 아가씨는 누구죠?,who is the lady next to you?,who is the lady next to you?,and who is the young lady standing next to you?,가시방석이야~ : I'm walking on thin ice.
황후 폐하를 뵙습니다.,"greetings, your majesty.","greetings, your majesty.","it’s a pleasure to meet you, your majesty.",가시방석이야~ : I'm walking on thin ice.
피오나 헤일론이라고 합니다.,I am fiona heylon.,my name is fiona heylon.,"it’s a pleasure to meet you, your majesty.",가시방석이야~ : I'm walking on thin ice.
"아아,","ah,","ah,","oh,",가시방석이야~ : I'm walking on thin ice.
그 소문이 자자한.,so you’re the one everyone’s been talking about.,so you’re the one everyone is talking about.,I’ve heard a lot about you.,가시방석이야~ : I'm walking on thin ice.
헤일론 공작의 양녀라던데.,I heard you were duke heylon’s adopted daughter.,I heard you were duke heylon’s adopted daughter.,you are the adopted daughter of duke heylon.,가시방석이야~ : I'm walking on thin ice.
