hangle,first_translate,idiom_translate,label,idiom
"피오나,","fiona,","fiona,","fiona,","소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
아벨이 오늘 네 소개도 정식으로 할 생각이래?,did abel say he was going to introduce you today?,did you know that abel is going to introduce you today?,will abel be formally introducing you at the ball too?,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
아닌 걸로 알고 있어.,I don't think so.,I don't think so.,I don’t think so.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
난 다음에 한다고 말하더라고.,he said he would do it next time.,he said he'd do it next time.,he said he’ll introduce me next time.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
그래…,I see...,I see...,I see…,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
"널 에스코트하고 싶은데,","I wanted to escort you,","I wanted to escort you,",I wanted to  be the one to escort you.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
아쉬운 일이야.,so that's too bad.,so that's a shame.,too bad  I can’t.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
헤일론에서 실컷 했잖아.,you did that plenty at the heylon estate.,you did that plenty of times at the manor.,you did plenty of that back in heylon.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
흥.,hmph.,hmph.,hmph.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
둘 다 아주 여유가 넘치는 군.,you two seem to have a lot of time on your hands.,you two seem to be having a lot of fun.,looks like  you two have all the time in the world.,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
"꼬맹이들, 소꿉놀이 시간은 끝났다.","kids, playtime is over.","playtime is over, kids.","okay,  little brats. playtime is  over.","소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
"두 번째 돌멩이, 넌 알아서 굴러가고.","you, second rock, go roll off somewhere.","you, second rock, go on your own.","brat number two, you know what to do.","소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
첫 번째 돌멩이는 나와 함께 간다.,"first rock, you're coming with me.","first rock, you're coming with me.","brat number one, you’re coming  with me.","소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
돌멩이?,rock?,rock?,brat?,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
"네네, 첫 번째 돌멩이 굴러갑니다…","yes, yes. first rock, rolling off...","yes, yes. first rock, rolling away...","okay, fine. brat number one coming right up…","소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
앗…!,ah...!,ah...!,uh--,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
바닥에 부딪힌…,I almost hit...,I almost hit...,I’m…,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
다?!,...the ground!,...the floor!,...falling?!,"소꿉놀이 시간은 끝났다 : Playtime is over
꾐에 넘어갔나 보군 : Fell for the trick
모른 척 할 수 없었던 거예요 : Couldn't just ignore
큰일 날 뻔했네 : That was a close call
군림하는 : Reigns over"
