hangle,first_translate,idiom_translate,label,idiom
참내….,geez...,geez...,"seriously,","전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
용병 다루는 법 같은 걸 왜 물어보는 거야?,why are you asking about how to handle mercenaries?,why are you asking me how to handle mercenaries?,why do you  want to know about  how to deal with  mercenaries?,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
응?,huh?,huh?,huh?,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
"아, 공작님이 시키신 일 때문에.","oh, because duke walsh ordered me to.","oh, because duke icardes gave me a task.","oh, it’s related to the duke’s orders.","전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
난 용병 쪽은 잘 모르니까 물어본 거야.,"I don’t know much about mercenaries, so I wanted to ask you.","I don’t know much about mercenaries, so I wanted to ask you.","I don’t  know much about mercenaries, so  I thought I’d  ask you.","전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
"아니,","no,","wait,","like  I said,","전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
그러니까 공작이 뭘 시켰다는….,"what I mean is, what did the duke order you to do...?",so you’re saying the duke gave you a task--,what did  the duke order you to--?,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
윽!,ugh!,ugh!,ngh!,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
이 마차는 왜 갑자기 서는 거야.,why did the carriage stop so suddenly?,why did the carriage suddenly stop?,why did  the carriage suddenly  stop?,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
"시그렌, 이거 봐봐!","siegren, look at this!","siegren, look at this!","look, siegren!","전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
도착했어.,we’re here.,we’re here.,we’re here.,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
제4 성벽이야.,this is the fourth wall.,this is the fourth wall.,it’s the town  of the fourth rampart.,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
바로 아벨이 시킨 일을 하러 가야겠어!,I should get started on what abel ordered me to do!,I should go and get started on abel’s task right away!,I’ll get  started on  abel’s orders right away!,"전쟁터에서 구르다 : go through hardships in war
방패막이 : shield/protection"
