hangle,first_translate,idiom_translate,label,idiom
추워!,it’s so cold!,it’s so cold!,I’m cold!,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
"피,피오나 님! 경계에 집중해주세요!",l-lady fiona! please focus on the mission!,l-lady fiona! please focus on your surroundings!,l-lady fiona! please focus on the battle!,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
그러다가 마물이라도 오면 어쩌시려고요!,what if a demon comes out of nowhere?!,what if a monster comes out of nowhere?!,what if the beasts start advancing?!,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
아..,oh...,oh...,oh…,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
오늘 처음 출전한 병사였지?,"he’s a new soldier, right?","he’s a new soldier, right?",he’s the new recruit.,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
이름이 알렌이던가.,"his name is allen, I think.",I think his name was allen.,I believe  his name was allen...,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
걱정 마세요. 저는…,don’t worry. I’m...,don’t worry about me.,don’t worry.,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
충분히 집중하는 중이에요.,...focusing just fine.,I’m focusing just fine.,I’m quite focused.,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
"하, 하아...",o-oh...,o-oh...,a-aah...,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
내가 발견하지 않았으면 큰일 났을 거예요.,you would have been in big trouble if I hadn’t noticed it.,you would have been in big trouble if I hadn’t noticed.,it would’ve been very dangerous if I hadn’t spotted that beast.,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
난 신경 쓰지 말고.,don’t mind me.,you don’t need to worry about me.,"don’t worry about me,","한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
우선 차분히 주변을 둘러보도록 해요.,just focus on your surroundings.,just focus on your surroundings.,and try to thoroughly scout the area.,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
한눈팔면 마물의 저녁밥이 될 테니까요.,you’ll become a demon’s dinner if you don’t.,"if you let your guard down, you’ll be monster food.","or else,  you’ll end up as demonic monster food.","한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
...우...,uh...,uh...,ah...,"한눈팔면 마물의 저녁밥이 될 테니까요. : If you let your guard down, you'll be monster food.
평생 먹고살 걱정이 없을 정도다. : I have enough to live comfortably for a lifetime.
황금 길을 걸어가는 모습만 확인하고, : I just need to see him walk the path to success.
한가로운 생활을 보내면 땡이었다. : I could just enjoy a carefree life, and that would be it."
