hangle,first_translate,idiom_translate,label,idiom
"반갑습니다,","it’s a pleasure to meet you,","pleased to meet you,","nice to see you again,","마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
셀린 영애.,lady celine.,lady celine.,lady celine.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
"아,","oh,",huh?,"oh,","마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
아렌트가 어째서 여기에…?!,what is arendt doing here...?!,what is arendt doing here...?!,what is he doing here?!,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
"영애라뇨,",lady celine?,lady celine?,lady?,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
전 귀족이 아닙니다.,I’m not a noble.,I’m not a noble.,I’m not a noble.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
흠…,hm...,hm...,hm…,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
귀족이 아닌 아가씨가 마리안 의상실을 이용하신다고요?,so a non-noble lady is using marianne’s boutique?,a non-noble lady is using marianne’s boutique?,how are you a patron of marianne boutique if you’re not a noble?,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
제가 마리안 의상실에 다녀온 걸 어떻게 아셨죠?,how did you know I went to marianne’s boutique?,how did you know I went to marianne’s boutique?,how did you know I was at marianne boutique?,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
방금 나오는 걸 봤습니다.,I saw you coming out of there just now.,I saw you leaving just now.,I just saw you coming out of there.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
실례가 되었다면 사과드리죠.,I apologize if I was being rude.,I apologize if I was being rude.,I apologize if I offended you.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
…아니에요.,it’s fine...,it’s fine...,no need.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
…그리고 의상실은 아는 사람 때문에 들어간 것뿐이에요.,I only went there because I know someone who works there.,I only went to the boutique because I know someone there.,I was only there for a friend.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
그럼 셀린 양이라고 부르겠습니다.,then I’ll call you miss celine.,then I’ll call you miss celine.,then I’ll call you miss celine.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
동석해도 될까요?,may I sit here?,may I join you?,mind if I join you?,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
"가라고 하고 싶은데, 귀족이 아니라고 한 주제에","I want to tell him to leave, but I just said I wasn’t a noble.","I want to tell him to leave, but I just said I wasn’t a noble.","I want to tell him to go away, but having said that I’m not a noble…","마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
무려 후작을 내쫓을 수는 없어~!,I can’t kick out a marquess!,I can’t kick out a marquess!,…I can’t just tell a marquis to go away!,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
네… 뭐.,sure...,sure... I guess.,I suppose so…,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
그래서… 제게 볼일이라도 있으신가요?,so... did you want to talk to me about something?,so... did you need something from me?,can I... help you with anything?,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
셀린 양.,miss celine.,"miss celine,","miss celine,","마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
혹시 수도에서 정식 마법사로 활동하는 게 아니라면…,"if you’re not working as an official mage in the capital,","if you’re not working as an official mage in the capital,","if you’re not officially working as a mage in the city,","마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
제안을 하나 드리고 싶군요.,I’d like to make you an offer.,I’d like to make you an offer.,I’d like to offer you some advice.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
아렌트는 내 마법적인 재능에 관심을 가진 게 틀림없다.,arendt is interested in my magical talent.,arendt must be interested in my magical talent.,arendt clearly has an interest in my magical powers.,"마르지 않는 명예 : everlasting honor
무슨, 치킨 사 왔다는 투로 저런 말을 하네-!! : He said that like he just brought home some fried chicken!
죽는 줄 알았다 : I thought I was going to die
너나 꺼져 : Why don’t you just get lost?
상관없으면 꺼지라고 : If it doesn’t concern you, stay out of it
날파리가 꼬이면 무시하거라 : If pests start swarming, just ignore them"
