hangle,first_translate,idiom_translate,label,idiom
키에에엑-!!,keegh!!,keegh!!,kyeeegh!,신이 내리는 천벌 : divine retribution
후우.,whew.,whew.,phew.,신이 내리는 천벌 : divine retribution
놀랍군.,amazing.,amazing.,what a surprise.,신이 내리는 천벌 : divine retribution
꺅?!,eek?!,ack!,ah!,신이 내리는 천벌 : divine retribution
마치 신이 내리는 천벌 같구나.,it’s like divine punishment.,it’s like divine retribution.,you looked  just like a god carrying out divine retribution.,신이 내리는 천벌 : divine retribution
이런 솜씨의 마법사는 처음이다.,I’ve never seen a sorcerer with such skill.,I’ve never seen a sorcerer with such skill.,I have never seen a mage as powerful  as you.,신이 내리는 천벌 : divine retribution
넌 사람의 아이가 맞느냐?,are you sure you’re human?,are you sure you’re human?,"are you even human, child?",신이 내리는 천벌 : divine retribution
당연하죠.,of course.,of course.,of course I am!,신이 내리는 천벌 : divine retribution
굳이 말하자면 미래의 최종 보스랍니다.,"if you must know, I’m the final boss of the future.","if you must know, I’m the final boss of the future.","to tell you  the truth, I’m  the future final boss of this  story.",신이 내리는 천벌 : divine retribution
그렇겠지.,I’m sure you are.,I see.,"yes,  of course you are.",신이 내리는 천벌 : divine retribution
몇 발짝만 나가면 추락하겠어.,"one more step, and I’ll fall to my death.",one more step and I’ll fall.,"just a few  more steps,  and we’ll plummet to our deaths.",신이 내리는 천벌 : divine retribution
설마 이 정도로는 부족하다고 여기서 던지려는 건 아니지?!,"you’re not going to throw me off the cliff because you think this isn’t enough, are you?!","you’re not going to throw me off the cliff because you think this isn’t enough, are you?!","he’s not  going to throw me down there because he thinks I wasn’t good enough,  is he?!",신이 내리는 천벌 : divine retribution
