hangle,first_translate,idiom_translate,label,idiom
"오늘도 예뻐, 피오나.","you look pretty today, fiona.","you look pretty today, fiona.","you're beautiful as always, fiona.",눈치를 주다 : give subtle pressure or hints
이번에도 머리를 내렸네.,you let your hair down again.,you let your hair down again.,you're wearing your hair down again.,눈치를 주다 : give subtle pressure or hints
잘 어울려.,it looks nice.,it looks nice.,it suits you.,눈치를 주다 : give subtle pressure or hints
너 때문에 머리를 내린 거 알고 있지?,"you know I did that because of you, right?","you know I did it because of you, right?","you do know I'm wearing my hair down because of you, right?",눈치를 주다 : give subtle pressure or hints
나?,me?,me?,me?,눈치를 주다 : give subtle pressure or hints
그래!,yes!,yes!,"yes, you!",눈치를 주다 : give subtle pressure or hints
내 담당 하녀가 아직 어리고 순진한 걸 다행으로 알아.,you should be glad my maid is still young and naive.,you should be glad my maid is young and naive.,you're lucky my maid is still young and innocent.,눈치를 주다 : give subtle pressure or hints
…다음부터는 조심할게.,I’ll be more careful next time.,I’ll be more careful next time.,I'll try to be careful next time.,눈치를 주다 : give subtle pressure or hints
안 한다는 말은 안 하는구나.,so you’re not saying you’ll stop.,so you’re not saying you won’t do it again.,"but you’ll stop saying you won't do it anymore, right?",눈치를 주다 : give subtle pressure or hints
아무튼! 앞으로는 조심해줘.,anyway! just be careful from now on.,anyway! please be more careful from now on.,"well,  just be careful next time!",눈치를 주다 : give subtle pressure or hints
"그래, ‘앞으로’는.","yes, “from now on.”","yes, from now on.","yes, ""next time.""",눈치를 주다 : give subtle pressure or hints
"시그렌, 왜 웃는 거야?","why are you smiling, siegren?","why are you smiling, siegren?","what's so funny, siegren?",눈치를 주다 : give subtle pressure or hints
후후.,haha.,haha.,ohoho.,눈치를 주다 : give subtle pressure or hints
"황자 전하, 피오나 영애.","your highness, lady fiona.","your highness, lady fiona.","your highness, lady fiona,",눈치를 주다 : give subtle pressure or hints
초대에 응해 주셔서 감사합니다.,thank you for accepting my invitation.,thank you for accepting my invitation.,thank you for accepting my invitation.,눈치를 주다 : give subtle pressure or hints
리비아 영애.,lady livia.,lady livia.,"lady livia,",눈치를 주다 : give subtle pressure or hints
저야말로 초대해 주셔서 감사합니다.,thank you for inviting us.,thank you for inviting us.,thank you for inviting me.,눈치를 주다 : give subtle pressure or hints
"두 분,",how about...,would you two...,would you both...,눈치를 주다 : give subtle pressure or hints
