hangle,first_translate,idiom_translate,label,idiom
남자친구의 생각 하나에 이렇게 흔들리기엔…,I don’t think you should be so shaken up...,you’re too good of a person...,it would be a shame to see a girl of your caliber get shaken...,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
네가 너무 아깝다.,...by what your boyfriend thinks.,...to be shaken up by what your boyfriend thinks.,...by what your boyfriend thinks.,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
권터…,gunter...,gunter...,"gunter,","차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
"응, 고마워.","yeah, thanks.","yeah, thanks.",thank you.,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
…이건 개인적인 궁금증인데.,"this is just out of personal curiosity,","this is just out of personal curiosity,","I'm just curious,","차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
시그렌이랑은 그냥 사귀는 건가?,but are you and siegren just dating?,but are you and siegren just dating?,but are you and siegren just dating?,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
약혼이나 결혼 생각은 아직 없는 거고?,you’re not thinking about getting engaged or married yet?,have you thought about getting engaged or married?,are you thinking of getting engaged or married yet?,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
맞아. 아직은…,"yeah, not yet...","yeah, not yet...","no, not yet.","차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
그런데 갑자기 그건 왜?,why are you suddenly asking that?,why are you suddenly asking that?,but why do you ask?,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
…그냥 시그렌과 사이가 애매해 보여서.,it’s just that your relationship with siegren seems a bit ambiguous.,you and siegren seemed to be in an ambiguous relationship.,it just seems like your relationship with siegren is a bit vague.,"차라리 화를 내! : Just get angry instead!
인기가 폭발하는 거야!! : My popularity is skyrocketing!!
사교계를 제패할 테니까. : We'll dominate the social scene.
기왕 태어난 거 꿈은 크게 가져야죠. : Since we're born anyway, we might as well dream big.
분위기 잔뜩 잡고… : You're setting the mood so seriously..."
