hangle,first_translate,idiom_translate,label,idiom
"…그래서,",so...,so...,so...,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
안 하시는 건가요?,...are you not going to do it?,are you not going to do it?,...when will you be setting the date...,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
약혼.,"the engagement, I mean.",the engagement.,...for your engagement?,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
약혼이요…,the engagement...,the engagement...,my engagement...?,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
"그렇죠, 보통 약혼을 하죠….","yes, most people would get engaged...","yes, that’s what people usually do...","right,  that's how it's normally done, isn’t it?",땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
이제 생각해 봐야겠…내요?,I guess I should start thinking about it...,I guess I should start thinking about it...,I guess we'll have to start thinking about that now...,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
피오나 영애는 늘 여러 의미로 느긋하네요….,"you’re always so laid-back about everything, lady fiona...","you’re always so laid-back in many ways, my lady...","you really are quite laid back in many ways, lady fiona...",땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
얼마 전까지도 헤어지냐 마냐로 고민했는걸…!,I was just debating whether or not to break up with him!,I was just thinking about whether I should break up with him or not!,"well, I was thinking about breaking up with him not too long ago...!",땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
딱히 급할 것도 없으니까요.,it’s not like there’s any rush.,there’s no need to rush.,there's no reason to rush things.,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
시그렌도 그런걸 염두하고 있을지도 의문이고….,I’m not even sure if siegren would be interested in that...,I’m not even sure if siegren is thinking about it...,I'm not sure if siegren has even been thinking about it.,땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
일단 아벨이 수도로 오지도 않았지.,abel hasn’t even come to the capital yet.,abel hasn’t even come to the capital yet.,"and besides, abel isn't even here in the capital.",땅에 고이 묻어주는 게 이 세상을 위하는 길이다. : It would be better for the world if they disappeared.
