hangle,first_translate,idiom_translate,label,idiom
남의 남자 탐내지 마세요.,stop coveting someone else’s man.,stop trying to steal someone else's man.,stay away from my man.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
이건 지금 내 거거든.,he’s mine right now.,he's mine right now.,because he's mine now.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
돌아가겠어요!,I’m going back!,I’m going back!,I'm leaving!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
"자, 잠깐!",w-wait!,w-wait!,w-wait!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
헤더 영애!,lady heather!,lady heather!,lady heather!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
기다려요!,wait!,wait!,please wait!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
도망갔다.,she ran away.,she ran away.,she ran off.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
이 정도에 꼬리를 말 거면 왜 시비를 거는지 몰라.,why did she pick a fight if she was going to run away so easily?,why did she start a fight if she was going to back down so easily?,I don't know why she started this if she was going to back down this easily.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
"그렇지, 시그…","right, sieg--","right, sieg--","right, sieg--","꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
…엇.,huh?,oh...,huh...?,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
얼굴이 왜 그래?,what’s wrong with your face?,what's wrong with your face?,what's wrong?,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
정신 차려. 어제는 이보다 더 했잖아.,get a hold of yourself. we did more than that yesterday.,get a hold of yourself. it was worse than this yesterday.,get a hold of yourself. we did a lot more than this yesterday.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
네가 하는 거랑 내가 하는 건 느낌이 다르다고….,it’s different when you do it and when I do it...,it's different when you do it and when I do it...,it feels different when you do it...,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
그래도 그냥 입술에 가볍게 했을 뿐이잖아?,but I just gave you a light peck on the lips.,but I just gave you a light peck on the lips.,"still, I only gave you a light peck on the lips,","꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
어제는…,yesterday...,yesterday...,whereas yesterday--,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
"맞다,","right,","oh, right.","oh right,","꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
유니스가 있었지!,eunice was there!,eunice was there!,eunice is still here!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
죄송해요.,I’m sorry.,I’m sorry.,I'm sorry.,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
자리 비켜 드릴게요…!,I’ll leave you two alone...!,I’ll leave you two alone...!,I should give you two some privacy...!,"꼬리를 말다 : back down
사랑과 전쟁을 찍다 : have a dramatic love quarrel
각성하다 : awaken (to one's power or destiny)
손을 더럽히다 : get one's hands dirty
더러운 꼴을 당하다 : suffer humiliation
가랑이에 달린 걸 자르다 : cut off what's between the legs"
