hangle,first_translate,idiom_translate,label,idiom
광폭화된 마물이라.,so this is a berserk demon...,a berserk demon...,if this enraged beast...,간이 부었다 : had the audacity
이런 게 풀려났다면 많은 사상자를 냈겠지.,"if this thing had been released, it would have caused many casualties.","if this thing had been released, it would have killed a lot of people.","...had gotten out, it would’ve killed many people.",간이 부었다 : had the audacity
작전을 서두른 피오나의 판단이 옳았어.,fiona was right to rush the operation.,fiona was right to rush the operation.,fiona was right to act quickly.,간이 부었다 : had the audacity
"저, 전하!!!",y-your highness!!!,y-your highness!!!,y-your highness!!!,간이 부었다 : had the audacity
다수의 마물이 몰려오고 있습니다!,a horde of demons is approaching!,a horde of demons is approaching!,a group of beasts is coming this way!,간이 부었다 : had the audacity
상황을 보러 오길 잘했어.,I’m glad I came to check on the situation.,I’m glad I came to see how things were going.,it’s good we came to check the situation.,간이 부었다 : had the audacity
누군가가 마물을 풀었구나.,someone must have released the demons.,someone has released the demons.,someone must have released the monsters.,간이 부었다 : had the audacity
다들 무기를 들어라!,"everyone, draw your weapons!","everyone, take up your weapons!","everyone, raise your weapons!",간이 부었다 : had the audacity
하나도 남겨두지 말고 모두 해치워!,kill them all! don’t leave a single one alive!,kill them all! don’t leave a single one alive!,kill every last one of them. don't let any of them get out alive!,간이 부었다 : had the audacity
"이 자식,",you bastard.,you...,this thing...,간이 부었다 : had the audacity
살아있었나!,you’re still alive!,...are still alive?!,...is still alive!,간이 부었다 : had the audacity
시그렌!,siegren!,siegren!,siegren!,간이 부었다 : had the audacity
마무리를 부탁해!!,I’ll leave the rest to you!!,I’ll leave the rest to you!!,I’ll leave the rest to you!!,간이 부었다 : had the audacity
역시 겨울의 수호자…!,"he’s the guardian of winter, all right...!",as expected of the guardian of winter...!,that's why she’s the winter guardian...!,간이 부었다 : had the audacity
이건 확실하게 목을 잘라야 하는 마물인가 보네.,looks like you have to cut off this demon’s head to kill it.,I guess this is a demon that needs to be decapitated.,it looks like you need to cut off this demon beast’s head to kill it.,간이 부었다 : had the audacity
다른 마물 소탕도 도와줄까?,should I help you with the rest of the demons?,do you want me to help with the rest of the demons?,do you want me to help you with the other beasts too?,간이 부었다 : had the audacity
기사들이랑 내가 할게.,I’ll take care of it with the knights.,the knights and I will take care of it.,the other knights and I can take care of them.,간이 부었다 : had the audacity
같이 처리하는 게 좋을 것 같은데.,I think it’d be better if we handled them together.,I think it would be better if we handled it together.,"I think it would be better if we do it together, though.",간이 부었다 : had the audacity
정 걱정되면 입맞춤이라도 해줘.,"if you’re that worried, you can give me a kiss.","if you’re that worried, you could give me a kiss.","if you're that worried about me, give me a kiss.",간이 부었다 : had the audacity
…너 요즘 아주 인생이 즐겁지?,"you’re really enjoying life these days, aren’t you?","you’re really enjoying life these days, aren’t you?","you're really enjoying this, aren't you?",간이 부었다 : had the audacity
빨리 다녀오기나 해.,hurry and come back.,hurry up and get going.,don't take too long now.,간이 부었다 : had the audacity
아가씨!,my lady!,my lady!,lady fiona!,간이 부었다 : had the audacity
바로 오셔야겠습니다.,you must come at once.,you must come at once.,you need to come see this.,간이 부었다 : had the audacity
드디어 잡혔어요.,we finally caught him.,we finally caught him.,we finally caught...,간이 부었다 : had the audacity
투기장의 주인이요!,the owner of the arena!,the owner of the arena!,...the ringleader!,간이 부었다 : had the audacity
이렇게 작은 여자가 이 일의 책임자라고?,this little woman is the one responsible for all this?,this little woman is the one in charge?,this tiny woman is responsible for all of this?,간이 부었다 : had the audacity
"안녕하세요, 크루스 씨.","hello, mr. cruz.","hello, mr. cruz.","hello, mr. cruz.",간이 부었다 : had the audacity
아무래도 드디어 말이 통할 만한 상대가 온 것 같군요…,it seems like someone I can finally talk to has arrived...,it seems like someone I can finally talk to has arrived...,"finally, someone I can actually talk to...",간이 부었다 : had the audacity
"…아름다운 아가씨,","my beautiful lady,","my beautiful lady,","beautiful miss,",간이 부었다 : had the audacity
제게 이런 식으로 굴면 후에 틀림없이 후회하실 겁니다.,you will surely regret treating me this way.,you will surely regret treating me this way.,I assure you that you're going to regret this someday.,간이 부었다 : had the audacity
왜요?,why?,why?,why is that?,간이 부었다 : had the audacity
순진하긴.,how naive.,how naive.,what a naive girl.,간이 부었다 : had the audacity
겁이나 좀 줘야겠다.,I’ll have to scare her a bit.,I should scare her a little.,I'll have to scare her a little.,간이 부었다 : had the audacity
