hangle,first_translate,idiom_translate,label,idiom
우리 만나자.,let’s go out.,let’s go out together.,will you go with me?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
너랑 단둘이서만 외출하고 싶어.,I want to go out with just the two of us.,just the two of us.,"I want us to go, just us.",잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
…응.,okay...,okay...,fine…,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
좋아.,sure.,sure.,let’s do that.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
그리고 이틀 뒤.,two days later,two days later,two days later,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
단둘이서만 외출을 하다니.,I can’t believe we’re going out with just the two of us.,"we’re going out together, just the two of us.",it’s just going to be the two of us.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
꼭 데이트…,it’s almost like...,it’s almost like...,it kind of feels…,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
같은데.,...we’re on a date.,...we’re on a date.,…like a date.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
나도 참.,"oh, me and my thoughts.","oh, come on.",look at me.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
오버해서 생각하지 말자.,I shouldn’t overthink things.,don’t overthink it.,I shouldn’t overthink this.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
피오나.,fiona.,fiona.,fiona.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
기다리고 있었어.,I’ve been waiting for you.,I was waiting for you.,I’ve been waiting for you.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
"어, 시그렌.","oh, siegren.","oh, siegren.","oh, siegren.",잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
혹시 어떻게 나왔어?!,how did you get out here?!,how did you get out?!,how did you get out?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
무슨 뜻이야?,what do you mean?,what do you mean?,what do you mean?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
보통 황족들은 몰래 만들어 놓은 비밀통로로 빠져나오잖아?,don’t royals usually use secret passageways to get out?,don’t royals usually sneak out through secret passageways?,don’t members of the imperial family have to use a secret passage to leave the palace?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
소설이나 영화 속에서는 그랬는데.,that’s what they do in novels and movies.,that’s what happens in novels and movies.,that’s what they do in novels and movies.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
멀쩡한 입구를 두고 왜 그래야 하는데.,why would I do that when there’s a perfectly good entrance?,why would I do that when there’s a perfectly good entrance?,why do that when there’s a perfectly good front door?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
혹시 비밀 호위 같은 것도 데리고 왔어?,did you bring any secret guards with you?,did you bring a secret bodyguard with you?,did you bring a secret personal guard?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
걸리적거리게 뭐 하러.,why would I bring them if they’re just going to get in the way?,why would I bring someone who’d just get in the way?,that would just be a hassle.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
"…이상한 말 말고, 이만 가자.",stop asking weird questions. let’s go.,stop asking weird questions. let’s go.,"stop talking nonsense, and let’s get out of here.",잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
어어?,huh?,huh?,huh?,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
같이 가.,wait for me.,wait for me.,wait for me.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
저 녀석은 엉뚱한 생각만 하고 있군…,he’s not thinking about anything weird...,he’s the one who’s not taking this seriously...,she has nothing but strange thoughts in her head…,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
누군 데이트라고 생각해서 잠도 설쳤는데.,"I thought we were going on a date, so I barely got any sleep.",I couldn’t sleep last night because I thought we were going on a date.,I thought this was going to be a date so I didn’t get any sleep  last night.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
같이 가자니까~,wait for me!,wait for me!,I said wait for me.,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
와아…,wow...,wow...,wow…,잠도 설쳤는데 : couldn't sleep well out of excitement or anticipation
