hangle,first_translate,idiom_translate,label,idiom
시그렌과 난 어릴 적부터 매일 붙어 다녔고,siegren and I have been together since we were young.,siegren and I have been together since we were little kids.,siegren and I were always together since we were kids.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
우리가 며칠 이상 떨어져 있던 건 이번이 처음이었다.,this is the first time we’ve been apart for so long.,this is the first time we’ve been apart for this long.,this is the first time we’ve been apart for days.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
그래서 그런가?,maybe that’s why...,is that why...?,maybe that’s why he looks different.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
"어쩐지 키도 조금 더 큰 것 같고,","he seems taller,","he seems taller,",he seems a bit taller…,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
"자세도 늠름해진 것 같고,",and his posture is more confident.,and his posture is more confident.,…and more robust in stature.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
헤어졌을 때보다 시그렌이 좀 더 어른스러워진 느낌이야.,he seems more mature than when we last saw each other.,he seems more mature than when we last saw each other.,and more mature than when we parted.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
"마, 맙소사",m-my goodness.,m-my goodness.,m-my goodness!,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
저걸 어떻게 잡은 거지?,how did they catch that?,how did they catch that?,how did they catch that?,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
저렇게 큰 마물은 처음 봐.,I’ve never seen such a large monster.,I’ve never seen such a huge monster.,I’ve never seen a beast this big.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
맨 앞에 말을 탄 청년이 잡은 건가?,did the young man at the front catch it?,did the young man in front catch it?,was it caught by the young man at the front?,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
그렇지,that’s right.,that’s right.,yes.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
"피오나,","fiona,","fiona,","fiona,","자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
저게 바로 네게 보여주고 싶었던 거다.,that’s what I wanted to show you.,that’s what I wanted to show you.,that was what I wanted to show you.,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
네에?!,what?!,what?!,what?!,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
용 잡아서 보여 주겠다는 게 진담이었어요?!,you were serious when you said you’d catch a dragon for me?!,you were serious when you said you’d catch a dragon for me?!,you really meant it when you said that you’d show me a dragon?!,"자리를 잡다 : Settle down
나비 효과 : Butterfly effect
날갯짓이 태풍을 불러오다 : A small action causing a big consequence
보나 마나 : It's obvious
새삼 기특하다 : Suddenly find admirable again"
