hangle,first_translate,idiom_translate,label,idiom
애초에 피오나가 최종 보스가 된 이유,the reason why fiona became the final boss...,the reason why fiona became the final boss...,"there was a reason fiona became the final boss,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
그것은 어둠과 계약한 힘을 통제하지 못하게 되었기 때문이다.,...was because she couldn’t control the power she got from making a pact with darkness.,...was because she couldn’t control the power she gained from making a pact with darkness.,and it was because she couldn’t control the power she had gained through  a pact with darkness.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"그녀가 어둠과 계약한 데에는 여러 이유가 있었지만,","there were many reasons why she made the pact,","there were many reasons why she made the pact,","she entered into the pact for several reasons,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
결정적인 요인이 된 인물은 바로 아렌트였다.,but the decisive factor was arendt.,but the most important one was arendt.,but the main reason behind it was arendt.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
그리고 현재 내가 빙의한 몸은 피오나.,and I’m currently in fiona’s body.,and I’m currently in fiona’s body.,"now, I have possessed fiona’s body.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
솔직히 아렌트를 까먹고 있던 이유는 간단하다.,"honestly, the reason why I forgot about arendt was simple.","honestly, the reason why I forgot about arendt was simple.","to be honest, I had forgotten about arendt for a simple reason.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
지금까지 내가 시그렌을 너무 신경 쓰고 있었으니까.,it was because I was too busy worrying about siegren.,it was because I was too busy worrying about siegren.,I had been too focused on siegren.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
시그렌~,siegren!,siegren!,siegren,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
작품 중반부터 등장했을 아렌트가,arendt was a character that appeared in the middle of the story.,arendt appeared in the middle of the story.,"arendt appears in the middle of the novel,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
원작 시작 전인 지금 벌써 내가 있는 곳에 등장할 줄이야.,I didn’t think he’d appear before the story even started.,I didn’t think I’d meet him before the story even started.,"so I didn’t expect him to appear now, which is way before the beginning of the original story.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"수도에 인구가 얼마나 많은데,",there are so many people in the capital.,there are so many people in the capital.,"of all the people I could run into in the capital,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
어떻게 이렇게 아렌트와 운명처럼 마주칠 수가…,how did I end up meeting arendt like this?,how did I meet him so easily?,I had to run into him like some twist of fate…,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
순수하게 확률로 따져도 굉장히 낮을 텐데.,the probability of this happening is so low.,the probability of that happening is so low.,the chances of that happening were next to nothing.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
나는 대체 얼마나 운이 안 좋은거야?!,how unlucky am I?!,how unlucky am I?!,why am I so unlucky?!,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
아렌트 클로비스.,arendt clovis.,arendt clovis.,arendt clovis is…,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"키워드는 계략남, 나쁜남자.","keywords: schemer, bad boy.","keywords: schemer, bad boy.",…an opportunist and the quintessential bad guy.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"다른 사람은 다 똥같이 여기지만,","he treats everyone like trash,","he treats everyone like trash,","he treats everyone else like trash,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
내가 사랑하는 여자 앞에서는 다정하지.,but he’s kind to the woman he loves.,but he’s kind to the woman he loves.,but he’s a gentleman to the woman he loves.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
분명 여주인공 시점으로 읽으면 꽤 재밌고 설레는 인물이다.,he’s a fun and exciting character to read about from the protagonist’s point of view.,he’s a fun and exciting character to read about from the heroine’s point of view.,he’s the kind of guy a female lead might find fun and intriguing.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"하지만 제 3자의 입장에서,","but from a third person’s point of view,","but if you’re a third party,",but what about from a third person’s point of view?,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
심지어 현실에서 마주친다면?,and if you met him in real life?,"or if you meet him in real life,",what if you had to deal with him in real life?,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
냅다 도망쳐야 할 성가신 캐릭터 1순위다!!,he’s the number one character you should run away from!,he’s the number one character you should run away from!!,you’d be wise to run straight in the opposite direction and never look back!!,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
아렌트는 겉모습이랑 달리 성격이 엄청 더럽다구.,"arendt has a really bad personality, despite his looks.",arendt’s personality is really bad.,"he may look sweet, but he’s got a mean spirit, that one.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
"에라, 모르겠다.","ugh, whatever.","whatever, I don’t care anymore.","oh, whatever.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
여차해서 일이 꼬이면 내가 먼저 쟤를 암살해 버려야겠다.,"if things get bad, I’ll just assassinate him first.","if things go south, I’ll just assassinate him first.","if things go south, I’ll take him out first before he takes me out.","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
날 최종보스로 만들려는 모든 캐릭터를 죽이면,"if I kill all the characters that try to make me the final boss,","if I kill all the characters that try to make me the final boss,","if I kill all the characters who direct me to being the final boss first,","냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
나는 선량한 피오나로 살아갈 수 있겠지.,I’ll be able to live as the good fiona.,I’ll be able to live as the good fiona.,I should be able to continue living as the nice fiona.,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
하하핫!,hahaha!,hahaha!,hahaha!,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
피오나 아가씨…?,lady fiona?,lady fiona?,lady fiona?,"냅다 도망쳐야 할 : Run away without hesitation
에라, 모르겠다 : Whatever, I don't care anymore
일이 꼬이면 : If things go south
밥 먹듯이 : As if it's nothing / Very frequently
끽 소리 하나 낼 수가 없어 : Can't utter a single word
기분 전환 제대로 하네 : This is a perfect refreshment"
