hangle,first_translate,idiom_translate,label,idiom
대피하라!,evacuate!,evacuate!,run!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
어둠에 절대 닿으면 안된다!,don’t let the darkness touch you!,don’t let the darkness touch you!,you mustn't come in contact with the darkness!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
성녀님은 어디 계시지?!,where is the saint?,where is the saint?,where's her holiness?!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
오셨다!,she’s here!,she’s here!,she's here!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
성녀님이 돌아오셨다!,the saint has returned!,the saint has returned!,her holiness is back!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
"자, 영애.","now, my lady.","my lady,","all right, eunice.",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
여기서부터는 기사를 따라 대피하세요.,please follow the knight and evacuate.,please follow the knights and evacuate.,you must follow the guards from here and evacuate.,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
"기사들, 성녀님을 확실히 호위하도록 해!","knights, make sure to protect the saint!","knights, make sure to protect the saint!","men, make sure to protect her holiness at all costs!",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
알겠습니다!,"yes, sir!","yes, sir!",we will!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
그럼 저는 이만…,I’ll be going now--,then I’ll be on my way--,"take care, then...",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
잠깐만요!,wait!,wait!,wait!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
"영애, 어둠이 다가오는 쪽으로 돌아갈 생각이신가요?","my lady, are you going back toward the darkness?","my lady, are you going back toward the darkness?","lady fiona, are you thinking of going toward the darkness?",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
본부에 아직 남아 있는 사람이 있을지도 모르니까요.,there might still be people left at the base.,there might be people left at the base.,there may be some people left at the base.,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
곧 돌아올 테니 걱정 마시고…,"I’ll be back soon, so don’t worry--","I’ll be back soon, so don’t worry--","I'll be right back, so don't worry...",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
무언가가 영애를 죽이려고 해요!,something is trying to kill you!,something is trying to kill you!,"something is trying to kill you, lady fiona!",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
…네?,what?,what?,sorry...?,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
저에겐 무언가가 느껴져요.,I can feel something.,I can feel it.,I can feel it.,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
"무언가,",something...,something...,something...,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
어둠 속에 있어요…,...is in the darkness...,...is in the darkness...,...is in the darkness.,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
피오나 헤일론 님!,lady fiona heylon!,lady fiona heylon!,lady fiona heylon!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
도와주세요!,help!,help!,help us!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
동료가 본부 안에 고립되어 있어요!,my comrade is trapped inside the base!,my comrade is trapped inside the base!,my colleague is stuck inside the base!,심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
"미안해요, 유니스.","I’m sorry, eunice.","I’m sorry, eunice.","I'm sorry, eunice.",심장을 바위가 짓누르는 것 같아 : It feels like a boulder is crushing my heart
