hangle,first_translate,idiom_translate,label,idiom
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,why does a little girl like you have to protect them?!,why does a little kid like you have to protect them?!,is the situation so serious that a child like her must go?!,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
그건….,well...,well...,well…,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"으악, 그러다가 제론이 널 쫓아내면 어쩌려고!",what if jeron kicks you out for saying that?!,ack! what if jeron kicks you out for saying that?!,"hey, what are you going to do if jeron kicks you out?!","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
시그렌!,siegren!,siegren!,siegren!,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
시그렌이 왜 화가 났는지는 알겠다.,I think I know why siegren is angry.,I think I know why siegren is mad.,I understand why siegren is mad.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
시그렌은 (내 설정상) 정의감을 갖춘 성품이니…,"siegren has a strong sense of justice (according to my setting),","siegren has a strong sense of justice (according to my setting),","it’s a part of siegren’s character (which I gave him) to seek justice,","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
작은 나를 전장에 보내는 게 거부감이 드는 거겠지.,so he probably feels uncomfortable about sending a little girl to the battlefield.,so he probably feels uncomfortable about sending a little kid like me to the battlefield.,so he feels bad that a little girl like me has to go to the battlefield.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
…왜 불러.,what?,what...?,what?,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"나는 괜찮으니까,","I’m fine,","I’m fine,",I’m fine.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
신경 쓰지 마.,so don’t worry about me.,so don’t worry about me.,don’t worry about it.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
뭐라고?!,what?!,what?!,what?,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
넌 무섭지도 않아?,aren’t you scared?,aren’t you scared?,aren’t you even scared?,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
그렇지만….,but...,but...,but…,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
난 여기가 아니면 갈 데가 없어.,...I have nowhere else to go.,I have nowhere else to go.,...I have nowhere else to go but here.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"나는 있을 곳이 필요했고,","I needed a place to stay,","I needed a place to stay,","I needed a place to stay,","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
헤일론 영지에는 마법사가 필요했지.,and house haylon needed a mage.,and house hylon needed a mage.,and heylon needed a mage.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
서로 필요했을 뿐인 관곈데 왜 화가 나겠어?,"we’re just using each other, so why would I be angry?","we just need each other, so why would I be mad?","we’re helping  each other, so there’s nothing to be mad about.","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
그렇다.,that’s right.,that’s right.,it’s true.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
애초에 이곳에 남기로 한 건 내 결정이었다.,I was the one who decided to stay here in the first place.,I was the one who decided to stay here in the first place.,it was my decision to stay here.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"날 전장에 보낸다고 화낼 이유도, 비판할 필요도 없다.",I have no reason to be angry or criticize them for sending me to the battlefield.,there’s no reason for me to be mad or criticize them for sending me to the battlefield.,there’s no reason to resent or criticize anyone for sending me to the battlefield.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"나는 적당한 나이가 될 때까지 있을 곳이 필요했고,","I needed a place to stay until I became an adult,","I needed a place to stay until I became an adult,","I needed a place to stay until I became old enough to take care of myself,","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
헤일론은 강한 마법사가 필요했다.,and house haylon needed a strong mage.,and house hylon needed a strong mage.,and heylon needed someone with strong magical powers.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
중요한 건 오직 그 사실관계 뿐이다.,that’s the only thing that matters.,that’s all there is to it.,that’s the  only thing that matters.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"그럼, 네 가족은?",then what about your family?,then what about your family?,then what about your family?,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
난 사생아야.,I’m an illegitimate child.,I’m an illegitimate child.,I’m an illegitimate child.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
아버지와 형제들이 날 여기로 보냈지.,my father and brothers sent me here...,my father and brothers sent me here...,my father and older siblings sent me here.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
다시는 집으로 돌아오지 못하길 바라며 말이야.,...because they didn’t want me to come back home.,...because they didn’t want me to return home.,they probably did it... hoping that I’d never return.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
시그렌도 비슷한 경험을 했으니 이제 알겠지.,siegren should know by now.,siegren should know by now since he’s experienced it himself.,"siegren has had a similar experience, so he probably knows...","선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
"세상엔 아이라는 이유로 자신을 보호해 줄 사람은 없고,",there’s no one in this world who will protect you just because you’re a child.,"no one will protect you just because you’re a child,",…that being a child doesn’t guarantee one’s safety...,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
스스로 몸을 지키려면 대가를 치러야 하는걸.,you have to pay a price to protect yourself.,and you have to pay a price to protect yourself.,...and that one must pay a price in order to protect oneself.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
세상에 이유 없는 호의는 없다는 걸.,there’s no such thing as kindness without reason.,there’s no such thing as kindness without a reason.,there is no such thing as unconditional kindness in this world.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
…죽을 수도 있다고.,"you could die, you know.","you could die, you know.",you could die out there.,"선을 그으면서 : keeping a distance
핑계가 떨어진 셈이다 : ran out of excuses"
