hangle,first_translate,idiom_translate,label,idiom
리비아 영애보다 나와 노는 게 더 재밌을 거야.,I’ll make sure you have more fun with me than with lady livia.,you’ll have more fun with me than you will with lady livia.,I bet you'll enjoy being with me more than being with lady livia.,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
내가 그러도록 노력할 테니까.,I’ll do my best to make that happen.,I’ll make sure of it.,"you’ll let me prove it to you,","이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
…응?,huh...?,huh...?,"won’t you,","이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
피오나.,fiona.,fiona.,fiona?,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
시그렌.,siegren.,siegren.,siegren...,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
인정할 수밖에 없겠다.,I have no choice but to admit it.,I have no choice but to admit it.,I had to admit...,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
이건 좀 먹혔다.,that was effective.,this had some effect.,...that he actually got to me this time.,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
내가 너한테 무르다는 걸 알고 얼굴을 너무 남발하는 거 아냐?!,"he knows I’m soft on him, so he’s using his face to his advantage!",aren’t you overusing your looks because you know I’m soft on you?!,don’t you think you’re taking advantage of my soft spot for your face?!,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
키스마크 하나에도 얼굴을 붉히던 순진한 녀석은 어디로 간 거야!,what happened to the innocent boy who blushed at the sight of a hickey?!,what happened to the innocent guy who blushed at the sight of a hickey?!,where's the sweet boy that used to blush at something as little as a hickey?,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
내 시그렌을 돌려줘!,give me back my siegren!,give me back my siegren!,I want that siegren back!,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
안 돼.,no.,no.,"no, you can’t prove it...","이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
난 리비아 영애와 친하게 지낼 거야.,I’m still going to be friends with lady livia.,I’m going to be friends with lady livia.,...because I'm going to become close friends with lady livia.,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
…아쉽네.,that’s too bad.,that’s too bad.,that's too bad...,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
잠깐 손 좀 줘봐.,give me your hand for a second.,give me your hand for a second.,give me your hand for a second.,"이건 좀 먹혔다 : This had some effect
얼굴을 너무 남발하는 거 아냐?! : Aren't you overusing your looks?!
입장을 바꿔서 상상해 봐 : Put yourself in my shoes
양다리 걸치는 건 절대 안 돼 : You can't two-time
마음이 떠나면 확실히 끝내야지! : If your heart has left, end it clearly!
저런 까칠한 성격이라면 여자한테도 금방 차일 거야! : With that prickly personality, he'll get dumped in no time!
설마 차이는 건 아니겠지 : No way I'm getting dumped, right?"
