hangle,first_translate,idiom_translate,label,idiom
어니스트 공작님네 기사들이네.,those are duke ernest’s knights.,those are duke ernest’s knights.,those were duke ernest’s knights.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"저렇게 서둘러 이동하다니,",they’re moving so quickly.,they’re moving so quickly.,why are they in such a hurry?,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
무슨 일이지…,I wonder what’s going on...,I wonder what’s going on...,is something wrong…?,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
후후.,hehe.,hehe.,hehe.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
저는 무슨 일인지 알 것도 같습니다.,I think I know what it is.,I think I know what’s going on.,I think I know what they’re up to.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
영애에게 지지 않기 위해 큰 한 방이라도 노리는 거겠지요.,"they’re probably trying to get a big catch so they don’t lose to you, my lady.","they’re probably trying to land a decisive blow so they don’t lose to you, my lady.","they’re trying to aim for something big so they don’t lose to you, my lady.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
클로비스 후작님.,marquess clovis.,lord clovis.,"greetings, my lord.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
영애께서도 자리를 이동해서 마저 사냥을 하실 건가요?,"will you be moving to another location to continue hunting, my lady?","are you going to continue hunting in a different area, my lady?","will you move somewhere else and continue hunting, my lady?","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
아뇨.,no.,no.,"no,","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
체력 문제가 있어서 잠시 쉬려고요.,I’m taking a break because I’m a bit tired.,I’m going to take a break because I’m a bit tired.,I’m feeling a bit tired and need some rest.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
그렇군요.,I see.,I see.,I see.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
피오나 영애는 헤일론에서 오랫동안 마물을 상대했죠.,"you’ve fought against demons in the hylon territory for a long time, lady fiona.",you’ve fought against demons in the kingdom of hylon for a long time.,"lady fiona, you’ve been fighting beasts for a long time in heylon.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
개인적으로 마물에 관해 영애의 의견을 듣고 싶습니다만.,I’d like to hear your opinion about demons.,I’d like to hear your opinion on demons.,I would personally like to hear what you have learned about the beasts.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
제가 답변해 드릴 수 있는 거라면요.,I’ll answer if I can.,I’ll answer if I can.,I will do my best to try and answer you.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
영애는 혹시 ‘어둠’에 대해 들어본 적 있습니까?,have you ever heard of the “darkness”?,have you ever heard of “darkness”?,have you heard of the “darkness”?,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
어느 정도 예상했던 질문이다.,I was expecting this question.,I was expecting him to ask about that.,I’m not surprised he asked.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"아렌트가 말한 ‘어둠’은, 통상적인 의미로 쓰이는 단어가 아니다.",arendt isn’t using the word “darkness” in its usual sense.,arendt isn’t using the word “darkness” in its usual sense.,this “darkness” arendt speaks of isn’t what it means in the ordinary sense of the word.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"네, 들어 본 적 있어요.","yes, I’ve heard of it.","yes, I have.","yes, I have heard of it.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
작중 피오나가 최종 보스가 된 가장 큰 이유가 이 ‘어둠’을 다루려고 하다가 실패한 거니까.,the biggest reason why fiona became the final boss in the original story was because she failed to control the darkness.,the reason fiona became the final boss in the original story was because she tried to control the darkness and failed.,"in the original story, fiona becomes the ultimate boss because she failed to master this “darkness.”","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"어둠은 일정한 형체가 없는 존재로,",the darkness is a formless entity...,"the darkness has no fixed form,","the darkness has no form,","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
보통 전조도 없이 등장하기에 피할 방법도 없다.,"...that usually appears without warning, so there’s no way to avoid it.","and it usually appears without warning, so there’s no way to avoid it.","and it appears without warning, so it can’t be avoided.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"다만 그것이 나타나면 땅은 메말랐고, 주변 마물은 흉포해졌다.","however, when it appears, the land becomes barren, and the demons become more ferocious.","however, when it appears, the land becomes barren, and the demons become more vicious.","wherever it appears, the land becomes barren and the beasts become more aggressive.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
어둠이란 현상이 나타난 지역의 마물은 더욱 광폭하고 강해진다고 하죠.,they say the demons in the area where the darkness appears become more violent and powerful.,I heard that demons become more violent and powerful in areas where the darkness appears.,they say the beasts become more violent whenever the darkness appears.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"예, 맞습니다.","yes, that’s right.","yes, that’s right.","yes, you’re right.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
‘어둠’이란 단어자체는 아카데미 학자들이 처음 그 현상을 파악했을 때 명명됐지만…,"the word “darkness” was coined by the academy scholars when they first identified the phenomenon,","the word “darkness” was coined by the academy scholars when they first discovered the phenomenon,","the term “darkness” was coined when scholars first noticed the phenomenon,","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
학자들도 어둠에 대한 건 어느 것 하나 확언을 못하죠.,but the scholars can’t say anything for certain about it.,but even they can’t say anything for certain about it.,but not a single scholar can say anything about the darkness with certainty…,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"왜냐하면 어둠을 직접적으로 목격한……,",that’s because there are no survivors...,that’s because there are no survivors...,"…because no one has seen it,","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
생존자가 없기 때문이죠.,...who have witnessed the darkness.,...who have seen the darkness directly.,or live to tell about it.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"네, 맞습니다.","yes, that’s right.","yes, that’s right.","yes, that’s right.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
알고 계시는군요.,so you know about it.,you already knew.,you know correctly.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
보통 어둠과 닿은 사람은 모두가 죽었다.,"usually, everyone who comes in contact with the darkness dies.",everyone who has come into contact with the darkness has died.,people die when they encounter the darkness.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"그 현상을 직접 목격한 자가 한 명도 없으니, 자연히 정보의 양 자체가 매우 적다.","since no one has witnessed the phenomenon, there’s very little information about it.","no one has witnessed the phenomenon directly, so there is very little information about it.","none have actually bore witness to it and survived, so there is very little information about it.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"그러나 실은 단 한 명,","however, there is one person...","however, there is one person...","however, there is one person…","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
어둠과 닿고도 생존한 사람이 있다.,...who survived after coming in contact with the darkness.,...who came into contact with the darkness and survived.,…who survived an encounter with the darkness.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
바로 눈 앞에 있는 아렌트 클로비스.,"it’s arendt clovis, who’s standing right in front of me.","it’s arendt clovis, who’s standing right in front of me.",it’s none other than arendt clovis who stands before me.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"어릴 적, 그는 어둠이 나타난 순간을 목격하고도 살아남았다.","when he was young, he witnessed the darkness and survived.","when he was young, he witnessed the darkness and survived.",he saw the darkness as a little boy and survived.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
"…비록, 커다란 후유증이 남아","however, he suffered from severe aftereffects...","however, he suffered from severe aftereffects,","however, he was left with severe side effects after encountering it.","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
어둠에 의한 후유증을 최대한 늦춰 주는,...and had to carry a processed magic stone...,so he always carries a processed magic stone...,"in order to suppress it,","큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
가공한 마석을 늘 지니고 다니게 되었지만.,...that delayed the effects of the darkness.,...that delays the aftereffects of the darkness.,he carries a crafted magic stone with him at all times.,"큰 한 방 : a decisive blow
농땡이 치다 : slack off
분위기가 이상해 : something feels off
인력 낭비 : a waste of manpower"
