hangle,first_translate,idiom_translate,label,idiom
새로운 혼약자를 만들면 되는 거죠?,"I just need to find a new fiancé, right?","so I just need to find a new fiancé, right?",I guess I’ll have to find someone else to get engaged to.,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
"아, 아가.",d-dear...,"o-oh, dear.",b-but...,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
하지만 이리 급하게 구해도 괜찮겠니?,but are you sure you want to find one so quickly?,but are you sure you want to find one so quickly?,...are you sure you want to find someone in such a hurry?,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
어쩔 수 없으니까요.,I don’t have a choice.,I have no choice.,I have no choice.,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
황후 폐하와 황태자 전하께서 왜 이리 서두르시는 걸까.,I don’t understand why the empress and the crown prince are in such a rush.,why are the empress and the crown prince rushing this so much?,"I’m not sure why the empress and the crown prince are trying to rush things,","말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
시그렌 전하와 북부를 경계하시는 마음은 알겠지만…,"I understand that they’re wary of prince siegren and the north, but...","I understand that they’re wary of prince siegren and the north, but...",but it might be because they want to take precautions against prince siegren and the north…,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
정략혼으로 프리실라가 힘을 보태주기를 바라시는 거겠죠.,they probably want to strengthen their power through an arranged marriage with house priscilla.,they probably want priscilla to gain more power through a political marriage.,I’m sure this arranged marriage is to ensure support from house priscilla.,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
"그래도 리비아,","still, livia...","still, livia,","but livia,","말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
당장 혼약자를 만드는 건 조금 더 생각해 보렴.,you should think about it a bit more before you find a new fiancé.,please think about this a little more before you decide.,you should really think carefully about finding a different fiancé.,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
그렇다면.,"in that case,",then...,"in that case,","말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
남은 방법 중 가장 쉬운 건,the easiest way to avoid this...,...the easiest way to solve this problem...,the easiest way to solve this is…,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
나 자신이 혼약을 할 수 없을 만큼 큰 추문을 만드는 것.,...is to create a scandal so big that I can’t get engaged.,...is to create a scandal so big that I can’t get engaged to anyone.,…getting involved in a scandal that won’t make me desirable at all.,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
하지만 황태자 때문에 내가 쌓아온 명예를 더럽혀야 하나?,but do I really have to ruin the honor I’ve built up because of the crown prince?,but should I really ruin my reputation because of the crown prince?,but must I sully the reputation I’ve worked so hard to build because of the crown prince?,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
왜 내가 잘못한 것도 아닌데 피해를 봐야 해.,why do I have to suffer when I didn’t do anything wrong?,why should I suffer when I didn’t do anything wrong?,why must I suffer when I’ve done nothing wrong?,"말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
방법이 하나 더 있기는 하네.,there’s one more way.,there’s one more way.,"there is another way, though.","말 다했지 : That says it all
깽판 친 : Caused a huge mess
열받아서 : Got furious
휩쓸리는 바람에 : Got caught up in something
겸사겸사 : While I'm at it
여차하면 : If push comes to shove
놀다가 걸린 : Got caught while messing around
줄줄이 걸려 : Got caught one after another
유용하게 이용해 먹을 수 있을 것 같은데 : I might be able to take advantage of this"
