hangle,first_translate,idiom_translate,label,idiom
저기…,um...,um...,um…,탄탄대로 : a smooth road ahead
시그렌…?,siegren...?,siegren...?,siegren...?,탄탄대로 : a smooth road ahead
그럼 내가 가만히 있을 줄 알았나.,did you think I’d just let you go?,did you think I’d just let you go?,did she  think I’d just stand here?,탄탄대로 : a smooth road ahead
으아아…,ah...,aaah...,uuugh…,탄탄대로 : a smooth road ahead
더 꽉 안겨버렸어…,he’s holding me even tighter...,he’s holding me even tighter...,now he’s holding me even tighter…,탄탄대로 : a smooth road ahead
피오나.,fiona.,fiona.,"fiona,",탄탄대로 : a smooth road ahead
"…너, 앞으로 어떻게 할 생각이야?",what are you planning to do now?,what are you planning to do from now on?,what do you plan to do next?,탄탄대로 : a smooth road ahead
음…,hmm...,hmm...,um…,탄탄대로 : a smooth road ahead
일단 공작님이 내준 숙제부터 해결해야겠지?,I guess I should finish the assignment duke isaac gave me first.,I guess I should finish the homework duke aevery gave me first.,I guess I’ll  finish up what the duke assigned me to do.,탄탄대로 : a smooth road ahead
여기 저택의 일?,you mean the work around the manor?,you mean the work at the manor?,you mean  the work you’re doing at the estate?,탄탄대로 : a smooth road ahead
응.,yeah.,yeah.,yes.,탄탄대로 : a smooth road ahead
하여간 넌 항상 무르구나.,you’re always so soft.,you’re always so soft.,you’re such a softie.,탄탄대로 : a smooth road ahead
처음 만났을 때부터 늘 그랬다.,you’ve always been like that since we first met.,you’ve always been like that since we first met.,she was like that since the day we first met.,탄탄대로 : a smooth road ahead
"딱히 한 곳에 머무르거나,",you never planned to stay in one place...,you never planned to stay in one place...,"even if she didn’t stay long in one place or fully commit herself to someone,",탄탄대로 : a smooth road ahead
온전히 마음을 줄 생각은 없는 주제에 상냥했다.,"...or give your heart to anyone, but you were always kind.","...or give your heart to anyone, but you were always kind.",she was always incredibly kind.,탄탄대로 : a smooth road ahead
어차피 떠날 거면 아벨도 아예 내쳐버리지 그랬어.,why didn’t you just push abel away if you were going to leave anyway?,why didn’t you just cut abel out of your life if you were going to leave anyway?,you should’ve left abel as well if you were gonna leave for good.,탄탄대로 : a smooth road ahead
그랬다가는 공작님이 대륙 끝까지 쫓아올 걸?,"if I did that, duke isaac would have chased me to the ends of the earth.","if I did that, duke aevery would have chased me to the ends of the earth.",he’d chase  me down all the way to the edge of the continent.,탄탄대로 : a smooth road ahead
뭐…,well...,well...,"well,",탄탄대로 : a smooth road ahead
내가 좀 무른 면이 있다는 걸 부정할 수는 없지만.,I guess I can’t deny that I’m a bit soft.,I can’t deny that I’m a bit soft.,I can’t deny that  I do have a bit of a soft side.,탄탄대로 : a smooth road ahead
그래.,yeah.,yeah.,yes…,탄탄대로 : a smooth road ahead
네가 그런 성격이니까,"because you’re like that,","because you’re like that,",that’s the  kind of person you are.,탄탄대로 : a smooth road ahead
난 늘 틈을 파고들어서 지금까지 쭉 곁에 있을 수 있었어.,I was able to find a way to stay by your side all this time.,I was able to find a way to stay by your side all this time.,I always  used that side of you to keep you close  to me.,탄탄대로 : a smooth road ahead
넌 내가 이런 생각을 하는 줄은 모르겠지.,you probably have no idea I think this way.,you probably don’t know I think like this.,you probably don’t know I feel this way about you.,탄탄대로 : a smooth road ahead
저택일이 끝나면 어떻게 할 거야?,what are you going to do after you finish the work around the manor?,what are you going to do after you finish the work at the manor?,what are you going to do after you finish the duke’s work?,탄탄대로 : a smooth road ahead
집을 살 거야.,I’m going to buy a house.,I’m going to buy a house.,I’m going to buy a house.,탄탄대로 : a smooth road ahead
어디에?,where?,where?,where?,탄탄대로 : a smooth road ahead
"시골 쪽으로 가려 했는데,","I was thinking of moving to the countryside,","I was thinking of going to the countryside,","I thought about finding a place in the countryside,",탄탄대로 : a smooth road ahead
생각보다 많이 불편할 것 같아서.,but I think it might be more inconvenient than I thought.,but I think it’ll be more inconvenient than I thought.,but it might be more complicated than I thought.,탄탄대로 : a smooth road ahead
그냥 좀 조용한 외곽 쪽의 집을―,so I’m thinking of buying a house in a quiet--,so I’m thinking of getting a house in a quiet--,maybe I’ll  get someplace quite on the outer--,탄탄대로 : a smooth road ahead
피오나.,fiona.,fiona.,fiona.,탄탄대로 : a smooth road ahead
할 말이 있어.,I have something to tell you.,I have something to say.,I have something to tell you.,탄탄대로 : a smooth road ahead
얘가 오늘따라 왜 이러지…,what’s gotten into him today...?,what’s wrong with him today...?,what is with him today...?,탄탄대로 : a smooth road ahead
…뭔데?,what is it...?,what is it?,what is it?,탄탄대로 : a smooth road ahead
네가 전에 했던 말 기억나?,do you remember what you said to me before?,do you remember what you said to me before?,do you remember what you told me?,탄탄대로 : a smooth road ahead
내가 전에 했던 말?,what I said to you before?,what I said to you before?,"uhh, what I did I tell you?",탄탄대로 : a smooth road ahead
"뭐, 뭐지?!",wh-what is he talking about?!,wh-what is he doing?!,wh-what did I say?!,탄탄대로 : a smooth road ahead
"내가 도움이 필요하면,","you said if I ever needed help,","you said if I ever needed help,",you said  you’d always be there for me…,탄탄대로 : a smooth road ahead
언제든지 곁으로 오겠다고.,you would come to me.,you’d come to me.,…when  I needed you.,탄탄대로 : a smooth road ahead
