hangle,first_translate,idiom_translate,label,idiom
북부 최전방 헤일론,"heylon, the northernmost region","heylon, the northernmost region",heylonthe northern frontlines,내 무덤을 내가 팠지 : I brought this upon myself
여기가 헤일론 공작 성….,so this is the heylon estate...,so this is the heylon manor...,this must be duke heylon’s castle.,내 무덤을 내가 팠지 : I brought this upon myself
엄청난 위압감이야…,it’s so intimidating...,it’s so intimidating...,what an incredibly strong presence...,내 무덤을 내가 팠지 : I brought this upon myself
나는 결국 가족에게 떠밀려 무자비한 공작이 다스린다는 북부 최전방에 왔다.,"in the end, my family sent me to the northernmost region, which is ruled by the ruthless duke heylon.","in the end, my family pushed me to come to the northernmost region, which is ruled by the ruthless duke.","after being  pushed out by my  family, I finally arrived  at the northern front, which was ruled by  the ruthless duke  heylon.",내 무덤을 내가 팠지 : I brought this upon myself
딱 봐도 마왕성 같은 게 사람 엄청 굴릴 것 같다.,he looks like the devil himself. I bet he’s going to work me to the bone.,"just looking at it, I can tell that the people here are going to be tough.",this place  feels more like  the castle of an evil overlord.,내 무덤을 내가 팠지 : I brought this upon myself
내 무덤을 내가 팠지...,I dug my own grave...,I brought this upon myself...,"ugh,  I think I dug my own grave.",내 무덤을 내가 팠지 : I brought this upon myself
이쪽으로.,this way.,this way.,this way.,내 무덤을 내가 팠지 : I brought this upon myself
문을 열어라.,open the door.,open the doors.,open  the doors.,내 무덤을 내가 팠지 : I brought this upon myself
"문이, 엄청 커…!!",the door is so big...!!,the doors are so big...!!,they’re  so huge...!,내 무덤을 내가 팠지 : I brought this upon myself
"북부의 공작, 아벨 헤일론","the duke of the north, abel heylon","duke of the north, abel heylon","abel heylon,  the duke of the north",내 무덤을 내가 팠지 : I brought this upon myself
너 나름대로는 각오했겠지. 하지만…,"I’m sure you’ve prepared yourself for this, but...","you must have prepared yourself for this, but...","I’m sure it  took courage to come here,",내 무덤을 내가 팠지 : I brought this upon myself
너 같은 어린애는 여기에 필요 없다.,...a child like you is not needed here.,...we don’t need a child like you here.,but we don’t need children like you.,내 무덤을 내가 팠지 : I brought this upon myself
집으로 돌아가도록.,go back home.,go back home.,go back  home.,내 무덤을 내가 팠지 : I brought this upon myself
쓸모없는 자에게 투자할 시간은 없다 이건가.,"so he doesn’t want to waste his time on someone useless, huh?",he’s saying he doesn’t have time to invest in someone useless.,is he saying  that I’m a waste of time?,내 무덤을 내가 팠지 : I brought this upon myself
"아벨은 모르겠지만, 지금의 나는 마땅히 돌아갈 곳도 없어.","abel doesn’t know this, but I have no place to go back to.","abel doesn’t know this, but I don’t have a home to go back to.","I’m sure abel doesn’t know this, but there’s nowhere for me to go  back to.",내 무덤을 내가 팠지 : I brought this upon myself
"원작 속의, 자신의 마법적 재능을 모르던 피오나는-","in the original story, fiona didn’t know about her magical powers,","the fiona in the original story, who didn’t know about her magical powers,","in the novel,  fiona wasn’t aware of her talent for magic…",내 무덤을 내가 팠지 : I brought this upon myself
이렇게 그린 가문에서도 헤일론에서도 쫓겨난다.,so she was kicked out of both the green and heylon families.,was kicked out of both the green and heylon families.,…and was cast  out of both house green and house heylon.,내 무덤을 내가 팠지 : I brought this upon myself
그리고 이때 세상에 버림받은 상처가,the pain of being abandoned by the world...,the pain of being abandoned by the world...,the pain of  being abandoned  by everyone in the world was…,내 무덤을 내가 팠지 : I brought this upon myself
후에 피오나가 악역이 되는 결정적인 계기가 된다.,...was the decisive factor that turned fiona into a villain.,...was what ultimately turned fiona into a villain.,…what later sent her down the dark path of villainy.,내 무덤을 내가 팠지 : I brought this upon myself
하지만 지금의 나는 알고 있어.,but the current me knows...,but I know now.,"but unlike  the original fiona,",내 무덤을 내가 팠지 : I brought this upon myself
