hangle,first_translate,idiom_translate,label,idiom
와아…,wow...,wow...,wow…,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
사람 많다.,there are so many people.,there are so many people.,look at all these people.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
꽃보다 사람 구경하는 기분인걸?,"I feel like I’m here to see people, not flowers.","it feels like I’m here to see people, not flowers.",it feels like I’m watching people more than the flowers.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
예쁘죠?,"they’re pretty, aren’t they?","they’re pretty, aren’t they?",isn’t it pretty?,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
수도의 대표적인 축제 중 하나인 꽃 축제랍니다.,"this is the flower festival, one of the capital’s most famous festivals.",this is one of the capital’s most famous festivals.,the flower festival is one of the highlights of the capital.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
아하하…,haha...,ahaha...,ahaha...,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
네…,yes...,yes...,I see.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
하루종일 장부를 살펴도 모자랄 판에,"I have so much work to do,",there’s a reason why I’m here...,there’s a reason I put aside the ledgers for the day…,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
갑자기 꽃놀이를 오게 된 데는 이유가 있다.,but there’s a reason I’m here at the flower festival.,...instead of looking over the ledgers.,…and suddenly came to the flower festival.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
"피오나 아가씨,","miss fiona,","miss fiona,","lady fiona,","머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
지금 이 시기가 꽃놀이 하기에 제일 좋답니다.,this is the best time to see the flowers.,now is the best time to go see the flowers.,it’s the perfect time of the year to go see the flowers.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
네? 저는 저택의 일을 해야 하는데요.,what? but I have work to do.,what? but I have to work.,really? but I have work to do.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
가끔은 머리를 식혀줘야 한답니다.,you need to take a break sometimes.,you need to clear your mind once in a while.,you want to get some fresh air from time to time.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
전 항상 이맘때쯤 아가씨 또래의 손녀와 꽃놀이를 가곤 했어요.,I used to come here with my granddaughter around this time every year.,"I used to come here with my granddaughter, who was about your age.",I used to go to the flower festival with my granddaughter who is around your age.,"머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
"이제는 같이 갈 수 없는데도, 자꾸 그때 생각이 나네요.","I keep thinking about her, even though we can’t come together anymore.","I can’t come with her anymore, but I keep thinking about those times.","I can’t go with her now, but I think about her a lot around this time of the year.","머리를 식혀주다 : clear one's mind
숨을 돌리다 : take a breather
넋 놓고 있다 : be lost in thought"
