hangle,first_translate,idiom_translate,label,idiom
"이제 네가 가고 싶은 곳이 있다면 떠나도 좋다,","you can go anywhere you want now,","you may leave if there is somewhere you want to go now,","if you wish  to leave this place,","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
피오나.,fiona.,fiona.,"you may, fiona.","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
너는 이제 막 성인이 되었다.,you’ve just become an adult.,you have just become an adult.,you’re an adult now.,"부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
원하는 게 있다면 자유롭게 할 수 있어.,you can do whatever you want.,you are free to do whatever you want.,so you are free to do whatever you want.,"부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
네 마법 실력이라면 수도에서 부귀영화를 누릴 수도 있을 테고.,"with your magic skills, you can live a life of luxury in the capital.","with your magic skills, you could enjoy wealth and honor in the capital.","with your skills  in magic, you could even enjoy great fame and fortune  in the capital.","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
…사생아인 게 신경쓰이면 헤일론의 이름으로 후견인을 해 주마.,"if you’re worried about being an illegitimate child, I’ll be your guardian under the name of the house of haylon.","if being an illegitimate child bothers you, I will be your guardian under the name of house haylon.","if you feel  uneasy about being called an illegitimate child, I can also make you my ward.","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
그러면 수도에서도 널 함부로 대하지는 못할 거다.,then no one will be able to treat you badly in the capital.,"that way, no one will treat you badly in the capital.","that way,  no one in the capital will dare to look down  on you.","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
어… 정말 의외네요.,oh... I’m surprised.,oh... I’m surprised.,this...  is really unexpected.,"부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
뭐가.,by what?,why?,what?,"부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
공작님이 이런 친절한 제안을 해 주시다니…,"that you’d make such a kind offer, your grace...",I didn’t think you would make such a kind offer...,"well,  I didn’t expect you to be so considerate,  your grace.","부귀영화를 누리다 : enjoy wealth and honor
피도 눈물도 없다 : be cold-hearted
등을 떠밀다 : push someone into something
피오나 네가 원한다면… 널 이곳으로 떠민 본가를 부수는 일도 해 주마 : If you want, I can destroy the family that forced you out
한결같다 : be consistent
눈곱만큼도 관심 없다 : have not the slightest interest
감정을 쏟다 : waste emotions on something
생사고락을 함께하다 : go through thick and thin together"
