hangle,first_translate,idiom_translate,label,idiom
젠.,zen.,zen.,zen.,눈뜨고 볼 수가 없구나 : I can't stand to watch
"너도 알다시피, 아버지가 쓰러지셨다.","as you know, father has collapsed.","as you know, father has collapsed.","as you know, father has fallen ill.",눈뜨고 볼 수가 없구나 : I can't stand to watch
"의원은 아버지가 의식을 차릴 가능성이 거의 없으니,","the doctor said there’s little chance of him regaining consciousness,","the doctor said there is little chance of him regaining consciousness,","the doctor says there’s no chance of him regaining consciousness,",눈뜨고 볼 수가 없구나 : I can't stand to watch
마음의 준비를 하라더군.,so we should prepare for the worst.,so we should prepare for the worst.,and that we should prepare for the worst.,눈뜨고 볼 수가 없구나 : I can't stand to watch
문제는-,the problem is...,the problem is...,but the problem is…,눈뜨고 볼 수가 없구나 : I can't stand to watch
이게 아버지가 정식 유언장을 작성하기도 전에 일어난 일이란 거지.,...this happened before father could write his will.,...this happened before he could write an official will.,…that all this happened before father had a chance to write a formal will.,눈뜨고 볼 수가 없구나 : I can't stand to watch
"그렇게 되었으니,","so,","so,","now that it’s come to this,",눈뜨고 볼 수가 없구나 : I can't stand to watch
"장남이자 가문의 후계자인 내가,","as the eldest son and heir of the family,","as the eldest son and heir of the family,","it’s only right that I, the family’s eldest son and heir,",눈뜨고 볼 수가 없구나 : I can't stand to watch
상속에 관한 문제를 정하는 게 당연하다!,it’s only right that I decide who will inherit the family fortune!,it is only right that I decide who gets what!,should decide the inheritance!,눈뜨고 볼 수가 없구나 : I can't stand to watch
"그린 백작가의 장남, 카인델","the eldest son of count green, caindel","the eldest son of count green, caindel",caindel  eldest son of count green,눈뜨고 볼 수가 없구나 : I can't stand to watch
형님…,brother...,brother...,"I admire your sense of humor,",눈뜨고 볼 수가 없구나 : I can't stand to watch
재밌는 소리를 하시네요.,you’re saying some funny things.,you’re saying some interesting things.,caindel.,눈뜨고 볼 수가 없구나 : I can't stand to watch
요즘 세상에 첫째만 가문을 이어받으란 법이 있습니까?,there’s no law that says the eldest son must inherit the family fortune.,what makes you think the eldest son is the only one who can inherit the family title?,who in this day  and age would say the eldest alone should carry on the family name?,눈뜨고 볼 수가 없구나 : I can't stand to watch
"그린 백작가의 차남, 젠","the second son of count green, zen","the second son of count green, zen",zen  count green’s second son,눈뜨고 볼 수가 없구나 : I can't stand to watch
그린가는 마법사 가문입니다.,the green family is a family of mages.,house green is a family of mages.,house green is a family of mages.,눈뜨고 볼 수가 없구나 : I can't stand to watch
마법 실력이 더 나은 쪽이 가문을 이어받는 게 당연하죠.,it’s only right that the one with the better magic skills inherits the family fortune.,it’s only right that the one with the better magic skills inherits the family title.,the one best-skilled in magic should be the one to continue the family name.,눈뜨고 볼 수가 없구나 : I can't stand to watch
큭...!,ugh...!,ugh...!,ha!,눈뜨고 볼 수가 없구나 : I can't stand to watch
지금 네가 나보다 마법 실력이 낫다고 말하는 거냐?!,are you saying you have better magic skills than me?!,are you saying that your magic skills are better than mine?!,are you saying that my skills are inferior in comparison?!,눈뜨고 볼 수가 없구나 : I can't stand to watch
