hangle,first_translate,second_translate,label
"…그래서,",so...,"...So,",so...
안 하시는 건가요?,...are you not going to do it?,Are you not going to do it?,...when will you be setting the date...
약혼.,"the engagement, I mean.",Engagement.,...for your engagement?
약혼이요…,the engagement...,Engagement...,my engagement...?
"그렇죠, 보통 약혼을 하죠….","yes, I suppose that’s what people usually do...","Yes, people usually get engaged...","right,  that's how it's normally done, isn’t it?"
이제 생각해 봐야겠…내요?,I guess I should think about it now...,I guess I should think about it now...,I guess we'll have to start thinking about that now...
피오나 영애는 늘 여러 의미로 느긋하네요….,"you’re always so laid-back about everything, my lady...","Fiona, you’re always so laid-back in many ways...","you really are quite laid back in many ways, lady fiona..."
얼마 전까지도 헤어지냐 마냐로 고민했는걸…!,I was just thinking about whether or not to break up with him!,I was still debating whether to break up or not a while ago!,"well, I was thinking about breaking up with him not too long ago...!"
딱히 급할 것도 없으니까요.,there’s no need to rush.,There's no particular need to rush.,there's no reason to rush things.
시그렌도 그런걸 염두하고 있을지도 의문이고….,I’m not even sure if siegren is thinking about it...,I wonder if Siegren is even considering that...,I'm not sure if siegren has even been thinking about it.
일단 아벨이 수도로 오지도 않았지.,abel hasn’t even come to the capital yet.,abel hasn’t even come to the capital yet.,"and besides, abel isn't even here in the capital."
‘저희 약혼할게요!’ 하면 무슨 반응이 나올지도 모르겠고.,"I don’t know how siegren will react if I suddenly say, “let’s get engaged!”","I don’t know how people will react if we suddenly announce, “We’re getting engaged!”","I don't  know how he'll react to me saying, ""we're engaged!"""
8시 이후 시그렌       출입 금지,siegren not allowed after 8 o’clock,Siegren not allowed after 8 o’clock.,No Entry for Siegren after 8 P.M.
곧 출입 금지 시간이군.,it’s almost time for me to leave.,It’s almost curfew time.,I'll have to leave soon.
돌아갈게.,I’ll get going now.,I’ll be going back.,good night.
왜 착실하게 지키는 거야?!,why is he following the rule so strictly?!,Why is he being so diligent about it?!,why are  you being so obedient?!
8시가?!,why is he following the rule so strictly?!,8 o'clock?!,8 p.m.?!
중학생들이냐고,are you a middle schooler?,Are you middle schoolers?,"what are we,  middle schoolers?!"
그런데 생각해 보니,"but now that I think about it,","But now that I think about it,","come to think of it,"
시그렌이 나하고 결혼하면…,if siegren and I get married...,If Siegren and I get married...,"if siegren and I really were to get married,"
누가.,you’re...,Who.,who said...
네 장인이지?,"...his future father-in-law, right?","He's your father-in-law, right?",...I’d be your father-in-law?!
무슨 생각해요?,what are you thinking about?,What are you thinking about?,what are  you thinking about?
황태자와 황후가 없는 평화로운 사교계.,high society without the crown prince and the empress...,A peaceful high society without the crown prince and the empress.,"there's peace  in high society without the crown prince and the empress,"
아….,oh...,Oh...,oh...
…일단 시그렌한테 이것부터 괜찮은지 물어봐야지.,I should ask siegren if he’s okay with that first...,I should ask Siegren if this is okay with him first.,I'll have to talk to siegren about this first.
여러모로 새로운 고민거리가 던져졌다.,I have a lot of new things to think about now.,A new concern has arisen in many ways.,but there are still many new things to worry about.
아무것도 아니에요.,it’s nothing.,It's nothing.,it's nothing really.
"뭐야,",huh?,What?,what’s...
"케인 에레즈가 쩔쩔매고 있고,",cain ereze is struggling helplessly...,cain ereze is struggling helplessly.,cain ereze seems quite flustered...
그 앞에 선 건 대여섯 살은 차이 날 10대 후반의 소녀…,...against a young lady who looks to be in her late teens...,"Standing in front of him was a girl in her late teens, likely six or seven years younger.",...in front of  that teenage girl who looks at least five years younger than him...
누구지?,who is she?,who could it be?,who is she?
척 봐도 보통 신분은 아닌데.,she doesn’t look like she’s of common status.,She doesn’t look like she’s of common status.,"she clearly doesn't look like a commoner,"
얼굴을 아는 귀족 영애도 아니다.,but she’s not a noble lady I know.,She’s not a noble lady whose face I recognize.,but she's  not a noble lady I recognize either.
설마….,wait...,No way...,hang on...
'전 애인' 같은 건 아니겠지?,"she’s not his ex-girlfriend, is she?","she’s not an ex-lover, is she?",is she... his former lover?
진짜라면 땅에 고이 묻어주는 게,"if she is, I should get rid of her quietly...","If it's true, getting rid of her quietly would be best.",dun
이 세상을 위하는 길이다.,that would be the best for this world.,That would be for the good of this world.,that would be for the greater good.
"화, 황자 전하…!",y-your highness...!,Y-Your Highness the Prince...!,y-your highness...!
이제 훈련 시간이다. 뭘 하고 있지?,it’s time for training. what are you doing?,It’s time for training. What are you doing?,what do  you think you're doing when you’re supposed to be training?
놀라는 걸 보니 진짜 같은데.,"judging by his reaction, it must be true.","Seeing his reaction, it seems to be true.",his reaction tells me my guess was right.
"처음 뵙겠습니다,","it’s nice to meet you,","It's a pleasure to meet you for the first time,","greetings, your highness."
…라고 해도 무방할까요?,...I suppose?,...Would it be acceptable to say so?,I suppose  this is our first time meeting...
"안녕하세요,","hello,",hello.,"hello,"
오빠.,brother.,Brother.,big brother.
1 황녀예요.,I’m the first princess.,I’m the first princess.,I am the first princess.
아리아라고 불러 주세요.,please call me aria.,Please call me Aria.,please call me aria.
…오빠?,brother...?,...Brother?,did she call me her brother...?
그랬지.,that’s right.,That's right.,that's right.
얼굴을 본 건 처음이지만.,"I’ve never seen her face before,",It's my first time seeing her face.,it's my first time seeing her in person.
적통의 황녀는 아니었다.,but she’s not of legitimate birth.,She was not a princess of legitimate birth.,there was a princess in the direct imperial bloodline.
하급 귀족 출신 황비의 소생이라 했던가.,she’s the daughter of an empress from a low-ranking noble family.,She is the daughter of an imperial consort from a low-ranking noble family.,I think her  mother was from a low-ranking noble family.
앗!,oh!,Oh!,oh!
"아침 훈련을 방해해 죄송해요, 오빠.","I’m sorry for interrupting your morning training, brother.","I’m sorry for interrupting your morning training, brother.","I'm sorry for interrupting your morning training, your highness."
예전 제 기사였던 케인 경과 이야기를 나누고 싶어서요.,"I wanted to talk to sir cain, who used to be my knight.","I wanted to talk to Sir Cain, who used to be my knight.",I was just talking to sir cain who used to be my personal guard.
아.,oh.,Oh.,oh.
잠깐이라면 데려가도 좋아.,you can take him if it’s just for a moment.,You may take him if it's just for a moment.,you may take  him away as long as you send him back quickly.
케인은 황녀 궁의 기사였으니 주종 관계였군.,"cain was a knight of the princess’s palace, so they were in a master-servant relationship.","Cain was a knight of the princess’s palace, so they were in a master-servant relationship.","cain used  to be a knight in  the princess's palace, so they must have  a master-servant relationship."
케인이 아비인 에레즈 후작의 수족 노릇을 하지 않는다더니.,"I heard that cain doesn’t work for his father, marquis ereze.","I heard that Cain doesn’t act as his father, Marquis Ereze’s, right-hand man.","I heard cain wasn't acting as marquess ereze's hands and feet, though."
화…황녀 전하…,y-your highness...,"Y-Your Highness, Princess...",y-your highness...
저런 이유 때문이었나.,is this the reason why?,was it because of that reason?,could this be the reason why?
어차피 이복동생이라도 감흥은 없다.,I don’t care if she’s my half-sister.,"Even if she’s my half-sister, I feel nothing.","she may be  my half-sister,  but it doesn't make much difference  to me..."
어머니 외의 혈연은 없는 것과 마찬가지니까.,my mother is the only family I have.,It's as if I have no blood relatives other than my mother.,...since my mother is the only one I consider as my own blood.
"하지만 나와 황태자, 어느 쪽의 편에도 아직 서지 않고","but if the eldest son of house ereze, who has yet to take a side...",but has yet to take a side between me and the crown prince...,but if house ereze’s eldest maintains his neutral stance...
모호한 태도를 고수하는 에레즈의 장자가 끼어있다면…,"...and is maintaining an ambiguous stance, is involved...","If the eldest son of the Ereze family, who maintains an ambiguous stance, is involved...","...and stays  in between the  crown prince and me without taking  either side,"
찾아낸 것일지도.,...she may have found one.,It may have been discovered.,...an interesting new character.
동생?,your sister?,Sibling?,you have a little sister?
"그래, 이복동생이 있더군.","yes, I have a half-sister.","yes, there is a half-sibling.","yes, she’s my half-sister."
원작에서는 제대로 등장한 장면도 없던 존재였는데.,she never appeared in the original story.,She never had a proper appearance in the original story.,but she barely made an appearance.
몸이 약하다며 나오지 않아 얼굴도 본적 없었는데.,I’ve never seen her before because she never came out due to her weak constitution.,"I never even saw her face because she never came out, saying she was weak.","she hardly  reveals herself on account of her poor health,"
요즘에 돌아다니더라고.,but I’ve seen her around lately.,She's been going around lately.,but it seems like she's been out and about lately.
1 황녀 말이지…?,you mean the first princess...?,You mean Princess Aria...?,you mean the first princess...?
그렇다면 건강해진 걸까? 다행이네.,does that mean she’s healthy now? that’s good.,Does that mean she's healthy now? That's a relief.,"I guess  that means she's better now, so good for her."
"글쎄, 처음부터 아픈 척을 했던 것일지도.",I’m not sure. she may have been pretending to be sick all along.,I'm not sure. She may have been pretending to be sick all along.,who knows? maybe she was only pretending to be sick in the first place.
타이밍이 지나치게 잘 맞아.,the timing is too perfect.,The timing is too perfect.,the timing is much too perfect.
황후와 황태자가 잠잠해지자 활동을 시작했어.,she started coming out after the empress and the crown prince were gone.,She started becoming active after the empress and the crown prince quieted down.,she's only  active now that  the empress and the crown prince are lying low.
그렇다는 건…,that means...,That means...,that means...
줄곧 황후의 눈치를 보고 있었구나.,...she was watching the empress’s every move.,She had been wary of the empress all along.,...she could have been trying to keep the empress from noticing her.
"그래,","yes,","Yeah,","well,"
거슬리면 죽였을 테니까.,the empress would have killed her if she was a nuisance.,"If she was deemed troublesome, she would have been killed.",she would have been killed if she angered the empress.
의외로 이 황가에 직계 황족은 그리 많지 않았다.,there aren’t that many direct descendants in the imperial family.,There aren't that many direct royal descendants in this imperial family.,there aren't as many direct descendants to the imperial throne as one might expect.
보통은 애들이 태어날 때까지,"usually, the women don’t live...","usually, until the children are born...","normally,  it's quite rare for a daughter to remain alive..."
여자가 살아 있는 경우가 거의 없어.,...long enough to give birth to children.,Women rarely survive.,...before the birth of a son.
황제가 손을 댄 여자와 그 아이를 처리한 것이다.,the empress takes care of the women the emperor sleeps with and their children.,The emperor took care of the women he was involved with and their children.,"...to get rid of the women the emperor had relations with, including their children."
"하지만 황비는 어쨌든 하급이라고 해도 귀족이고,","but the empress was a noble, even if she was of low rank.","But the imperial concubine was a noble, even if she was of low rank.","even though an  imperial consort can  be a low-ranking noble, she is still a noble nonetheless."
그렇다고 뒷배경은 없으니 살려 둔 모양이야.,"she had no one to back her up, so they probably let her live.","Still, since she had no backing, they probably let her live.",it seems like  the empress kept her alive because she wasn't much of a threat.
"황자가 아닌 황녀였으니, 그냥 내버려 둔 거구나.","she was a princess, not a prince, so they just left her alone.","Since she was a princess, not a prince, they just left her alone.",she must have  left her alone since she was a princess and not a prince.
게다가 납작 엎드려 있었다면 신경 쓸 가치도 없다 생각했겠지.,"on top of that, she was lying low, so they probably didn’t think she was worth worrying about.","Besides, if she had completely prostrated herself, they probably thought she wasn’t even worth paying attention to.","plus, if she  had grovelled at  the empress's feet, the empress wouldn't have felt the need to worry about her."
황녀 전하는 생각보다 똑똑한 모양이네.,the princess is smarter than I thought.,The princess seems to be smarter than I thought.,her highness may be more intelligent than you might think.
