hangle,first_translate,idiom_translate,label,idiom
시그렌.,siegren.,siegren.,"siegren,","위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
설마 우리가 영원히 함께할 거라 생각했던 건 아니지?,"you didn’t think we’d be together forever, did you?","you didn’t think we’d be together forever, did you?",did you  think we’d be together forever?,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
우리는 둘 다 성인이야.,we’re both adults now.,we’re both adults now.,we’re both adults now.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
아무리 소꿉친구라도 이 시기가 되면 길이 갈라지는 건 당연해.,"even if we’re childhood friends, it’s only natural for us to go our separate ways at this age.","even if we’re childhood friends, it’s natural for us to go our separate ways at this point.",even close childhood friends have to part when they reach  our age.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
하…,haa...,haa...,ha!,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
넌 너무 냉정해.,you’re too cold.,you’re so cold.,you’re so heartless.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
이성적이라고 표현해줄래?,can’t you just say I’m being rational?,can’t you just say I’m being rational?,can’t you  say I’m logical instead?,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
...수도에 줄곧 있을 생각이야?,are you planning to stay in the capital forever...?,are you planning to stay in the capital?,are you going  to continue to stay in the capital?,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
잘 모르겠어.,I’m not sure.,I’m not sure.,I’m not sure.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
일단은 좀 따뜻한 곳으로 가고 싶네.,"for now, I just want to go somewhere warm.",I just want to go somewhere warm for now.,I’d like to  go someplace warm.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
그렇군…,I see...,I see...,I see…,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
그렇게 서운한 표정은 짓지 말았으면 좋겠는데….,I wish he wouldn’t look so sad...,I wish he wouldn’t look so sad...,please don’t make that face...,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
이제는 어린애도 아닌데,he’s not a kid anymore.,he’s not a child anymore.,we’re not kids anymore.,"위기가 닥칠 때 : When crisis strikes
사망 플래그 : Death flag"
