hangle,first_translate,idiom_translate,label,idiom
"『금일 오후,","“I would like to invite you, my lady,","“my lady,","""I would like to...","망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
온실에서 있을 티 파티에 영애를 초대하고 싶습니다.』,to a tea party in the greenhouse this afternoon.”,I would like to invite you to a tea party in the greenhouse this afternoon.”,"...cordially invite you to a tea party in the conservatory this afternoon.""","망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
"『시간이 나신다면 꼭 참석해 주세요,","“Please attend if you have the time,","“please attend if you have time,","""please join us if you can,""","망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
헤더 아덴 자작 영애.』,lady heather arden.”,lady eunice.”,"""lady heather ardel.""","망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
"이 사람,",isn’t this...,"wait, isn’t this...",hm,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
어제 시그렌이랑 일이 있었던 그 영애 아냐?,...the lady who caused trouble with siegren yesterday?,...the lady who caused trouble with siegren yesterday?,...the woman that tried to seduce siegren last night?,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
그런 사람이 여는 티파티에 내가 가도 되는 건가?,should I really attend a tea party hosted by her?,is it okay for me to attend a tea party hosted by someone like that?,would it be a good idea to go to her tea party?,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
내가 괜히 신경 쓸 만한 이유는 없지.,"well, there’s no reason for me to be concerned.","well, there’s no reason for me to be concerned.",I guess there's no reason for me to worry about that.,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
잘못한 건 그쪽이고.,she’s the one who did wrong.,she’s the one who did something wrong.,"besides, she's the one that acted out of line.","망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
어쩌면 티파티에서 유니스를 만날 수 있을지도 모르니까.,and I might be able to see eunice at the tea party.,and I might be able to see eunice at the tea party.,I might even get to meet eunice at the tea party.,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
기쁜 마음으로 응하겠다고 전해줘.,tell her I’ll gladly attend.,please tell her that I will gladly attend.,please tell her I'll gladly attend.,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
유니스 영애.,lady eunice.,lady eunice.,lady eunice!,"망아지처럼 구는 것도 상대를 보면서 하세요. : Don't act recklessly without considering your opponent.
그러다 목 잘려요. : That could get you killed.
남의 남자 탐내지 마세요. : Don't covet someone else's man."
