hangle,first_translate,idiom_translate,label,idiom
응?,huh?,huh?,huh?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
음.,um...,hm.,"hm,","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
네가 피오나 헤일론인가?,are you fiona heylon?,are you fiona heylon?,are you fiona heylon?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
"누구야, 이 사람?",who is this guy?,who is this guy?,who is this guy?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
거 천천히도 오는군.,you sure took your time getting here.,you sure took your time.,you sure took your sweet time getting here.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
기다리다 목이 빠지는 줄 알았다.,I thought I’d grow old waiting for you.,I almost died waiting.,I thought I was gonna die here waiting for you.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
덩치 엄청 크네…,he’s huge...,he’s huge...,he's really big and tall...,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
"말씀대로 제가 피오나 헤일론이 맞는데,","yes, I am fiona heylon.","yes, I am fiona heylon.","like you said, I am fiona heylon.","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
누구신가요?,may I ask who you are?,who are you?,who might you be?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
날 몰라?,you don’t know who I am?,you don’t know who I am?,"you don't know who I am, fiona?","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
왜 자꾸 반말이야?,why is he being so rude?,why is he talking to me so informally?,he’s not addressing me by my title.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
이름을 밝히세요.,please tell me your name.,please tell me your name.,please state your name.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
정말 모르나.,you really don’t know?,do you really not know?,you really don't know?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
"모르니까 이름, 말하라고.","I don’t, so tell me your name.",I’m asking because I don’t know.,"I don't, so just tell me.","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
참지 못하고 반말 씀,couldn’t hold back and spoke informally,he couldn’t hold back and spoke informally.,growing impatient,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
대신 죽은 땅에서 도움이 될 만한 똥개를 하나 보내마.,I’ll send you a useful mutt to help you in the dead lands.,I’ll send you a useful mutt for the dead lands.,but I will send you a mutt that will help you in the dead lands.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
앗…,oh...,oh...,oh...,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
혹시 똥개?,are you the mutt?,are you the mutt?,are you the mutt?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
뭐라고?,what?,what?,what?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
아벨 자식… 날 대체 뭐라고 소개한 거야.,that bastard abel... how did he introduce me to her?,that bastard abel... what did he tell her about me?,"abel, that bastard... what did he say about me?","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
차라리 진짜 똥개는 귀엽기라도 하지…,at least real mutts are cute...,at least real mutts are cute...,a real mutt would’ve been much cuter...,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
이 험악한 남자를 어디다 쓰라고.,what am I supposed to do with this scary guy?,what am I supposed to do with this scary guy?,what am I supposed to do with this menace of a man?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
권터.,gunter.,gunter.,gunter...,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
내 이름은 권터다.,my name is gunter.,my name is gunter.,my name is gunter.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
이제 들어 본 적이 있겠지.,I’m sure you’ve heard of me.,you must have heard of me.,I'm sure you've heard it before.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
아.,oh.,oh.,oh.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
아아아아아아~~~~~~!!!!!!,aaaaaah!!!!!,aaaaaaah!!!!!!,ooooooh!!!,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
생각났다!,I remember now!,I remember now!,I remember now!,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
"원작의 등장인물로, 용병왕이라 불리는 자.",he’s a character in the original story who’s known as the king of mercenaries.,"he’s a character from the original novel, known as the king of mercenaries.",...was known as the king of mercenaries in the original story.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
다만 비중이 많은 편은 아니다.,he doesn’t play a big role in the story.,he doesn’t play a big role in the story.,but he didn't play a major role in the plot.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
굳이 따지자면 조연과 서브남의 중간 정도.,he’s somewhere between a supporting character and a secondary male lead.,he’s somewhere between a supporting character and a minor one.,"to be exact, he was somewhere between a supporting character and a side character.","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
잠시간 유니스의 호위를 맡다가 사랑에 빠졌던가.,he was eunice’s bodyguard for a while and fell in love with her.,he was eunice’s bodyguard for a short time and fell in love with her.,he served as eunice's personal guard for a while and fell in love with her or something.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
"그런데,",but...,but...,"but seriously,","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
이 타이밍에 권터와 만나게 될 줄은 몰랐네?,...I didn’t think I’d meet him at this point in time.,I didn’t expect to meet him at this point in the story.,I didn't expect to run into gunter at this point in time.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
난 아가씨를 알아.,I know you.,I know you.,"well, I know you.","기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
몇 년 전에 헤일론에 잠깐 있었던 적이 있거든.,I was at house heylon for a while a few years ago.,I stayed at heylon for a short time a few years ago.,I stayed in heylon for a brief time a few years ago.,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
…진짜?,really?,really?,really?,"기다리다 목이 빠지는 줄 알았다 : I almost died waiting
팔자 좋아 보이는군 : You look like you have an easy life
딱 잘라 : Say it clearly
부려 먹게 : Make use of (someone)
진짜 저질러버릴 줄은 : I didn't think he would actually go through with it
전전긍긍하는지 알겠다 : I see why he's so anxious"
