hangle,first_translate,idiom_translate,label,idiom
"드래곤을 처치했다고 해서 긴장했는데,","I was worried after he defeated the dragon,","I was worried because he killed a dragon,","I was scared because they said he killed a dragon,","아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
무방비하긴!,but he’s completely defenseless!,but he’s completely defenseless!,he’s defenseless!,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
대체 날 얼마나 얕본 거지?,he underestimated me.,he underestimated me.,how feeble did you think I was?,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"날 죽이려면 너 같은 허접 말고,","if you wanted to kill me, you should have sent someone better.","if you wanted to kill me, you should have sent someone better.",a chump like you could never kill me.,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
피오나 헤일론이라도 데리고 왔어야지.,"like fiona heylon, for example.",like fiona heylon.,you should have brought someone  like fiona heylon to finish me off.,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
전하!!,your highness!!,your highness!!,your highness!!,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
시끄럽게 하지 말고 문 닫고 들어와.,stop yelling and close the door.,stop yelling and come inside.,stop making a fuss and close the door behind you.,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"예, 옙.","y-yes, your highness.","yes, your highness.","y-yes, your highness.","아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
들어갑니다…,excuse me…,I’m coming in...,I’m coming in…,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
케인 에레즈.,cain ereze.,cain ereze.,cain ereze.,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
예?,yes?,yes?,yes?,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"방금 이 자,",did your family…,did your family...,this man…,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
네 가문이 보냈나?,…send this man?,...send this man?,did your family send him?,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"모, 모르겠습니다…",I-I don’t know…,I-I don’t know...,I-I don’t know…,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
어휴…,ugh…,ugh...,phew…,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"살 떨려서 못 있겠네,",I can’t stand this place.,I can’t stand this place.,I can’t stand it here…,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
이 거지 같은 태자궁!,I hate the crown prince’s palace!,I hate the palace!,…in this damn crown prince’s palace!,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
이번 일은 결백한 모양이군.,I guess he’s innocent this time.,he must be innocent.,it doesn’t look like he was involved.,"아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
"줄곧 주시하고 있는데,","I’ve been keeping an eye on him,","I’ve been keeping an eye on him,","I’ve been watching him this entire time,","아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
에레즈 후작과 달리 수상쩍게 굴진 않는단 말이지.,"but unlike marquis ereze, he hasn’t been acting suspiciously.",but he doesn’t act suspicious like marquis ereze.,"but he’s not as suspicious as marquis ereze,","아픈 손가락 : my precious one
지옥에서 끌어 올려준 거미줄 : a lifeline that saved me from hell"
