hangle,first_translate,idiom_translate,label,idiom
영애.,my lady.,my lady.,"my lady,","두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
만약 영애의 아버지가 억지로 시킨 거라면 방으로 돌아가.,"if your father forced you to come here, you should go back.","if your father forced you to do this, you should go back to your room.","if your father put you up to this, I suggest you go back to your room.","두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
아뇨.,no.,no.,no.,"두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
"모든 건 제 의지예요, 전하.","I’m here of my own will, your highness.","I’m doing this of my own free will, your highness.","this is entirely my choice, your highness.","두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
그리고요…,"also,",and...,"also,","두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
"제 입으로 말씀드리긴 조금 그렇지만,","I don’t mean to sound arrogant,","I’m a little embarrassed to say this,","I hate to say this myself,","두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
"저, 꽤 괜찮지 않나요?","but I’m not so bad, am I?","but I’m not that bad, am I?",but don't you think I'm quite ravishing?,"두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
여태 어디서 거절당한 경험이 한 번도 없답니다.,I’ve never been rejected by anyone before.,I’ve never been rejected before.,I have never been rejected by anyone.,"두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
…아니.,no.,no...,no...,"두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
"나에겐,","to me,","to me,",...other woman...,"두 동강을 내다 : cut someone in half (figuratively means to destroy or defeat completely)
옴므파탈 : homme fatale (a man who is dangerously attractive to women)
사냥감이 된 기분 : feel like prey (figuratively means to feel hunted or targeted)"
