hangle,first_translate,idiom_translate,label,idiom
그럼 다들 얌전해졌으니 ….,"now that everyone has calmed down,","now that everyone has settled down,","now that you’ve all calmed  down,",목숨이 왔다 갔다 하다 : be a matter of life and death
마저 절차를 밟겠습니다.,I will continue with the procedure.,I will continue with the procedure.,I’ll resume  the proceedings.,목숨이 왔다 갔다 하다 : be a matter of life and death
"…3일 전, 술집에서 행패.","three days ago, you caused a scene at a bar...","three days ago, you caused a disturbance at a bar.","three days  ago, you caused a disturbance at an ale house,",목숨이 왔다 갔다 하다 : be a matter of life and death
남성 5인 폭행 및 금품 상당수 갈취….,...and assaulted five men while stealing their valuables...,you assaulted five men and stole their money...,"assaulted five men, and stole their valuables...",목숨이 왔다 갔다 하다 : be a matter of life and death
저 녀석….,that girl...,that girl...,I can’t believe this.,목숨이 왔다 갔다 하다 : be a matter of life and death
2 성벽에서 싸우는 마법사란 건-,so the rumors about a mage fighting on the second wall...,so the rumors about a mage fighting at the second wall...,so all  that talk about  her being a mage protecting the second rampart was...,목숨이 왔다 갔다 하다 : be a matter of life and death
진짜였구나.,...were true.,...were true.,...true.,목숨이 왔다 갔다 하다 : be a matter of life and death
그것도 다른 마법사들과는 차원이 달라.,she’s on a whole different level compared to other mages.,and she’s on a whole different level than the other mages.,she’s nothing like the mages I’ve seen before.,목숨이 왔다 갔다 하다 : be a matter of life and death
"손에서 주먹만 한 불덩이를 만드는 건 봤어도,","I’ve seen mages create fireballs the size of a fist,","I’ve seen mages make fireballs the size of a fist,","there were plenty who could make fireballs the size of fists,",목숨이 왔다 갔다 하다 : be a matter of life and death
피오나처럼 저 정도 현상을 만드는 마법사는 처음이야.,but I’ve never seen a mage who can create a phenomenon like fiona.,but I’ve never seen a mage create a phenomenon like fiona did.,but none of them were able to create a phenomenon of that caliber.,목숨이 왔다 갔다 하다 : be a matter of life and death
헤일론 공작이 데리고 있는 이유를 알 것 같아.,I think I understand why duke heylon brought her here...,I think I know why duke heylon brought her here...,"I can finally  see why duke heylon has been keeping her around,",목숨이 왔다 갔다 하다 : be a matter of life and death
또 이 주 전에는….,and two weeks ago...,and two weeks ago...,and a couple of weeks ago…,목숨이 왔다 갔다 하다 : be a matter of life and death
그리고….,and...,and...,and why...,목숨이 왔다 갔다 하다 : be a matter of life and death
무엇을 노렸는지도.,...and what he’s after.,...and what he’s after.,…he sent fiona here in his stead.,목숨이 왔다 갔다 하다 : be a matter of life and death
우락부락한 체격의 남자 앞에 당당히 선 작은 소녀.,a small girl standing confidently in front of a burly man.,"a small girl standing confidently in front of a large, burly man.",the sight of a little girl boldly standing before those  burly men...,목숨이 왔다 갔다 하다 : be a matter of life and death
"여기서 무슨 일이 생기든,","whatever happens here,","no matter what happens here,","...is going to leave  a very, very strong impression...",목숨이 왔다 갔다 하다 : be a matter of life and death
