hangle,first_translate,idiom_translate,label,idiom
난 네 손을 잡으면―,"when I hold your hand,","when I hold your hand,","when I hold your hand,","눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
너와 달리 그 이상이 떠오르거든.,I think of things beyond that.,"I think of things beyond that, unlike you.",I think of more things I want to do with you.,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
"처음에는 껴안고 싶고, 만지고 싶지.","at first, I want to hug you and touch you.","at first, I want to hug and touch you.","first, I want to hold you and touch you.","눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
또 그 후에는…,and after that...,and after that...,then after that…,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
어?,huh?,huh?,huh?,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
"잠깐,","wait,","wait,",wait.,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
"잠깐만, 이거 혹시,",is he going to...,is he going to...,hang on. is he trying to…,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
키―,...kiss me?,...kiss me?,…kiss--,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
꿍,lean,lean,bump,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
"정신 좀 차려, 피오나.","get a hold of yourself, fiona.","get a hold of yourself, fiona.","get a hold of yourself, fiona.","눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
참내,goodness,geez,geez!,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
…키스가 아니었구나!,he didn’t kiss me!,so he wasn’t going to kiss me!,so he wasn’t actually trying to kiss me.,"눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
"어, 그러니까.","uh, so...","uh, so...","uh, so…","눈 돌아가다 : lose control (due to attraction or obsession)
눈치가 귀신같다 : have an uncanny sense (of noticing things)
자연사로 위장하다 : make it look like a natural death
망했다 : I'm doomed
눈물을 머금다 : swallow one's tears (endure sorrow)"
