hangle,first_translate,idiom_translate,label,idiom
아벨….,abel...,abel...,has abel…,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
이미 시그렌의 뒷조사를 마친 건가?,has he already finished looking into siegren?,"so, he’s already done a background check on siegren.",…done  a background check on siegren?,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
시그렌이 황자란 것도 이제 알았겠지.,he must know that siegren is a prince by now.,he must know that siegren is the prince by now.,then  he must’ve  discovered  that siegren is  an imperial  prince.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"어쩔 수 없다, 이럴 땐….","well, there's nothing I can do about that...","well, there’s nothing I can do about that. in this case...",it looks  like I have no choice but  to say...,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
무슨 말씀을 하시는지 잘 모르겠어요.,I don't know what you're talking about.,I don’t know what you’re talking about.,I have  no idea what you’re talking about.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"평범한 귀족 사생아가 황실의 비밀을 알고 있다니, 수상하니까.",it's suspicious that a bastard child of a noble family knows the imperial family's secret.,it’s suspicious that a bastard child of a noble knows the imperial family’s secret.,"it’d be suspicious  for the bastard child of a count to know the imperial family’s secret, so I should just play dumb.","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"제가 들은 건 시그렌이 고아고,",all I know is that siegren is an orphan...,all I know is that siegren is an orphan...,all I know  about siegren is that he’s an orphan…,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
줄곧 용병단에서 허드렛일을 했다는 것 뿐인걸요.,...who has been doing chores for the mercenaries.,...and that he’s been doing odd jobs for the mercenaries.,…and that he did menial jobs when he was with the mercenaries.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"윽, 내 속을 들여다보는 듯한 저 눈빛….","ugh, he's looking at me as if he can see right through me...","ugh, he’s looking at me like he can see right through me...","ugh, it’s  like he’s trying  to look right through me.","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
이만 넘어가 줘~!~!,please let it go!,please let it slide!,"please, just let it go!!","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"하긴, 네 존재에 비하면","then again, compared to you,","then again, compared to your existence,","well... considering what you’re capable of,","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
그 녀석에 대한 건 그리 중요한 일도 아니지.,he's not that important.,that boy isn’t that important.,I suppose  your knowledge of that boy’s identity is hardly important.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
…네?,pardon...?,pardon?,huh?,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
네 속은 참 알 수가 없구나.,you're such a mystery.,I can’t figure you out.,I really can’t tell what you’re thinking.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"어쩔 땐 천진한 그 나이대 아이 같다가도,","one moment, you seem like a naive child,","at times, you’re like a child your age,","sometimes, you’re like an innocent child,","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
어느 순간에는 누구보다도 이성적이고 냉혹해지지.,"but the next, you're more rational and cold than anyone else.","but other times, you’re more rational and coldhearted than anyone else.","but at  other times,  you’re colder and more levelheaded than anyone  I know.","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
무엇이 네 진짜 성격인지 모르겠다.,I don't know which is your real personality.,I don’t know what your true personality is.,I can’t  tell which is  the real you.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"펴, 평범하다고 생각하는데요….",I-I think I'm just normal...,I-I think I’m just normal...,I-I think  I’m just like most girls…,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
그건 너 혼자만의 생각이겠지.,that's what you think.,that’s what you think.,you’re  probably the only one who thinks that.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
어느 누가 봐도 네가 천재라는 데엔 이견이 없을 거다.,anyone would say that you're a genius.,anyone would agree that you’re a genius.,no one would deny that you’re a genius.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"사실 그동안 네 존재를 경계할지, 기꺼이 여길지 고민했다.","to be honest, I was debating whether to be wary of you or to welcome you.","honestly, I’ve been debating whether I should be wary of you or welcome you.","honestly,  I wasn’t sure if  I should accept you  or keep my distance from you for  some time.","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
강하고 유능한 것도 좋긴 하지만,"being strong and competent is good,","being strong and competent is good,","being strong and skilled is often a good thing,","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
타인에 비해 월등한 능력은 양날의 검이니까.,but being more skilled than others is a double-edged sword.,but having abilities that are far superior to others is a double-edged sword.,but having overwhelming power can be a double-edged sword.,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"잠깐, 설마….","wait, is he saying...","wait, is he...","wait,  is he…?","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
…절 쫓아내실 건가요?,are you going to kick me out...?,are you going to kick me out?,does that mean you’re sending me away?,"양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
"아니, 그 반대다.","no, the opposite.","no, the opposite.","no, quite  the opposite.","양날의 검 : double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repay kindness tenfold and vengeance tenfold
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak"
