hangle,first_translate,idiom_translate,label,idiom
싫으면 안 할게.,I won’t do it if you don’t like it.,I won’t do it if you don’t like it.,I’ll stop if you don’t like it.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
미안.,sorry.,sorry.,I’m sorry.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
그런 거 아니야.,it’s not that.,it’s not that.,it’s not that.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
어라…,huh...,huh...,huh…?,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
얘가 나한테 이렇게 약했나?,was I always this weak when it came to him?,was he always this weak against me?,was he always so helpless against me?,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
마음이 약해지는 내가 싫다…,I hate that I’m getting soft...,I hate that I’m getting soft...,I don’t like how I’m getting soft on him…,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
이러다가 시그렌을 보내줘야 할 때 못 보내주면 어떡해?,what if I can’t let him go when the time comes?,what if I can’t let him go when I need to?,what if I can’t bear to see him go when the time comes?,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
시그렌을 향한 마음이 커지는 게 무서워.,I’m scared that I’m starting to care for him more and more.,I’m scared that my feelings for him are growing.,I’m scared to have my feelings for him grow.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
시그렌.,siegren.,siegren.,"siegren,","기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
어쩌면 너하고 끝까지 가는 건 어려울지도 몰라.,it might be hard for me to stay with you until the end.,I don’t know if I’ll be able to stay with you until the end.,I don’t think it’s going to be easy for us to be together in the end.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
이따 봐.,see you later.,I’ll see you later.,I’ll see you later.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
"아, 정말.","oh, my.","ugh, seriously.",haa…,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
내가 생각해도 너무 제멋대로야.,I’m so selfish.,I’m so selfish.,I know I’m being selfish.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
시그렌도 나한테 질렸을까?,I wonder if siegren is sick of me too.,is siegren sick of me too?,I wonder if siegren is sick of me now.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
차라리 지금 질리면 나도 마음이 편할 텐데.,it would be better if he was sick of me now.,I wish he was. that would make things easier.,I’d feel more at ease if he was.,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
시그렌?,siegren?,siegren?,siegren?,"기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
"이거,",you’re...,"oh,","oh my,","기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
피오나 영애 아니신가.,"...lady fiona, right?",lady fiona.,"why, isn’t it lady fiona?","기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
황태자잖아.,the crown prince.,it’s the crown prince.,"ugh, the crown prince.","기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
황태자 전하를 뵙습니다.,"greetings, your highness.","greetings, your highness.","greetings, your highness.","기고만장해선 : acting all high and mighty
보자 보자 하니까 : I've had enough of this
되갚아 줘야 한다 : must pay back later
집적거리는 거야 : keep bothering"
