hangle,first_translate,idiom_translate,label,idiom
"피오나, 있어?","fiona, are you there?","fiona, are you there?","fiona, are you there?",쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
시그렌?!,siegren?!,siegren?!,siegren?!,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
생각보다 빠른 방문이지만…,he came sooner than I thought...,he came sooner than I thought...,he’s here a lot sooner than I thought…,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
"좋아. 쇠뿔도 단김에 빼는 거다, 피오나.","all right. let’s get this over with, fiona.","all right. strike while the iron is hot, fiona.",fine. I’ll have to strike while the iron is hot.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
순식간에 시그렌을 차버리자!,I’ll reject him right away!,I’ll break up with him right now!,I’ll reject siegren quick and easy!,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
시그렌의 호감은 그냥 각인 효과 같은 걸 거야.,siegren’s affection for me is probably just the result of the imprinting effect.,siegren’s affection for me is probably just the result of an imprinting effect.,I’m sure siegren’s feelings for me are nothing more than an imprint.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
"어린 시절, 낯선 여자애에게 처음으로 받은 호의에 설렌 거겠지.",he must have been excited to receive kindness from a strange girl when he was young.,he must have been excited to receive kindness from a strange girl for the first time when he was young.,he’s just smitten because I was the first girl to ever show him kindness as a kid.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
솔직히 내가 시그렌 앞에서 얼마나 많이 추태를 부렸는데.,"honestly, I’ve made a fool of myself in front of him so many times.","honestly, I’ve made a fool of myself in front of him so many times.","honestly, I’ve done so many things that would have put anyone off.",쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
추억 보정이란 실로 무섭구나…,the power of nostalgia is truly terrifying...,memories can be quite terrifying...,his memories could be playing tricks on him…,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
들어와.,come in.,come in.,come in.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
…좋은 아침.,good morning...,good morning...,good morning.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
무슨 일이야?,what’s up?,what is it?,what is it?,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
"냉정하게, 냉정하게.",stay calm. stay calm.,be calm and collected.,be cool. be ice cold,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
"지, 지금 방문을 잠근 거야?",d-did you just lock the door?,d-did you just lock the door?,d-did you just lock the door?,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
잠갔지.,"yes, I did.","yes, I did.","yes, I did.",쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
오해하지 마.,don’t get me wrong.,don’t get the wrong idea.,don’t misunderstand.,쇠뿔도 단김에 빼는 거다 : Strike while the iron is hot
