hangle,first_translate,idiom_translate,label,idiom
"피오나 영애,","lady fiona,","lady fiona,","lady fiona,","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
최근 황태자 전하께서 유흥가에 금화를 뿌리며 돌아다닌다는 걸 아시나요?,did you know that the crown prince has been throwing gold coins around in the pleasure district?,did you know that the crown prince has been throwing gold around in the pleasure district?,did you know the crown prince has been throwing gold coins all over the entertainment district?,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
유흥가요?,the pleasure district?,the pleasure district?,the entertainment district?,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
"네, 정말 알고 싶지 않지만…","yes, I really didn’t want to know,","yes, I really didn’t want to know,","yes, I really didn’t want to know,","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
유감스럽게도 프리실라 가문의 정보망에 걸려서요.,"but unfortunately, it was caught by the priscilla family’s intelligence network.","but unfortunately, it was caught by the priscilla family’s information network.","but unfortunately, house priscilla’s radar caught wind of it.","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
네에…,I see...,I see...,I see...,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
현대 사회로 따지면 술집에서 여자를 끼고 지폐를 뿌리는 사람이군.,so he’s like a man in modern society who throws cash around in a bar while surrounded by women.,so he’s like a man who throws money around in bars while surrounded by women.,"in modern times, he'd be the kind of man who’d make it rain cash at certain establishments.","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
우히히힛,hehehe,hehehe,ahahaha,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
피오나 영애.,"lady fiona,","lady fiona,","lady fiona,","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
영애를 응원하고 있어요.,we’re rooting for you.,we are rooting for you.,you have my support.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
아시죠?,"you know that, right?","you know that, right?","you know that, right?","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
걱정 마세요.,don’t worry.,don’t worry.,don't worry.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
한 방 먹일 준비는 다 되었답니다.,I’m ready to give him a taste of his own medicine.,I’m ready to give him a blow.,I'm ready to strike.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
귀청 떨어지겠네…,my ears are ringing...,my ears are ringing...,my eardrums...,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
경기 하나 끝났다고 저렇게 함성을 지르는 거야?,why are they cheering so loudly just because one match ended?,are they cheering like that because one match ended?,they're screaming this loud over the end of one match?,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
아가씨.,"my lady,","my lady,","my lady,","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
출입구 인원 배치는 다 끝났습니다.,we’ve finished stationing people at the entrances.,we’ve finished stationing people at the entrances.,the men are ready by the doors.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
"그리고, 다음 경기가 오늘의 메인이라더군요.","also, the next match is the main event of the day.","also, the next match is the main event of the day.",I heard the next game is the main attraction of today's show.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
그래?,really?,really?,really?,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
여러분!,ladies and gentlemen!,ladies and gentlemen!,"ladies and gentlemen,","한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
오래 기다리셨습니다!,thank you for waiting!,thank you for waiting!,it’s the moment you’ve all been waiting for!,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
오늘은 정말 여태껏 공개한 적 없는 마물을 소개하겠습니다!,"today, we will introduce a monster that has never been revealed before!","today, we will introduce a monster that has never been revealed before!",I'd like to introduce a beast that's never been revealed before!,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
바로…,it is...,it is...,feast your eyes...,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
죽은 땅에서 발견된 신종 마물입니다!,...a new species of monster found in the dead lands!,...a new species of monster found in the dead land!,...on a newly discovered beast from the dead lands.,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
죽은 땅의 마물을…?!,a monster from the dead lands...?!,a monster from the dead land...?!,a beast from the dead lands...?!,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
멍청하긴…,how stupid...,how stupid...,how foolish can they be...?,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
"저거,",that thing...,that thing...,it...,"한 방 먹일 : give a blow (figuratively, to retaliate or get back at someone)"
