hangle,first_translate,idiom_translate,label,idiom
정말-,"seriously,",seriously...,my god…,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
괜히 북쪽 산맥의 마물들을 지배하는 놈이 아니야.,he really is the ruler of the northern mountains.,there’s a reason why he’s the ruler of the monsters in the northern mountains.,there’s a reason why this one reigned supreme in the northern range.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
여태 상대한 놈 중 가장 성가셨어…,he was the most troublesome opponent I’ve ever faced...,he’s the most annoying opponent I’ve ever faced...,this was the toughest beast that I’ve ever faced.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
죽기 직전만큼 힘들군.,this is the hardest I’ve ever fought.,this is as hard as being on the brink of death.,I  thought I was a goner.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
시그렌.,siegren.,siegren.,"siegren,","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
네 공이 컸다.,you did well.,you did well.,this was all you.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
마물의 수장 중 하나를 죽인 기분이 어떠냐.,how does it feel to kill the leader of the demons?,how does it feel to kill one of the leaders of the monsters?,what’s it like to slay one of the top predators around?,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
…그냥 그렇습니다.,it feels fine.,it’s nothing special.,nothing special.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
"수도로 돌아가려면, 정식적인 황자로 임명받아야 한다.","in order to return to the capital, I must be formally appointed as a prince.","in order to return to the capital, I must be officially appointed as a prince.","to return to the capital, I must be officially appointed as an imperial prince.","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그러기 위해 필요한 건 그럴듯한 공적.,"and to do that, I need to make a great contribution.","and for that, I need a plausible achievement.","in order to do that, I must accomplish a great feat.","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그렇기에 죽였을 뿐이다.,that’s why I killed him.,that’s the only reason why I killed it.,that’s the only reason I killed this beast.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
특별한 성취감이나 만족감은 없어.,I don’t feel any particular sense of accomplishment or satisfaction.,I don’t feel any sense of accomplishment or satisfaction.,I don’t feel any sense of satisfaction or accomplishment.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그렇지만 이제 돌아갈 수 있다.,"but now, I can go back...","but now, I can go back...","however,  this means I can return now.","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
어머니를 죽인 자들이 있는 고향으로.,...to the place where the people who killed my mother are.,...to the place where the people who killed my mother are.,I can finally go to the hometown of my mother’s killers.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
"그리고,",and...,and...,"also,","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
피오나가 있는 곳으로-,...to where fiona is.,...to where fiona is.,I can go to where fiona is.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그 녀석이 아직도 수도에 붙어있는지 모르겠군요.,I wonder if she’s still in the capital.,I wonder if she’s still in the capital.,I’m not even sure if she’s still in the capital.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
남의 속도 모르고 관광이나 해야겠다고 종알거렸는데.,she was talking about going on a tour.,she was talking about going sightseeing without understanding others' feelings.,she heartlessly talked about how much she wanted to go travel.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그건 걱정하지 않아도 괜찮다.,you don’t need to worry about that.,you don’t need to worry about that.,you don’t have to worry about that.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
내가 불쌍한 제자 녀석을 위해,I prepared the ultimate weapon...,I’ve prepared...,"I thought my poor pupil might need a hand,","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
저택에 최종 병기를 마련해 놨지.,...at the manor for my poor student.,...the ultimate weapon at the manor for my poor student.,so I prepared the ultimate weapon at the estate.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그러면 나는 병사들을 살펴보러 가겠다.,I’m going to check on the soldiers.,I’ll go check on the soldiers now.,I’m off to take care of our soldiers.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
…뭐야?,what?,what?,what did he mean by that?,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
대체 어떻게 피오나를 붙잡아 놓는다는 걸까.,how is he going to keep fiona there?,how is he going to keep fiona there?,how is he planning to keep fiona at  the estate?,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그…,she’s...,that...,she’s…,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
바람 같은 녀석을.,...as free as the wind.,...free-spirited girl.,…as elusive as the wind.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
시그렌.,siegren.,siegren.,"siegren,","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
난 너에게 상처 주지 않을 거야.,I’m not going to hurt you.,I’m not going to hurt you.,I will never hurt you.,"남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
그리고 너는 언젠가…,"and one day,","and someday,","and someday, you will…","남의 속도 모르고 : without understanding others' feelings
발이 묶일 거다 : be stuck (unable to leave)"
