hangle,first_translate,idiom_translate,label,idiom
항상 시그렌의 편이 되어 줘야지.,"I have to be on siegren’s side, no matter what.",I have to be on siegren’s side no matter what.,"from now on, I’ll stay by siegren’s side and support him.",장족의 발전 : a remarkable improvement
그것이 내가 할 수 있는 최대한의 사과.,that’s the only way I can make it up to him.,that’s the best apology I can give him.,that’s the least I can do to make up for all his irreparable scars.,장족의 발전 : a remarkable improvement
"시그렌, 미안해.","I’m sorry, siegren.","I’m sorry, siegren.","I’m sorry, siegren.",장족의 발전 : a remarkable improvement
설마….,you’re not...,wait...,you’re not…,장족의 발전 : a remarkable improvement
옷 벗긴 것에 대한 사과는 아니겠지.,"...apologizing for taking my clothes off, are you?","she’s not apologizing for taking my clothes off, is she?","…apologizing for taking my shirt off,  are you?",장족의 발전 : a remarkable improvement
아냐!,no!,no!,no!,장족의 발전 : a remarkable improvement
그게 아니라….,it’s not that...,I mean...,it’s not that…,장족의 발전 : a remarkable improvement
울지 마.,don’t cry.,don’t cry.,don’t cry.,장족의 발전 : a remarkable improvement
네 일도 아닌데 대체 왜 우는 거야.,"it’s not even your problem, so why are you crying?",why are you crying over something that has nothing to do with you?,it’s not like you were the one who got scarred. why are you crying?,장족의 발전 : a remarkable improvement
툴툴거려도 손길은 부드럽다.,"he’s grumbling, but his touch is gentle.","he’s grumbling, but his touch is gentle.","he sounds grumpy, but his touch is gentle.",장족의 발전 : a remarkable improvement
시그렌은 역시 다정한 아이다.,siegren really is a kind child.,siegren is a kind boy.,siegren really is a kind boy.,장족의 발전 : a remarkable improvement
-시그렌.,siegren.,siegren.,siegren.,장족의 발전 : a remarkable improvement
또 왜….,what now...?,what now...?,what is it this time?,장족의 발전 : a remarkable improvement
"주문을 걸듯, 그에게 말해주자.",I’ll say this to him like a spell.,"I’ll tell him, as if I’m casting a spell.",I should say it as if I’m putting him under a spell.,장족의 발전 : a remarkable improvement
난 네게 상처 주지 않을 거야.,I won’t hurt you.,I won’t hurt you.,I will never hurt you.,장족의 발전 : a remarkable improvement
아마 여주인공이 나타날 때까지,siegren’s emotional wounds won’t heal...,the wounds in siegren’s heart...,I don’t think siegren’s emotional scars will heal…,장족의 발전 : a remarkable improvement
시그렌이 가진 마음의 상처는 낫지 않을 것이다.,...until the female lead appears.,...probably won’t heal until the female lead appears.,…until he meets the female protagonist.,장족의 발전 : a remarkable improvement
그래도 그전까지는 그를 지켜주고 싶다.,"but until then, I want to protect him.","still, I want to protect him until then.",I want to be there to protect him until then.,장족의 발전 : a remarkable improvement
더 이상 나를 경계하지 않았으면 좋겠다.,I don’t want him to be on guard around me anymore.,I don’t want him to be wary of me anymore.,I just hope he won’t be so wary of me anymore.,장족의 발전 : a remarkable improvement
그런 작은 소망을 담아서.,I’ll put that small wish into these words.,that’s my small wish.,that is my tiny wish.,장족의 발전 : a remarkable improvement
"그러니까, 우리 친하게 지내자.",so let’s be friends.,"so, let’s be friends.",so let’s be friends.,장족의 발전 : a remarkable improvement
"혼자서 울다가, 웃다가 이제는 또….","you were crying, then laughing, and now...","you were crying, then laughing, and now...",you’re crying one moment and laughing the next…,장족의 발전 : a remarkable improvement
"하여간 제멋대로구나, 너.",you’re so unpredictable.,you’re so unpredictable.,"honestly... you really love doing things as you please, don’t you?",장족의 발전 : a remarkable improvement
마냥 싫어 보이지는… 않지?,but he doesn’t seem to hate it...,he doesn’t look like he hates the idea...,I think he’s starting to warm up to me.,장족의 발전 : a remarkable improvement
"응, 좋은 친구가 되어 줘야지.","yeah, we should be good friends.","yeah, I’ll be a good friend to you.",I promise I’ll be a good friend to you.,장족의 발전 : a remarkable improvement
-그 후.,"after that,","after that,","since that incident,",장족의 발전 : a remarkable improvement
시그렌과는 다소 가까워졌다.,siegren and I became a little closer.,siegren and I became a little closer.,siegren and I have gotten quite close.,장족의 발전 : a remarkable improvement
같이 과자 먹어야지.,let’s eat these together.,we have to eat the cookies together.,I’m gonna share these treats with him.,장족의 발전 : a remarkable improvement
나 혼자만의 착각인지도 모르지만.,"it might just be my imagination, though.","it might just be my imagination, though.","it might be my imagination,",장족의 발전 : a remarkable improvement
"뭐, 적어도 전처럼 만지지 말라고 쳐내진 않는다.","well, at least he doesn’t push me away when I touch him.","well, at least he doesn’t push me away when I touch him.",but he doesn’t snap at me or tell me not to touch him like he used to.,장족의 발전 : a remarkable improvement
장족의 발전이다.,that’s a huge improvement.,that’s a remarkable improvement.,I’d say that’s real progress.,장족의 발전 : a remarkable improvement
애초에 시그렌이 지속적인 폭력을 당해왔다면,"if siegren has been abused all this time,","if siegren has been abused all this time,","since siegren had been abused for a long period of time,",장족의 발전 : a remarkable improvement
