hangle,first_translate,idiom_translate,label,idiom
"이 녀석, 남자 주인공인 시그렌 아냐?!","wait, isn’t this the male protagonist, siegren?!","wait, isn’t this kid the male lead, siegren?!","isn’t this siegren, the male lead of my story?!","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
원작 시작까지는 아직 6년이나 남았는데,there are still six years left until the story begins.,there are still six years left until the story begins.,there are still six years left until the actual story begins!,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
왜 남주가 벌써 내 코앞에서 굴러다니고 있는 거지?,why is the male protagonist already here?,why is the male lead lying in front of me already?,why did the male lead show up already?,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
얘가 이 시기에 아벨을 만나는 거던가?,does he meet abel at this point?,does he meet abel at this point in the story?,is this when he meets abel?,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
"아니, 지금 이런 생각 할 때가 아니지!","no, this isn’t the time to be thinking about that!","no, this isn’t the time to be thinking about that!","wait, now is not the time for that!","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
이 녀석이 이 세계를 구원할 남주가 맞다면,"if this boy is the male protagonist who will save this world,","if this kid is the male lead who will save the world,","if this boy is really the hero that will save this world,","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
이대로 날 구하고 사망하면 세계멸망이잖아!,"then he’ll die after saving me, and the world will be destroyed!",the world will end if he dies after saving me!,"I can’t let him die saving my life. otherwise, it’ll be the end of the world as we know it!","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
뭘 해도 내가 최종보스야?!,am I the final boss no matter what I do?!,am I the final boss no matter what I do?!,"does that mean I’m doomed to die  as the final boss, no matter what I do?!","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
"여, 여기 빨리 의원 좀 불러 주세요!",s-someone call a doctor!,s-someone call a doctor!,"s-somebody, please get a physician!!!","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
이틀 뒤,two days later,two days later,two days later,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
흐음…,hmm...,hmm...,hmm...,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
심각한 부상이지만….,"his injuries are serious,","it’s a serious injury,","his injuries were quite severe,","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
다행히 큰 고비는 넘겼습니다.,but he’s out of danger for now.,"but thankfully, he’s over the worst of it.","but luckily, he’ll recover.","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
정말요!,really?!,really?!,really?,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
무슨 일 있으면 불러 주세요.,please call me if anything happens.,please call me if anything happens.,please call if you need me.,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
네!,yes!,yes!,thank you!,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
다행이다~,thank goodness!,what a relief!,what a relief.,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
세계 멸망의 위기는 넘겼어~!,the world won’t be destroyed!,I’ve avoided the end of the world!,I’ve prevented the end of the world!,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
그나저나 이렇게 보면,"anyway, looking at him now,","anyway, looking at him now,","looking at him now,","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
세계를 구할 영웅이라며 칭송받을 거라곤 안 믿기네.,it’s hard to believe that he’ll be praised as the hero who saves the world.,it’s hard to believe that he’ll be praised as the hero who will save the world.,it’s kinda hard to believe that he’s going to become a hero praised by all...,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
이 시기면 시그렌 나이가 열네 살쯤인가…?,siegren should be about 14 years old right now.,siegren should be about 14 years old right now.,I guess siegren must be around 14 by now...,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
"나도 간단하게 몇 줄 설정만 했을 뿐,","I only wrote a few lines about his background,","I only wrote a few lines about his backstory,","I had only written a few, simple sentences regarding siegren’s past.","눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
본편에서 세세하게 다룬 적은 없는 시그렌의 과거.,and I didn’t go into detail about his past in the main story.,so it wasn’t covered in detail in the main story.,I didn’t provide any explicit details in the original novel.,"눈엣가시 : thorn in one's side
눈 좀 붙이다 : get some shut-eye
죄책감이 장난이 아니다 : feel overwhelming guilt"
