hangle,first_translate,idiom_translate,label,idiom
생각보다 좀 걸리네.,it’s taking longer than I thought.,it’s taking longer than I thought.,this is taking longer than  I thought.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
붕대 가는 건 별로 안 걸릴 것 같았는데.,I didn’t think it would take so long to change his bandages.,I didn’t think changing the bandages would take so long.,I didn’t think it would take this long to replace bandages.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
‘세상 물정 모르는 아가씨’라고 말하는 눈,he’s looking at me like I’m a clueless girl.,he’s looking at me like I’m a clueless lady.,the “you ignorant girl” stare,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
아까 말하려다 못한 이야기를 하려고 했건만.,I wanted to talk to him about what I couldn’t say earlier.,I was going to tell him what I couldn’t say earlier.,"I wanted to pick up where I left off in our conversation and tell him,","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
나도 나름 열심히 일을 하고 있다구.,"I’m working hard too, you know.",I’m trying my best to help him too.,“I work  just as hard as everyone else here!”,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
시그렌은 대체 왜 날 싫어하는 걸까?,why does siegren hate me so much?,why does siegren hate me so much?,"why does siegren hate me so much, anyway?","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
사실 유년 시절의 시그렌의 성격에 대해서는 생각해 본 적이 없다.,I’ve never thought about what siegren’s personality was like when he was young.,I never thought about what siegren’s personality was like when he was young.,"to be honest, I never thought much about siegren’s childhood personality.","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
그래서 통 감이 안 잡힌단 말이야.,that’s why I have no idea.,that’s why I have no clue how to deal with him.,that’s why it’s really hard to figure him out.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
애초에 소설은 여주인 유니스의 시점으로 진행 되었고…,the novel was written from eunice’s perspective...,"the novel was written from eunice’s point of view,","the novel  was written  from the point of view of the female protagonist,  eunice,","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
그 이야기 속에서 시그렌에게 부여된 역할은 간단했다.,and siegren’s role in the story was simple.,and siegren’s role in the story was simple.,and siegren’s role in that story was quite simple.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
"잘생기고, 헌신적이고, 다정하고.","he was handsome, devoted, and kind.","he was a handsome, devoted, and kind man...","he was  handsome,  devoted, and  kind.","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
오직 유니스에게만 사랑을 주는 완벽한 연인.,he was a perfect lover who only loved eunice.,...who was a perfect lover that only loved eunice.,he was  the perfect lover who only had eyes for eunice.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
누구나 한 번쯤은 비현실적인 사랑을 받는걸 꿈꾸지 않는가?,doesn’t everyone dream of having an unrealistic love at least once in their life?,doesn’t everyone dream of a love like that at least once in their life?,"I mean, anyone  would dream of being loved by someone like that at least once in their lives, right?","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
"항상 날 신뢰하고, 내 편으로 있어 줄 사람을.",someone who always trusts me and is on my side.,a person who always trusts you and is always on your side.,someone who will always trust us and take our side no matter what.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
"그런 시그렌의 성격만 상상했으니까,","that’s the only side of siegren I imagined,","that’s the only side of siegren I imagined,","that’s the kind of personality I imagined siegren would have,","감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
지금 어떻게 다뤄야 할지 모르겠어.,so I don’t know how to handle him right now.,so I don’t know how to deal with him now.,so I’m at  a loss right now...,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
의도가 살짝 불순해서 그런가.,maybe it’s because my intentions are a bit impure.,is it because my intentions are a bit impure?,maybe it’s because of my slightly selfish intentions.,"감이 안 잡히다 : have no clue
섣불리 다가가다 : approach recklessly
엉망진창이다 : be a complete mess
확 와닿다 : hit home"
