hangle,first_translate,idiom_translate,label,idiom
"그런데,","by the way,","by the way,","by the way,",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
차라리 어둠의 존재 자체를 없앨 방법은 없는 건가요?,is there a way to get rid of the darkness itself?,is there a way to get rid of the darkness itself?,is there a way to get rid of the darkness completely?,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"오, 클로비스 후작님과 똑같은 말씀을 하시는군요.","oh, you’re saying the same thing as marquess clovis.","oh, you’re saying the same thing as marquess clovis.","oh, you sound just like marquess clovis.",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
후작님을 아시나요?,you know the marquess?,do you know the marquess?,do you know the marquess?,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
언덕이 가파르네요.,the hill is steep.,the hill is steep.,this hill is so steep!,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
그럼요.,of course.,of course.,of course.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
아카데미에 가장 많은 연구비를 후원해 주시는 분이죠.,he’s the one who funds the most research at the academy.,he’s the one who provides the most research funds to the academy.,he's the academy's most generous research donor.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
연구의 중요성을 알아주시는 분이에요.,he’s someone who understands the importance of research.,he’s someone who understands the importance of research.,he's one of the few who understand the importance of research.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
저희 입장에선 참 감사하죠.,we’re very grateful to him.,we’re very grateful to him.,we are truly grateful for his patronage.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"그리고,",and...,and...,and...,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"그 부분을 제외하고서도, 정말 멋지시고요~","...even if you take that out, he’s still a very impressive person.","...he’s also a very wonderful person, even without that.","...even if you put his donations aside, he is quite a remarkable young man.",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
네에…,yes...,I see...,I see...,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
이미지 좋네.,he has a good reputation.,he has a good reputation.,he has a pretty good image.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
그나저나,"anyway,","anyway,","anyway,",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"꾸준히 독자적인 노력을 하고 있었다니,",I didn’t know he was making independent efforts.,I didn’t know he was making independent efforts like this.,I didn't know he's been putting effort into this for so long.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
역시 아렌트는 의심스럽긴 해도 대단한 인물이긴 해.,"arendt is a suspicious person, but he’s still amazing.","arendt is a suspicious man, but he’s also an impressive one.","as suspicious as he may be, arendt never fails to impress.",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"사실은,","to be honest,","to be honest,","to tell you the truth,",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
저희도 어둠을 없애는 걸 목표로 연구를 진행 중 입니다만…,"we’re also conducting research with the goal of getting rid of the darkness,","we’re also conducting research with the goal of eliminating the darkness,","we’ve been focusing our research on getting rid of the darkness for good,",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
좀처럼 큰 소득이 없어요.,but we haven’t made much progress.,but we haven’t made much progress.,but we've had very little success.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"마력과 어둠, 성녀님이 지니신 신성력이","we did find out that magic, darkness, and the saint’s divine powers...","we did find out that magic, darkness, and the divine power of the saint...","we did learn that magical powers, the darkness, and the divine powers you possess...",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
전부 유기적인 관계가 있다는 걸 알아내기는 했지만요.,...are all related to each other.,...are all organically related.,...all share a symbiotic relationship.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
신성력은 마력과 완전히 상반되는 힘이에요.,"divine power is the opposite of magic,","divine power is a force that is completely opposite to magic,",divine powers are completely at odds with magical powers.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
그리고 마력은 근본적으로 어둠과 유사한 성질.,and magic is similar to darkness.,and magic is fundamentally similar to darkness.,and magical powers have a quality that is fundamentally the same as the darkness...,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
또한 마력과 마력석은 서로 상호작용을 하죠.,magic and magic stones interact with each other.,magic and magic stones also interact with each other.,...while magical powers and magic stones interact well with each other.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
그러니 그쪽을 연구하면 뭔가 답이 나올지도 몰라요.,"so if we research that, we might be able to find an answer.","so if we research that, we might find some answers.","so with continued research, you may be able to find your answer.",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
…잘 알고 계시네요.,you know a lot.,you know a lot.,you seem quite knowledgeable on the subject...,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
관심 분야가 비슷한 분을 만나게 되어 기뻐요.,I’m glad to meet someone with similar interests.,I’m glad to meet someone with similar interests.,I'm glad to meet someone with the same interest.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
제인이라 합니다. 편하게 이름으로 불러주세요.,my name is jane. please call me by my name.,my name is jane. please feel free to call me by my name.,my name is jane. I'm pleased to make your acquaintance.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
피오나 헤일론이에요.,I’m fiona heylon.,I’m fiona heylon.,I'm fiona heylon.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
헤일론은 마물의 습격이 잦아 자연히 이쪽에 관심이 생겼답니다. 잘 부탁드려요.,"there are a lot of demon attacks in heylon, so I naturally became interested in this. it’s nice to meet you.","there are frequent attacks by demons in heylon, so I naturally became interested in this field. it’s a pleasure to meet you.",I naturally developed an interest in the subject due to heylon being attacked by demonic beasts so frequently.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"헤일론 영애, 이걸 안 물을 수가 없는데요.","lady fiona, I have to ask.","lady fiona, I have to ask you this.","lady fiona, there's something I must ask.",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
영애께서는 어둠이 최근에 활발해진 이유가 뭐라고 생각하시나요?,why do you think the darkness has become more active recently?,what do you think is the reason for the recent increase in darkness?,why do you think the darkness has been so active lately?,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
음,hm...,hm...,um,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
…어려운 질문이네요.,that’s a hard question.,that’s a difficult question.,that's a difficult question...,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
실은 나도 그게 궁금하단 말이지…,I’m curious about that too...,I’m actually curious about that too...,"to be honest, that's something I've been wondering about myself...",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
이 세계의 사람들은 어둠을 자연재해와 비슷하게 생각한다.,people in this world think of darkness as a natural disaster.,people in this world think of darkness as a natural disaster.,people in this world think of the darkness as a kind of natural disaster.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
"일 년에 한두 번 강한 태풍이 오면 일대가 엉망이 되어버리지만,","if a strong typhoon comes once or twice a year, it will destroy the area,","when a strong storm comes once or twice a year, it wreaks havoc on the area,","just like how certain regions come back to life after hurricanes devastate them once or twice a year,",똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
죽은 땅도 긴 시간이 지나면 어느 정도 회복된다.,but the land will recover after a long time.,but even dead land recovers to some extent over time.,the dead lands are also revived to some extent after a long time.,똥개 중에서 가장 잘생긴 똥개 : the best-looking among the mutts
