hangle,first_translate,idiom_translate,label,idiom
"며칠 뒤,",a few days later,a few days later,a few days later,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
헤일론 공작저,heylon manor,heylon manor,heylon manor,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
공작님하고 같이 다니면 안 되겠어…,I don’t think I can keep hanging out with the duke...,I don’t think I can hang out with duke abel anymore...,I think I should stop going to places with the duke.,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
"같이 이곳저곳 다니다 보면 꼭 시비가 걸리는데,",he always ends up picking a fight with someone.,"whenever I go somewhere with him, he always picks a fight with someone.",he just picks fights wherever he goes.,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
"저택이 돼지우리 같다고 생각했는데,","I thought this place was a pigsty,","I thought this place was a pigsty,","I thought the manor was a pigsty,","돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
사람이 살고 있을 줄은 몰랐군.,but I didn’t know pigs actually lived here.,but I didn’t know people were actually living here.,so I didn’t realize there’d be people living here.,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
정말 엄청나게 빈정거린다구.,he’s so sarcastic.,he’s so sarcastic.,he can be quite sarcastic.,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
그래도,"still,",but...,"still,","돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
"아벨이 그러지 않으면,","if abel wasn’t like that,","...if abel wasn’t like that,","still,","돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
지금까지 헤일론을 지키지도 못했겠지.,he wouldn’t have been able to protect house heylon all these years.,he wouldn’t have been able to protect house heylon all this time.,we wouldn’t have been able to protect heylon.,"돼지우리 같다 : filthy like a pigsty
빈정거리다 : speak sarcastically
떠먹여 주다 : spoon-feed
따박따박하다 : be precise and meticulous
쿵짝이 잘 맞다 : get along well
때려치우다 : quit abruptly
내 눈에 흙이 들어가기 전까지 : over my dead body
쥐 잡듯이 잡다 : crack down hard on someone"
