hangle,first_translate
"『금일 오후,",I would like to invite you to my tea party this afternoon...
온실에서 있을 티 파티에 영애를 초대하고 싶습니다.』,...at our greenhouse.
"『시간이 나신다면 꼭 참석해 주세요,","if your schedule allows for it, please join us,"
헤더 아덴 자작 영애.』,lady heather aden.
"이 사람,",isn’t she...
어제 시그렌이랑 일이 있었던 그 영애 아냐?,...the lady that had some trouble with sir siegren yesterday?
그런 사람이 여는 티파티에 내가 가도 되는 건가?,do I really want to go to her tea party?
내가 괜히 신경 쓸 만한 이유는 없지.,but there’s no reason why I shouldn’t attend.
잘못한 건 그쪽이고.,she was at fault anyway.
어쩌면 티파티에서 유니스를 만날 수 있을지도 모르니까.,maybe I’ll get to see eunice again if I do go.
기쁜 마음으로 응하겠다고 전해줘.,tell her I’m happy to accept her invitation.
유니스 영애.,"good morning, lady eunice."
피오나 영애…!,"it's nice seeing you here too, lady fiona!"
유니스 영애도 초대받은 건가요?,were you invited as well?
네.,"yes, I was."
피오나 영애와는 같은 일행임에도 계속 얼굴을 볼 수가 없었네요.,"even though we’re traveling together, I haven’t seen much of you lately."
전 말을 타고 있었거든요.,that’s because I’ve been riding on horseback.
…그래도 마차에도 와 주세요.,"still, come visit me inside the carriage sometime."
혼자서는 심심해서….,it gets so boring when I'm alone--
주변에 온통 기사랑 병사라서 쓸쓸했나 봐.,she must have felt lonely since all those guards were around her.
어서 오십시오.,"this way, ladies."
이쪽이 온실입니다.,the greenhouse is over here.
아가씨께서는 안쪽에서 기다리고 계십니다.,your hostess awaits you inside.
"어머나,","my goodness! good morning, lady fiona and lady eunice!"
"피오나 영애,","my goodness! good morning, lady fiona and lady eunice!"
유니스 영애…,"my goodness! good morning, lady fiona and lady eunice!"
초대에 응해주셔서 감사해요.,thank you both for coming today.
기다리고 있었답니다.,I've been waiting for you two.
"와, 역시 화려한 미인이야.","wow, what a beauty."
이런 사람이 시그렌에게 달려들었단 말이지.,no wonder she tried hitting on siegren.
"자, 어서 앉으세요.","now, please take a seat."
"네, 고마워요.","okay, thank you very much."
이쪽은 근처 영지의 영애들이에요.,let me introduce these lovely ladies from nearby territories.
명성이 자자한 두 분을 만나서 영광이에요.,it’s such an honor meeting you two famous beauties.
네…,oh...
잘 부탁해요.,nice meeting you all.
뭐지?,huh? they seem to be staring at me strangely...
묘하게 시선이 불온한 것 같은 느낌이….,huh? they seem to be staring at me strangely...
헤일론 영애는 북부에 있었다면서요.,"I heard you came from the north, lady haillon."
맞아요.,that’s right.
힘들지는 않았나요?,didn’t you find it difficult living up there?
거기에는 굉장히 야만적이고 잔혹한 마법사가 산다고 들었는데….,I hear there lives a brutal magician in the area...
사람 사는 곳이라 다들 비슷하답니다.,all places are similar once people start settling down.
"아니, 이 소문 여기까지 돌았냐!","wait, how did everyone know about him already?!"
"소문 이야기가 나와서 말인데요,","speaking of rumors,"
듣자 하니…,I heard...
영애의 핏줄은 조금 특별하다면서요?,you don’t share the same bloodline as house haillon.
