hangle,first_translate
난 네 손을 잡으면―,when you hold my hand...
너와 달리 그 이상이 떠오르거든.,"unlike you, more things come to mind for me."
"처음에는 껴안고 싶고, 만지고 싶지.","at first,  I want to hug you... touch you..."
또 그 후에는…,and then after that--
어?,huh?
"잠깐,","wait,"
"잠깐만, 이거 혹시,",w-wait a minute... is this...
키―,k-
꿍,mm
"정신 좀 차려, 피오나.","get your head together, fiona."
참내,goodness...
…키스가 아니었구나!,it wasn’t a kiss!
"어, 그러니까.","uh, so..."
상황을 정리하자면…,let’s get this straight...
나랑 성적인 의미로 이것저것 하고 싶다?,do you wanna do stuff with me sexually?
"저번부터 생각한 건데,","I’ve been thinking about what you said last time,"
좀 더 그럴듯하게 정리할 수는 없어?,but can’t you put it into better words than that?
아니면 진짜 내 말이 그렇게 들린 거야?,or did you really mean it that way?
으음…,hmm...
"그런 그냥 네 젊은 날의 본능에 따른 거니,","is it just because of your youthful instincts,"
아니면…,or...
피오나.,fiona.
내가 여자만 보면 눈 돌아가는 한심한 놈처럼 보여?,does it seem as if I’m some pathetic guy who loses all self-control when he sees women?
너라서 그런 생각이 드는 거라고.,the reason why those thoughts came up was because of you.
"정확히는,","to be exact,"
너만.,it’s only you.
…이거 고백이야?,is this a confession?
그래.,yep.
고백이야.,this is a confession.
내가 널 좋아해.,"I like you,"
피오나.,fiona.
시그렌…,siegren...
긴장 풀어.,take it easy.
얼마든지 생각해도 괜찮으니까.,there’s no need to rush yourself.
혹시나 다른 녀석들이 채갈까 봐,I confessed now because I didn’t want someone else to take you away from me before I could say anything.
서두른 것 뿐이야.,that’s all.
…그럼.,"alright, then."
"잘 자, 피오나.","sleep tight, fiona."
"이, 이거…",th-this isn’t...
개꿈은 아니겠지?!,"a dream, right?!!"
한숨도 못 잤다.,I couldn’t sleep at all.
어젯밤 일이 역시 꿈이 아니었던 거겠지…,"then again, maybe everything that happened yesterday wasn’t a dream either..."
피오나.,fiona.
어제 시그렌하고 뭔 일 있었구나.,something must’ve happened between you and sieg last night.
눈치가 귀신같네.,how perceptive.
아…닌데요.,no... nothing happened.
어느 쪽이냐.,which one is it?
뭐가요?,what are you talking about?
"첫 번째, 고백을 들었다.",first option: he confessed his feelings to you.
"두 번째,",second option:
시그렌이 네가 불쾌할 만한 짓을 했다.,sieg did something inappropriate to you.
"전자면 살려는 주고,","if it’s the former, I’ll let him live."
후자면 자연사로 위장하마.,"if it’s the latter, we’re gonna make it look like a natural death."
누구를?,make whose death look like a natural one?
시그렌을?,sieg’s?
"전, 전자 쪽이에요!",i-it’s the first option!
그래?,really?
"이봐, 왜 아쉬운 얼굴인데.","come on, don’t give me such a disappointed face."
"그렇다곤 해도,","still,"
너라면 고백을 들어도 평소처럼 웃으면서 차버릴 줄 알았는데.,"I thought even if someone were to confess their love to you, you’d reject them while smiling like always."
제가 그 정도로 못되지는 않거든요?,I’m not heartless enough to do that.
그러면 고백 정도는 알아서 해결해 봐라.,"in any case, figure out how to deal with his confession by yourself."
그 이상이면 내가 처리해 줄 테니.,"if there’s anything beyond that, I’ll handle it myself."
"그러니까, 시그렌을 처리하면 안 되잖아요…","so basically, you’re saying I shouldn’t kill sieg..."
망했다…,I’m doomed...
이게 다 시그렌 때문이야.,all of this is because of sieg.
자연사 위장 운운하는 아벨에게 상담할 수도 없고.,"not only am I unable to talk to abel since he keeps mentioning making deaths appear “natural,”"
지금쯤이면 유니스와 서서히 연인이 되어야 하는 시점일 텐데.,"even though I should start developing romantic feelings toward eunice around this point,"
시그렌은 정작 나한테 고백이나 하고.,now sieg has gone ahead and confessed his love to me instead!
내가 그렇게 열심히 운명적인 사랑을 써 놨는데!,I worked so hard writing our destined romance story too!
‘왜 유니스를 안 좋아해’ 라고 물을 수도 없고!,"on top of that, I can’t ask him why he doesn’t like eunice!"
시그렌은 대체 왜 날 좋아하는 거지?,why does sieg like me anyway?
우리는 나름 좋은 친구였는데.,we used to be good friends.
"아니, 더 정확히는 내가 시그렌의 좋은 친구로 있고 싶었어.","no, actually, I wanted us to become close friends."
그게 어린 시그렌에게 정서적으로 도움이 될 거라 생각했으니까.,I believed being friendly would help young sieg emotionally.
…돌이켜 보면 결국 모든 게 내 알량한 만족을 채우기 위한 것이었을지도.,"looking back, perhaps everything I did was merely done to satisfy my own ego."
"시그렌에게 잘 대해 주면서 정도 들고, 나름대로 내 죄책감도 덜었었지.","while treating sieg well made me feel virtuous, it also helped ease my guilt."
"솔직히 시그렌의 행복을 바라고 있지만,","although I honestly wish for sieg’s happiness,"
딱히 그를 온전하게 진심 어린 우정으로 대하고 있던 건 아니었어.,I never treated him wholeheartedly or sincerely as a friend.
이런 내 위선을 모르고 시그렌이 반했다면 미안한 일이야.,"if sieg fell for me without realizing my hypocrisy, I truly apologize."
그리고 상황 자체도 고민할 여지가 있어.,"also, the situation itself poses several problems."
"내 입장에서는 원작의 흐름대로 가도 문제고, 안 가도 문제잖아.","from where I stand, whether I follow the original storyline or stray off course, both options pose issues."
전자라면 당연히 내 결말은 영혼까지 고통받는 베드 엔딩이지.,"obviously, following the novel will lead to a bad ending where I suffer until my soul dies."
후자도 몇 가지 문제가 있는데…,straying off course comes with its own set of problems too...
"후에 어둠은 계속 나타나고, 마물의 흉포화는 더욱 많이 진행될 거란 거지.","for instance, darkness will continue appearing later on, which will cause monsters to grow increasingly violent."
결국 시간이 지나면 막을 수 없을 게 분명해.,"eventually, they won’t be able to stop themselves once time passes."
"어둠을 없애려면 유니스가 가진 힘이 필수인데,","in order to eliminate the darkness, eunice’s power is essential."
그 유니스의 힘을 본격적으로 각성시키는 계기가 바로 시그렌과의 사랑이라고~!,"however, her powers awaken due to falling in love with sieg!"
시그렌과 이어지지 않은 유니스가 영영 자신의 힘을 각성하지 못한다면…,"if eunice fails to realize her potential forever because she didn’t end up with sieg,"
잘못하면 세계가 멸망할지도.,the world might fall apart.
"유니스와 시그렌의 힘으로 어둠을 어느 정도 몰아내지만,","with eunice and sieg working together, they manage to push the darkness back somewhat."
내가 죽지는 않는 결말… 같은 건 불가능할까.,but is it impossible to create an alternate ending where I survive...?
"아니, 그보다도 당장 눈앞에 닥친 일이 문제야~!","wait, forget that! the problem lies here and now!"
시그렌한테 고백받은 거 어떻게 할 거냐구~,what am I supposed to do about sieg’s confession?!
"생각해보면 결혼하자는 이야기를 들은 것도 아니고,","come to think of it, he didn’t propose marriage or anything."
그냥 고백이잖아?,he simply confessed his feelings.
그냥 눈물을 머금고 뻥! 차버릴까?,should I just swallow my tears and flat-out turn him down?
"피오나, 있어?","fiona, are you home?"
