hangle,first_translate
아벨….,abel...
이미 시그렌의 뒷조사를 마친 건가?,has he already finished investigating siegren’s past?
시그렌이 황자란 것도 이제 알았겠지.,I’m guessing you also found out that siegren is actually a prince.
"어쩔 수 없다, 이럴 땐….",well... I suppose there's no other choice but--
무슨 말씀을 하시는지 잘 모르겠어요.,I don’t know what you’re talking about.
"평범한 귀족 사생아가 황실의 비밀을 알고 있다니, 수상하니까.",it would be quite suspicious for someone like me to know such confidential information regarding the imperial family.
"제가 들은 건 시그렌이 고아고,",all I heard was that siegren used to work as a servant boy at his mercenary company...
줄곧 용병단에서 허드렛일을 했다는 것 뿐인걸요.,...and that he grew up without parents.
"윽, 내 속을 들여다보는 듯한 저 눈빛….",his eyes seem to see right through my soul...
이만 넘어가 줘~!~!,"come on, just let this go!!"
"하긴, 네 존재에 비하면","but compared to your existence,"
그 녀석에 대한 건 그리 중요한 일도 아니지.,siegren doesn’t matter much anyway.
…네?,pardon...?
네 속은 참 알 수가 없구나.,your thoughts are impossible to read sometimes.
"어쩔 땐 천진한 그 나이대 아이 같다가도,","at times, you act so innocent and naive like any girl your age,"
어느 순간에는 누구보다도 이성적이고 냉혹해지지.,while others make you appear more rational and cold than anyone else.
무엇이 네 진짜 성격인지 모르겠다.,I can never tell which one is really you.
"펴, 평범하다고 생각하는데요….","uh... well, I think I'm pretty normal..."
그건 너 혼자만의 생각이겠지.,that may only apply to yourself.
어느 누가 봐도 네가 천재라는 데엔 이견이 없을 거다.,everyone agrees that you’re a genius.
"사실 그동안 네 존재를 경계할지, 기꺼이 여길지 고민했다.","to be honest, I’ve been debating whether or not to keep you here all this time."
강하고 유능한 것도 좋긴 하지만,"of course, being strong and capable is good,"
타인에 비해 월등한 능력은 양날의 검이니까.,but exceptional abilities can cut both ways.
"잠깐, 설마….","wait, does that mean..."
…절 쫓아내실 건가요?,are you going to kick me out?
"아니, 그 반대다.","no, it’s the opposite."
난 너를 데리고 있기로 결정했거든.,I decided to take responsibility over you from now on.
