hangle,first_translate
항상 시그렌의 편이 되어 줘야지.,I’ll always take your side from now on.
그것이 내가 할 수 있는 최대한의 사과.,that’s my way of apologizing for what I did earlier.
"시그렌, 미안해.","sorry, siegren."
설마….,wait...
옷 벗긴 것에 대한 사과는 아니겠지.,don’t tell me he’s sorry about undressing him...?
아냐!,no!
그게 아니라….,it’s not that--
울지 마.,stop crying.
네 일도 아닌데 대체 왜 우는 거야.,this has nothing to do with you anyway.
툴툴거려도 손길은 부드럽다.,"even though his words are harsh, his touch is gentle."
시그렌은 역시 다정한 아이다.,"as expected, siegren really does have a kind heart."
-시그렌.,siegren.
또 왜….,now why would she say something like this all of a sudden...?
"주문을 걸듯, 그에게 말해주자.",let's make her promise sound more like a spell.
난 네게 상처 주지 않을 거야.,I won’t hurt you ever again.
아마 여주인공이 나타날 때까지,"until the female lead appears,"
시그렌이 가진 마음의 상처는 낫지 않을 것이다.,the scars within siegren will never heal completely.
그래도 그전까지는 그를 지켜주고 싶다.,"but until then, I want to protect him as much as possible."
더 이상 나를 경계하지 않았으면 좋겠다.,and I don’t want him to feel wary around me anymore.
그런 작은 소망을 담아서.,"with those wishes in mind,"
"그러니까, 우리 친하게 지내자.",can we please become good friends?
"혼자서 울다가, 웃다가 이제는 또….","first, you cry alone. next, you laugh by yourself. and now, you’re asking us to be friends...?"
"하여간 제멋대로구나, 너.",will you stop doing whatever comes into your head?
마냥 싫어 보이지는… 않지?,at least you look happy right now...
"응, 좋은 친구가 되어 줘야지.","of course, I’d love to be great friends with you too."
-그 후.,a few days later
시그렌과는 다소 가까워졌다.,siegren and I became closer than before.
같이 과자 먹어야지.,do you wanna share some cookies together?
나 혼자만의 착각인지도 모르지만.,"maybe it was just my imagination,"
"뭐, 적어도 전처럼 만지지 말라고 쳐내진 않는다.",but at least he doesn’t push away my hand whenever I try touching him these days.
장족의 발전이다.,"that’s progress, if anything."
애초에 시그렌이 지속적인 폭력을 당해왔다면,"if someone had been physically abusing siegren up till now,"
타인의 손길에 민감해지는 건 당연한 일이었다.,then it makes sense how sensitive he'd be when others touched him.
지금 생각해보면 내가 흉터를 눈치챌까 봐 더욱 손대지 못하게 한 것 같다.,"come to think of it, maybe he didn’t let anyone near because he thought they might notice his scars."
어.,huh?
엇.,oops.
상처 덧나!,your wound!
움직이지 말라니까.,I told you not to move.
이 정도는 괜찮아.,it’s fine.
거의 다 나았다고.,my wounds almost healed already.
안 돼. 다 나을 때까지는 몰라.,nope. stay still until everything heals properly.
이 누나의 말을 들어.,listen to big sis here.
전부터 궁금했던 건데….,I’ve been curious about this for quite a while now...
"자꾸 누나 누나 거리는 데, 대체 몇 살이야?","you keep calling yourself “big sister,” but exactly how old are you?"
윽.,argh.
육체적인 나이는 내가 한 살 어리긴 하지.,"in terms of physical age, I’m one year younger than you."
… 열세 살….,thirteen years old...
생각보단 많네. 열 살쯤 되나 했는데.,"whoa, you’re older than I thought. I assumed you were only ten or so."
뭐라고?!,excuse me?!
"아벨이 매일 작다, 작다 하긴 하는데.","abel keeps saying that I'm small every day, though."
내가 그렇게 보일 정도로 체구가 작나?,is my body really that tiny-looking?
한창 클 시기에 다락방에서 밥도 못 먹었으니 어쩔 수 없는데.,"well, there wasn’t enough food to eat back when I lived in the attic during puberty."
어쨌든 내가 한 살 많았네.,"anyway, looks like I’m actually one year older than you."
정신적으로는 내가 더 위일걸.,I bet I’m also mentally mature compared to you.
너 혼자만의 착각이겠지.,I doubt that very much.
"헤일론 공작이 널 열심히 먹이던데,","duke haylon feeds you well,"
대체 옆으로도 위로도 안 크고 뭐 하는 거야?,so why aren’t you growing taller either horizontally or vertically?
그러게….,good question...
사실 난 체력도 형편없다.,"to be honest, I lack stamina."
그래서 마법을 쓸 때도 오랫동안 사용하지는 못한다.,that’s why I can’t use magic for long periods of time.
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다.,"for instance, I excel in short-distance races rather than marathons."
앞으로 열심히 자랄 거니까 괜찮아.,but don’t worry. I'll work hard to grow stronger from now on.
"그래, 열심히 자라라.","okay, go ahead and train harder."
시그렌….,siegren...
"상태 좋아지고, 날 선 분위기도 가라앉으니까","not only is he recovering quickly, but he seems less tense lately."
꼭 상아처럼 빛나는 것 같아.,he shines brighter than ivory sometimes.
내 새끼지만 정말 몇 년 후가 기대되는걸.,"although he’s technically my son, I can’t wait to see how he turns out after several years."
"짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라.","alrighty, kiddo. show off that handsome face of yours to the heroine once she arrives."
내 얼굴에 뭐라도 묻었어?,is there something stuck on my face?
응? 아니.,hm? no.
그런데 왜 이렇게 빤히 쳐다봐?,then why are you staring at me like that?
잘생긴 것 같아서.,because you seem pretty handsome today.
"아, 그래도 나중에 꼭 지조를 지키며 연애하렴.","right. even so, remember to remain faithful to whoever you fall in love with."
아무리 너라도 내 사랑스러운 여주인공의 눈에 눈물 나게 하면 용서 못 해.,"I swear, even if you’re my own child, I won’t forgive you if you end up making our lovely protagonist shed tears."
늘 생각하는 거지만 너 가끔씩 진짜….,"I know I shouldn’t say this, but honestly..."
아니다.,nah.
왜?,what?
누가 누구한테 정신 연령이 위라고 하는 건지 모르겠다고.,I wonder which one of us is truly more mature.
보니까 사람 무서운 줄도 모르던데.,"from where I stand, you clearly don’t understand people at all."
아니거든.,"hey, that’s not fair."
나는 엄연히-,I am most definitely--
피오나 아가씨!,lady fiona!
제2 성벽에 대규모의 마물이 접근하고 있다고 합니다.,a large horde of monsters is approaching the second wall.
아무래도 지금 전투 인원은 전부 모여야 될 것 같습니다.,all combatants must gather immediately.
알겠어요. 바로 갈게요.,understood. I’ll come straightaway.
감사합니다.,thank you.
무슨 소리야?!,are you kidding me?!
네가 왜 거기에 가?,why do you need to go over there?
맞다. 시그렌에게 말을 아직 안 했지.,"oh yeah, I haven’t mentioned this to siegren yet."
내가 전쟁에 참전한 마법사란 걸.,"I mean, the fact that I participate in battles using magic."
"나, 여기서 싸우는 마법사야.",I fight alongside other mages here.
주로 하는 일은 2 성벽을 지키는 거고.,my main job is protecting the second wall.
알겠지?,get it?
그러니까 이것 좀 놔-,so could you please le--
…말도 안돼.,no way.
뭐가?,what do you mean?
"뭐가, 라는 소리가 지금 나와?",how can you ask such a thing?
2 성벽은 이곳에서도 제일 위험한 곳이야!,the second wall is the most dangerous place among all three walls!
알기나 해?,didn’t you realize that?
평생을 전장에서 보낸 용병이나 기사들도,even knights and mercenaries who spent their entire lives fighting wars die instantly upon being attacked.
한순간에 죽어서 나자빠진다고.,even knights and mercenaries who spent their entire lives fighting wars die instantly upon being attacked.
그런 장소를 너 같은 작은 애가 지킨다고?,there’s no way a little kid like you can guard such a location!
말이 되는 소리를 해!,be serious!
북부 최강의 방패인 헤일론 성에 그토록 사람이 없는 거야?,isn’t house haylon supposed to be the strongest shield in the north?
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,why does a young girl like you have to risk herself?!
